品目,産地,年,月,数量_kg,金額_円
さわら,広島,2020,12,225,249864
さわら,愛媛,2020,1,67,62769
さわら,愛媛,2020,12,255,337480
ヤズ,合計,2020,1,247,103033
ヤズ,合計,2020,2,314,124860
ヤズ,合計,2020,3,210,95699
ヤズ,合計,2020,4,360,113279
ヤズ,合計,2020,5,812,182155
ヤズ,合計,2020,6,498,129306
ヤズ,合計,2020,7,191,72944
ヤズ,合計,2020,8,88,30004
ヤズ,合計,2020,9,318,102537
ヤズ,合計,2020,10,609,182846
ヤズ,合計,2020,11,482,146253
ヤズ,合計,2020,12,145,50954
ヤズ,広島,2020,1,208,85688
ヤズ,広島,2020,2,285,115042
ヤズ,広島,2020,3,149,66636
ヤズ,広島,2020,4,312,94672
ヤズ,広島,2020,5,760,168909
ヤズ,広島,2020,6,490,127060
ヤズ,広島,2020,7,161,60026
ヤズ,広島,2020,8,54,23674
ヤズ,広島,2020,9,198,63353
ヤズ,広島,2020,10,464,145741
ヤズ,広島,2020,11,422,128698
ヤズ,広島,2020,12,145,50954
ヤズ,愛媛,2020,1,39,17345
ヤズ,愛媛,2020,2,29,9818
ヤズ,愛媛,2020,3,61,29063
ヤズ,愛媛,2020,4,48,18607
ヤズ,愛媛,2020,5,52,13246
ヤズ,愛媛,2020,6,8,2246
ヤズ,愛媛,2020,7,30,12918
ヤズ,愛媛,2020,8,34,6330
ヤズ,愛媛,2020,9,120,39184
ヤズ,愛媛,2020,10,145,37105
ヤズ,愛媛,2020,11,61,17555
はまち,合計,2020,1,6255,8194982
はまち,合計,2020,2,4866,6836461
はまち,合計,2020,3,5297,6897828
はまち,合計,2020,4,4498,4915129
はまち,合計,2020,5,3883,4760717
はまち,合計,2020,6,4114,5478863
はまち,合計,2020,7,4137,5616463
はまち,合計,2020,8,5215,6597828
はまち,合計,2020,9,4312,5161496
はまち,合計,2020,10,5886,6505647
はまち,合計,2020,11,5381,6119111
はまち,合計,2020,12,6111,6571537
はまち,広島,2020,1,1891,612109
はまち,広島,2020,2,1222,524454
はまち,広島,2020,3,1721,634562
はまち,広島,2020,4,1856,214855
はまち,広島,2020,5,1322,227896
はまち,広島,2020,6,1065,144743
はまち,広島,2020,7,967,133468
はまち,広島,2020,8,1541,211626
はまち,広島,2020,9,1385,228770
はまち,広島,2020,10,2188,410177
はまち,広島,2020,11,1855,462665
はまち,広島,2020,12,2056,345198
はまち,愛媛,2020,1,4364,7582873
はまち,愛媛,2020,2,3643,6312007
はまち,愛媛,2020,3,3576,6263266
はまち,愛媛,2020,4,2642,4700274
はまち,愛媛,2020,5,2561,4532821
はまち,愛媛,2020,6,3049,5334120
はまち,愛媛,2020,7,3170,5482995
はまち,愛媛,2020,8,3674,6386202
はまち,愛媛,2020,9,2927,4932726
はまち,愛媛,2020,10,3698,6095470
はまち,愛媛,2020,11,3526,5656446
はまち,愛媛,2020,12,4055,6226339
ぶり,合計,2020,1,2024,2082144
ぶり,合計,2020,2,1029,1601659
ぶり,合計,2020,3,1082,1520057
ぶり,合計,2020,4,1000,1413580
ぶり,合計,2020,5,860,1340979
ぶり,合計,2020,6,845,1329996
ぶり,合計,2020,7,687,1252023
ぶり,合計,2020,8,1010,1605443
ぶり,合計,2020,9,822,1324467
ぶり,合計,2020,10,864,1452412
ぶり,合計,2020,11,881,1386679
ぶり,合計,2020,12,6504,8882587
ぶり,東京,2020,1,533,1003711
ぶり,東京,2020,2,544,1040151
ぶり,東京,2020,3,535,1018721
ぶり,東京,2020,4,464,885204
ぶり,東京,2020,5,469,894674
ぶり,東京,2020,6,586,1119096
ぶり,東京,2020,7,555,1060606
ぶり,東京,2020,8,623,1188077
ぶり,東京,2020,9,463,883619
ぶり,東京,2020,10,605,1154703
ぶり,東京,2020,11,493,940876
ぶり,東京,2020,12,1549,2588348
ぶり,広島,2020,1,1492,1078433
ぶり,広島,2020,2,484,561508
ぶり,広島,2020,3,547,501336
ぶり,広島,2020,4,536,528376
ぶり,広島,2020,5,392,446305
ぶり,広島,2020,6,259,210900
ぶり,広島,2020,7,132,191417
ぶり,広島,2020,8,388,417366
ぶり,広島,2020,9,359,440848
ぶり,広島,2020,10,259,297709
ぶり,広島,2020,11,389,445803
ぶり,広島,2020,12,4956,6294239
まなかつお,合計,2020,1,114,328873
まなかつお,合計,2020,2,171,469131
まなかつお,合計,2020,3,136,341091
まなかつお,合計,2020,4,73,150018
まなかつお,合計,2020,5,42,82242
まなかつお,合計,2020,6,35,84587
まなかつお,合計,2020,7,23,53066
まなかつお,合計,2020,8,131,132608
まなかつお,合計,2020,9,324,292699
まなかつお,合計,2020,10,515,454460
まなかつお,合計,2020,11,217,249198
まなかつお,合計,2020,12,267,339760
まなかつお,広島,2020,1,114,328873
まなかつお,広島,2020,2,171,469131
まなかつお,広島,2020,3,136,341091
まなかつお,広島,2020,4,73,150018
まなかつお,広島,2020,5,42,82242
まなかつお,広島,2020,6,35,84587
まなかつお,広島,2020,7,23,53066
まなかつお,広島,2020,8,131,132608
まなかつお,広島,2020,9,324,292699
まなかつお,広島,2020,10,515,454460
まなかつお,広島,2020,11,217,249198
まなかつお,広島,2020,12,267,339760
かつお,合計,2020,1,194,156987
かつお,合計,2020,2,182,120967
かつお,合計,2020,3,296,208100
かつお,合計,2020,4,245,169400
かつお,合計,2020,5,284,193218
かつお,合計,2020,6,430,331873
かつお,合計,2020,7,507,419708
かつお,合計,2020,8,448,354698
かつお,合計,2020,9,365,287865
かつお,合計,2020,10,443,322938
かつお,合計,2020,11,243,136772
かつお,合計,2020,12,270,145346
かつお,広島,2020,1,194,156987
かつお,広島,2020,2,182,120967
かつお,広島,2020,3,296,208100
かつお,広島,2020,4,245,169400
かつお,広島,2020,5,284,193218
かつお,広島,2020,6,430,331873
かつお,広島,2020,7,507,419708
かつお,広島,2020,8,448,354698
かつお,広島,2020,9,365,287865
かつお,広島,2020,10,443,322938
かつお,広島,2020,11,243,136772
かつお,広島,2020,12,270,145346
かじき,合計,2020,1,295,497845
かじき,合計,2020,2,422,656003
かじき,合計,2020,3,397,609833
かじき,合計,2020,4,377,609138
かじき,合計,2020,5,376,665861
かじき,合計,2020,6,303,506941
かじき,合計,2020,7,282,498795
かじき,合計,2020,8,496,912572
かじき,合計,2020,9,275,469200
かじき,合計,2020,10,338,577241
かじき,合計,2020,11,273,410996
かじき,合計,2020,12,755,1421651
かじき,広島,2020,1,295,497845
かじき,広島,2020,2,422,656003
かじき,広島,2020,3,397,609833
かじき,広島,2020,4,377,609138
かじき,広島,2020,5,376,665861
かじき,広島,2020,6,303,506941
かじき,広島,2020,7,282,498795
かじき,広島,2020,8,496,912572
かじき,広島,2020,9,275,469200
かじき,広島,2020,10,338,577241
かじき,広島,2020,11,273,410996
かじき,広島,2020,12,755,1421651
まぐろ,合計,2020,2,1,1944
まぐろ,合計,2020,3,21,25747
まぐろ,合計,2020,4,1,2376
まぐろ,合計,2020,11,3,11120
まぐろ,広島,2020,2,1,1944
まぐろ,広島,2020,3,21,25747
まぐろ,広島,2020,4,1,2376
まぐろ,広島,2020,11,3,11120
いさき,合計,2020,1,88,97471
いさき,合計,2020,2,103,133655
いさき,合計,2020,3,192,198622
いさき,合計,2020,4,216,212167
いさき,合計,2020,5,487,443788
いさき,合計,2020,6,663,718476
いさき,合計,2020,7,618,740956
いさき,合計,2020,8,404,474514
いさき,合計,2020,9,336,410821
いさき,合計,2020,10,559,616426
いさき,合計,2020,11,419,440918
いさき,合計,2020,12,282,262709
いさき,広島,2020,1,7,1987
いさき,広島,2020,2,3,5168
いさき,広島,2020,3,55,36601
いさき,広島,2020,4,45,39247
いさき,広島,2020,5,183,132845
いさき,広島,2020,6,98,75958
いさき,広島,2020,7,100,96759
いさき,広島,2020,8,51,44191
いさき,広島,2020,9,69,60608
いさき,広島,2020,10,124,77571
いさき,広島,2020,11,58,45067
いさき,広島,2020,12,5,4472
いさき,愛媛,2020,1,81,95484
いさき,愛媛,2020,2,100,128487
いさき,愛媛,2020,3,137,162021
いさき,愛媛,2020,4,171,172920
いさき,愛媛,2020,5,304,310943
いさき,愛媛,2020,6,566,642518
いさき,愛媛,2020,7,518,644197
いさき,愛媛,2020,8,353,430323
いさき,愛媛,2020,9,267,350213
いさき,愛媛,2020,10,435,538855
いさき,愛媛,2020,11,360,395851
いさき,愛媛,2020,12,278,258237
たちうお,合計,2020,1,1222,1093799
たちうお,合計,2020,2,1070,1118366
たちうお,合計,2020,3,594,786383
たちうお,合計,2020,4,832,1122808
たちうお,合計,2020,5,1123,1376779
たちうお,合計,2020,6,1026,1316945
たちうお,合計,2020,7,614,793670
たちうお,合計,2020,8,604,688264
たちうお,合計,2020,9,1651,1323457
たちうお,合計,2020,10,2809,2041785
たちうお,合計,2020,11,1197,1122012
たちうお,合計,2020,12,697,842297
たちうお,広島,2020,1,1222,1093799
たちうお,広島,2020,2,1070,1118366
たちうお,広島,2020,3,594,786383
たちうお,広島,2020,4,832,1122808
たちうお,広島,2020,5,1112,1364078
たちうお,広島,2020,6,1026,1316945
たちうお,広島,2020,7,614,793670
たちうお,広島,2020,8,604,688264
たちうお,広島,2020,9,1651,1323457
たちうお,広島,2020,10,2809,2041785
たちうお,広島,2020,11,1197,1122012
たちうお,広島,2020,12,684,825946
たちうお,愛媛,2020,12,14,16351
たちうお,大分,2020,5,11,12701
ぼら,合計,2020,1,444,80473
ぼら,合計,2020,2,374,57562
ぼら,合計,2020,3,410,75269
ぼら,合計,2020,4,388,57511
ぼら,合計,2020,5,146,17755
ぼら,合計,2020,6,94,12384
ぼら,合計,2020,7,76,13037
ぼら,合計,2020,8,42,6113
ぼら,合計,2020,9,73,11879
ぼら,合計,2020,10,276,42835
ぼら,合計,2020,11,521,89712
ぼら,合計,2020,12,211,31891
ぼら,広島,2020,1,433,78033
ぼら,広島,2020,2,357,54500
ぼら,広島,2020,3,407,74589
ぼら,広島,2020,4,388,57511
ぼら,広島,2020,5,146,17755
ぼら,広島,2020,6,94,12384
ぼら,広島,2020,7,76,13037
ぼら,広島,2020,8,42,6113
ぼら,広島,2020,9,62,8186
ぼら,広島,2020,10,276,42835
ぼら,広島,2020,11,521,89712
ぼら,広島,2020,12,211,31891
ぼら,愛媛,2020,1,11,2440
ぼら,愛媛,2020,2,17,3062
ぼら,愛媛,2020,3,2,680
ぼら,愛媛,2020,9,11,3693
たい,合計,2020,1,12641,14225621
たい,合計,2020,2,9044,10024531
たい,合計,2020,3,9790,10875637
たい,合計,2020,4,10880,9762661
たい,合計,2020,5,14607,10608394
たい,合計,2020,6,12778,9895743
たい,合計,2020,7,11764,9399419
たい,合計,2020,8,15370,11483584
たい,合計,2020,9,11347,8567746
たい,合計,2020,10,13190,10299553
たい,合計,2020,11,12495,9767070
たい,合計,2020,12,12840,10660533
たい,広島,2020,1,4642,4867352
たい,広島,2020,2,3397,3476901
たい,広島,2020,3,4359,4427236
たい,広島,2020,4,6523,4673575
たい,広島,2020,5,9993,5764720
たい,広島,2020,6,7295,4675449
たい,広島,2020,7,5603,3872429
たい,広島,2020,8,7964,4735751
たい,広島,2020,9,6191,3583057
たい,広島,2020,10,6922,4269681
たい,広島,2020,11,6347,4076309
たい,広島,2020,12,6116,4416551
たい,愛媛,2020,1,7999,9358269
たい,愛媛,2020,2,5647,6547630
たい,愛媛,2020,3,5431,6448401
たい,愛媛,2020,4,4357,5089086
たい,愛媛,2020,5,4615,4843674
たい,愛媛,2020,6,5483,5220294
たい,愛媛,2020,7,6161,5526990
たい,愛媛,2020,8,7407,6747833
たい,愛媛,2020,9,5156,4984689
たい,愛媛,2020,10,6268,6029872
たい,愛媛,2020,11,6148,5690761
たい,愛媛,2020,12,6724,6243982
ちだい,合計,2020,1,230,79270
ちだい,合計,2020,2,95,38588
ちだい,合計,2020,3,403,141019
ちだい,合計,2020,4,774,177402
ちだい,合計,2020,5,1230,277348
ちだい,合計,2020,6,680,189927
ちだい,合計,2020,7,235,70996
ちだい,合計,2020,8,294,90675
ちだい,合計,2020,9,441,109186
ちだい,合計,2020,10,1104,237228
ちだい,合計,2020,11,1058,246144
ちだい,合計,2020,12,630,113982
ちだい,広島,2020,1,230,79270
ちだい,広島,2020,2,95,38588
ちだい,広島,2020,3,403,141019
ちだい,広島,2020,4,774,177402
ちだい,広島,2020,5,1230,277348
ちだい,広島,2020,6,680,189927
ちだい,広島,2020,7,235,70996
ちだい,広島,2020,8,294,90675
ちだい,広島,2020,9,441,109186
ちだい,広島,2020,10,1104,237228
ちだい,広島,2020,11,1058,246144
ちだい,広島,2020,12,630,113982
ちぬ,合計,2020,1,1302,499203
ちぬ,合計,2020,2,1604,597748
ちぬ,合計,2020,3,2098,714066
ちぬ,合計,2020,4,2527,542698
ちぬ,合計,2020,5,3725,678615
ちぬ,合計,2020,6,1607,554906
ちぬ,合計,2020,7,1183,513085
ちぬ,合計,2020,8,1220,535758
ちぬ,合計,2020,9,1446,660295
ちぬ,合計,2020,10,1549,610291
ちぬ,合計,2020,11,2080,827150
ちぬ,合計,2020,12,1365,446507
ちぬ,広島,2020,1,1075,344277
ちぬ,広島,2020,2,1476,513011
ちぬ,広島,2020,3,2019,667954
ちぬ,広島,2020,4,2400,487547
ちぬ,広島,2020,5,3511,565110
ちぬ,広島,2020,6,1248,321857
ちぬ,広島,2020,7,740,240228
ちぬ,広島,2020,8,928,353669
ちぬ,広島,2020,9,846,325516
ちぬ,広島,2020,10,1295,454906
ちぬ,広島,2020,11,1323,434312
ちぬ,広島,2020,12,1272,384947
ちぬ,山口,2020,1,7,788
ちぬ,山口,2020,3,7,864
ちぬ,山口,2020,4,20,1362
ちぬ,山口,2020,5,10,251
ちぬ,愛媛,2020,1,220,154138
ちぬ,愛媛,2020,2,128,84737
ちぬ,愛媛,2020,3,72,45248
ちぬ,愛媛,2020,4,106,53789
ちぬ,愛媛,2020,5,205,113254
ちぬ,愛媛,2020,6,359,233049
ちぬ,愛媛,2020,7,443,272857
ちぬ,愛媛,2020,8,292,182089
ちぬ,愛媛,2020,9,600,334779
ちぬ,愛媛,2020,10,254,155385
ちぬ,愛媛,2020,11,757,392838
ちぬ,愛媛,2020,12,93,61560
れんこ,合計,2020,1,22,12863
れんこ,合計,2020,2,78,10647
れんこ,合計,2020,3,61,33427
れんこ,合計,2020,4,49,22297
れんこ,合計,2020,5,24,17528
れんこ,合計,2020,6,19,9977
れんこ,合計,2020,8,143,58883
れんこ,合計,2020,9,175,76370
れんこ,合計,2020,10,205,101368
れんこ,合計,2020,11,52,30278
れんこ,広島,2020,1,22,12863
れんこ,広島,2020,2,78,10647
れんこ,広島,2020,3,61,33427
れんこ,広島,2020,4,49,22297
れんこ,広島,2020,5,24,17528
れんこ,広島,2020,6,19,9977
れんこ,広島,2020,8,143,58883
れんこ,広島,2020,9,158,72050
れんこ,広島,2020,10,205,101368
れんこ,広島,2020,11,52,30278
れんこ,愛媛,2020,9,17,4320
めんたい,合計,2020,1,1345,1267843
めんたい,合計,2020,2,1351,1311797
めんたい,合計,2020,3,1657,1509105
めんたい,合計,2020,4,1041,831199
めんたい,合計,2020,5,1316,1202908
めんたい,合計,2020,6,1234,1094794
めんたい,合計,2020,7,1514,1432671
めんたい,合計,2020,8,1321,1289624
めんたい,合計,2020,9,1487,1424398
めんたい,合計,2020,10,1726,1669818
めんたい,合計,2020,11,1742,1463494
めんたい,合計,2020,12,1364,1271244
めんたい,広島,2020,1,1315,1240465
めんたい,広島,2020,2,1351,1311797
めんたい,広島,2020,3,1632,1490032
めんたい,広島,2020,4,1041,831199
めんたい,広島,2020,5,1316,1202908
めんたい,広島,2020,6,1234,1094794
めんたい,広島,2020,7,1514,1432671
めんたい,広島,2020,8,1321,1289624
めんたい,広島,2020,9,1487,1424398
めんたい,広島,2020,10,1726,1669818
めんたい,広島,2020,11,1742,1463494
めんたい,広島,2020,12,1348,1258954
めんたい,愛媛,2020,1,31,27378
めんたい,愛媛,2020,3,25,19073
めんたい,愛媛,2020,12,16,12290
すずき,合計,2020,1,1039,350673
すずき,合計,2020,2,461,262985
すずき,合計,2020,3,855,434086
すずき,合計,2020,4,1395,562057
すずき,合計,2020,5,1404,430684
すずき,合計,2020,6,1192,537021
すずき,合計,2020,7,1640,1033360
すずき,合計,2020,8,630,307472
すずき,合計,2020,9,1409,726441
すずき,合計,2020,10,1311,706287
すずき,合計,2020,11,1444,768261
すずき,合計,2020,12,2382,898169
すずき,広島,2020,1,1034,349507
すずき,広島,2020,2,441,257704
すずき,広島,2020,3,850,433190
すずき,広島,2020,4,1388,559606
すずき,広島,2020,5,1403,429993
すずき,広島,2020,6,984,397835
すずき,広島,2020,7,715,364381
すずき,広島,2020,8,630,307472
すずき,広島,2020,9,1409,726441
すずき,広島,2020,10,1117,481760
すずき,広島,2020,11,1019,412844
すずき,広島,2020,12,2233,705756
すずき,山口,2020,1,5,1166
すずき,山口,2020,2,16,2754
すずき,山口,2020,3,5,896
すずき,山口,2020,4,3,637
すずき,愛媛,2020,2,4,2527
すずき,愛媛,2020,4,4,1814
すずき,愛媛,2020,5,1,691
すずき,愛媛,2020,6,209,139186
すずき,愛媛,2020,7,924,668979
すずき,愛媛,2020,10,194,224527
すずき,愛媛,2020,11,425,355417
すずき,愛媛,2020,12,149,192413
ぐち,合計,2020,1,97,38489
ぐち,合計,2020,2,38,8985
ぐち,合計,2020,3,30,23685
ぐち,合計,2020,4,21,13469
ぐち,合計,2020,5,102,37636
ぐち,合計,2020,6,148,99368
ぐち,合計,2020,7,178,198513
ぐち,合計,2020,8,227,292922
ぐち,合計,2020,9,224,373883
ぐち,合計,2020,10,135,259094
ぐち,合計,2020,11,83,206332
ぐち,合計,2020,12,93,236447
ぐち,広島,2020,1,97,38489
ぐち,広島,2020,2,38,8985
ぐち,広島,2020,3,30,23685
ぐち,広島,2020,4,21,13469
ぐち,広島,2020,5,102,37636
ぐち,広島,2020,6,148,99368
ぐち,広島,2020,7,178,198513
ぐち,広島,2020,8,227,292922
ぐち,広島,2020,9,224,373883
ぐち,広島,2020,10,135,259094
ぐち,広島,2020,11,83,206332
ぐち,広島,2020,12,93,236447
はぎ,合計,2020,1,771,654715
はぎ,合計,2020,2,375,336932
はぎ,合計,2020,3,403,400339
はぎ,合計,2020,4,3083,1937630
はぎ,合計,2020,5,3498,1976323
はぎ,合計,2020,6,2027,1234245
はぎ,合計,2020,7,812,633497
はぎ,合計,2020,8,619,542809
はぎ,合計,2020,9,732,701422
はぎ,合計,2020,10,1586,1678760
はぎ,合計,2020,11,2327,2371679
はぎ,合計,2020,12,1805,1758408
はぎ,広島,2020,1,771,654676
はぎ,広島,2020,2,366,325927
はぎ,広島,2020,3,394,397715
はぎ,広島,2020,4,3057,1924281
はぎ,広島,2020,5,3445,1950549
はぎ,広島,2020,6,1874,1133532
はぎ,広島,2020,7,689,524643
はぎ,広島,2020,8,478,381043
はぎ,広島,2020,9,706,685639
はぎ,広島,2020,10,1575,1673025
はぎ,広島,2020,11,2316,2346023
はぎ,広島,2020,12,1799,1753634
はぎ,山口,2020,5,6,1820
はぎ,山口,2020,6,1,194
はぎ,愛媛,2020,1,1,39
はぎ,愛媛,2020,2,9,11005
はぎ,愛媛,2020,3,9,2624
はぎ,愛媛,2020,4,26,13349
はぎ,愛媛,2020,5,46,23954
はぎ,愛媛,2020,6,152,100519
はぎ,愛媛,2020,7,123,108854
はぎ,愛媛,2020,8,142,161766
はぎ,愛媛,2020,9,26,15783
はぎ,愛媛,2020,10,11,5735
はぎ,愛媛,2020,11,11,25656
はぎ,愛媛,2020,12,6,4774
かれい,合計,2020,1,3670,2648234
かれい,合計,2020,2,4681,3219019
かれい,合計,2020,3,3787,3324095
かれい,合計,2020,4,2499,2718733
かれい,合計,2020,5,1180,1533635
かれい,合計,2020,6,759,1287559
かれい,合計,2020,7,1117,1631671
かれい,合計,2020,8,1313,1549697
かれい,合計,2020,9,735,1108558
かれい,合計,2020,10,679,877787
かれい,合計,2020,11,947,1283405
かれい,合計,2020,12,2613,2378804
かれい,合計,2020,4,18,10692
かれい,広島,2020,1,3665,2639767
かれい,広島,2020,2,4669,3213965
かれい,広島,2020,3,3787,3323933
かれい,広島,2020,4,2472,2698720
かれい,広島,2020,5,1151,1499086
かれい,広島,2020,6,757,1286339
かれい,広島,2020,7,1117,1631671
かれい,広島,2020,8,1312,1547838
かれい,広島,2020,9,735,1108234
かれい,広島,2020,10,679,877787
かれい,広島,2020,11,947,1283405
かれい,広島,2020,12,2613,2378804
かれい,山口,2020,2,1,885
かれい,山口,2020,3,1,162
かれい,山口,2020,4,8,9289
かれい,山口,2020,5,28,34452
かれい,山口,2020,6,1,702
かれい,愛媛,2020,1,6,8467
かれい,愛媛,2020,2,11,4169
かれい,愛媛,2020,4,1,32
かれい,愛媛,2020,5,1,97
かれい,愛媛,2020,6,1,518
かれい,愛媛,2020,8,1,1859
