品目,産地,年,月,数量_kg,金額_円
ほご,合計,2024,12,772,819166
ほご,広島,2024,1,719,707502
ほご,広島,2024,2,512,579086
ほご,広島,2024,3,539,633022
ほご,広島,2024,4,1079,1090987
ほご,広島,2024,5,600,711852
ほご,広島,2024,6,449,524749
ほご,広島,2024,7,348,409182
ほご,広島,2024,8,430,557277
ほご,広島,2024,9,318,388793
ほご,広島,2024,10,205,233304
ほご,広島,2024,11,269,350795
ほご,広島,2024,12,772,819166
ほご,愛媛,2024,2,32,41800
ほご,愛媛,2024,3,9,12766
ほご,愛媛,2024,4,13,16232
ほご,愛媛,2024,5,30,39086
ほご,愛媛,2024,6,2,3272
あいなめ,合計,2024,1,15,27903
あいなめ,合計,2024,2,19,29856
あいなめ,合計,2024,3,27,59140
あいなめ,合計,2024,4,66,108651
あいなめ,合計,2024,5,50,77273
あいなめ,合計,2024,6,37,52532
あいなめ,合計,2024,7,40,34657
あいなめ,合計,2024,8,35,33014
あいなめ,合計,2024,9,26,24489
あいなめ,合計,2024,10,14,15424
あいなめ,合計,2024,11,17,24299
あいなめ,合計,2024,12,48,79404
あいなめ,広島,2024,1,15,27903
あいなめ,広島,2024,2,19,29856
あいなめ,広島,2024,3,27,59140
あいなめ,広島,2024,4,66,108651
あいなめ,広島,2024,5,50,77273
あいなめ,広島,2024,6,37,52532
あいなめ,広島,2024,7,40,34657
あいなめ,広島,2024,8,35,33014
あいなめ,広島,2024,9,26,24489
あいなめ,広島,2024,10,14,15424
あいなめ,広島,2024,11,17,24299
あいなめ,広島,2024,12,48,79404
おこぜ,合計,2024,1,60,138925
おこぜ,合計,2024,2,114,288304
おこぜ,合計,2024,3,129,346984
おこぜ,合計,2024,4,339,898984
おこぜ,合計,2024,5,481,1121184
おこぜ,合計,2024,6,402,874900
おこぜ,合計,2024,7,268,637287
おこぜ,合計,2024,8,106,294027
おこぜ,合計,2024,9,164,513846
おこぜ,合計,2024,10,108,547778
おこぜ,合計,2024,11,102,363977
おこぜ,合計,2024,12,49,160587
おこぜ,広島,2024,1,60,138925
おこぜ,広島,2024,2,114,288304
おこぜ,広島,2024,3,129,346984
おこぜ,広島,2024,4,339,898984
おこぜ,広島,2024,5,481,1121184
おこぜ,広島,2024,6,397,867458
おこぜ,広島,2024,7,268,637287
おこぜ,広島,2024,8,106,294027
おこぜ,広島,2024,9,164,513846
おこぜ,広島,2024,10,108,547778
おこぜ,広島,2024,11,102,363977
おこぜ,広島,2024,12,49,160587
おこぜ,愛媛,2024,6,5,7442
こち,合計,2024,1,791,421453
こち,合計,2024,2,1317,735671
こち,合計,2024,3,1082,749357
こち,合計,2024,4,1380,819465
こち,合計,2024,5,255,139747
こち,合計,2024,6,304,196961
こち,合計,2024,7,154,108604
こち,合計,2024,8,229,132812
こち,合計,2024,9,122,58546
こち,合計,2024,10,46,28993
こち,合計,2024,11,47,34347
こち,合計,2024,12,673,384041
こち,広島,2024,1,791,421453
こち,広島,2024,2,1317,735671
こち,広島,2024,3,1082,749357
こち,広島,2024,4,1380,819465
こち,広島,2024,5,255,139747
こち,広島,2024,6,303,196637
こち,広島,2024,7,154,108604
こち,広島,2024,8,229,132812
こち,広島,2024,9,122,58546
こち,広島,2024,10,46,28993
こち,広島,2024,11,47,34347
こち,広島,2024,12,673,384041
こち,山口,2024,6,2,324
たなご,合計,2024,1,3,1144
たなご,合計,2024,2,21,14443
たなご,合計,2024,3,39,27511
たなご,合計,2024,4,82,55865
たなご,合計,2024,5,40,14968
たなご,合計,2024,6,27,11768
たなご,合計,2024,7,64,34256
たなご,合計,2024,8,84,51061
たなご,合計,2024,9,236,157218
たなご,合計,2024,10,73,72329
たなご,合計,2024,11,29,28643
たなご,合計,2024,12,19,12322
たなご,広島,2024,1,3,1144
たなご,広島,2024,2,21,14443
たなご,広島,2024,3,39,27511
たなご,広島,2024,4,82,55865
たなご,広島,2024,5,40,14968
たなご,広島,2024,6,27,11768
たなご,広島,2024,7,64,34256
たなご,広島,2024,8,84,51061
たなご,広島,2024,9,236,157218
たなご,広島,2024,10,73,72329
たなご,広島,2024,11,29,28643
たなご,広島,2024,12,19,12322
べら,合計,2024,1,1,713
べら,合計,2024,3,1,756
べら,合計,2024,4,151,252760
べら,合計,2024,5,321,557137
べら,合計,2024,6,246,448559
べら,合計,2024,7,110,209887
べら,合計,2024,8,40,69003
べら,合計,2024,9,17,31547
べら,合計,2024,10,7,11729
べら,合計,2024,11,30,53431
べら,合計,2024,12,16,33912
べら,広島,2024,1,1,713
べら,広島,2024,3,1,756
べら,広島,2024,4,86,150203
べら,広島,2024,5,169,323275
べら,広島,2024,6,163,310425
べら,広島,2024,7,80,159284
べら,広島,2024,8,40,69003
べら,広島,2024,9,13,24851
べら,広島,2024,10,7,11729
べら,広島,2024,11,29,51606
べら,広島,2024,12,16,33912
べら,山口,2024,4,66,102557
べら,山口,2024,5,152,233862
べら,山口,2024,6,48,76927
べら,山口,2024,7,8,11674
べら,山口,2024,9,4,6696
べら,山口,2024,11,1,1825
べら,愛媛,2024,6,35,61207
べら,愛媛,2024,7,22,38929
むつ,合計,2024,10,4,3240
むつ,広島,2024,10,4,3240
さごし,合計,2024,1,6,6221
さごし,合計,2024,2,42,48860
さごし,合計,2024,3,105,166664
さごし,合計,2024,4,78,112251
さごし,合計,2024,5,68,62458
さごし,合計,2024,6,147,138720
さごし,合計,2024,7,245,294251
さごし,合計,2024,8,24,29106
さごし,合計,2024,9,270,85317
さごし,合計,2024,10,262,200195
さごし,合計,2024,11,307,252286
さごし,合計,2024,12,114,118682
さごし,広島,2024,1,6,6221
さごし,広島,2024,2,42,48860
さごし,広島,2024,3,105,166664
さごし,広島,2024,4,78,112251
さごし,広島,2024,5,68,62458
さごし,広島,2024,6,147,138720
さごし,広島,2024,7,245,294251
さごし,広島,2024,8,24,29106
さごし,広島,2024,9,270,85317
さごし,広島,2024,10,262,200195
さごし,広島,2024,11,268,226192
さごし,広島,2024,12,103,104167
さごし,山口,2024,11,40,26094
さごし,愛媛,2024,12,11,14515
はも,合計,2024,1,388,76088
はも,合計,2024,2,41,10675
はも,合計,2024,3,19,11892
はも,合計,2024,4,223,168541
はも,合計,2024,5,1096,583314
はも,合計,2024,6,1971,1223059
はも,合計,2024,7,2955,1831680
はも,合計,2024,8,4287,2193546
はも,合計,2024,9,2268,1191191
はも,合計,2024,10,2910,1182339
はも,合計,2024,11,4318,1104835
はも,合計,2024,12,2284,540732
はも,広島,2024,1,388,76088
はも,広島,2024,2,41,10675
はも,広島,2024,3,19,11892
はも,広島,2024,4,223,168541
はも,広島,2024,5,1096,583314
はも,広島,2024,6,1971,1223059
はも,広島,2024,7,2955,1831680
はも,広島,2024,8,4287,2193546
はも,広島,2024,9,2268,1191191
はも,広島,2024,10,2910,1182339
はも,広島,2024,11,4318,1104835
はも,広島,2024,12,2284,540732
あなご,合計,2024,1,88,180102
あなご,合計,2024,2,132,218443
あなご,合計,2024,3,215,404324
あなご,合計,2024,4,225,358668
あなご,合計,2024,5,56,133338
あなご,合計,2024,6,33,114685
あなご,合計,2024,7,54,192110
あなご,合計,2024,8,30,95569
あなご,合計,2024,9,78,95965
あなご,合計,2024,10,35,122234
あなご,合計,2024,11,96,214423
あなご,合計,2024,12,337,866839
あなご,広島,2024,1,88,180102
あなご,広島,2024,2,124,202833
あなご,広島,2024,3,215,404324
あなご,広島,2024,4,217,344017
あなご,広島,2024,5,56,133338
あなご,広島,2024,6,33,114685
あなご,広島,2024,7,54,192110
あなご,広島,2024,8,30,95569
あなご,広島,2024,9,78,95965
あなご,広島,2024,10,35,122234
あなご,広島,2024,11,96,214423
あなご,広島,2024,12,337,866839
あなご,福岡,2024,2,8,15610
あなご,福岡,2024,4,8,14651
えい,合計,2024,1,143,26421
えい,合計,2024,2,592,114853
えい,合計,2024,3,588,132914
えい,合計,2024,4,580,122618
えい,合計,2024,5,250,63344
えい,合計,2024,6,303,73042
えい,合計,2024,7,112,34588
えい,合計,2024,8,78,26254
えい,合計,2024,9,81,26604
えい,合計,2024,10,86,20088
えい,合計,2024,11,200,49380
えい,合計,2024,12,576,93397
えい,広島,2024,1,143,26421
えい,広島,2024,2,592,114853
えい,広島,2024,3,588,132914
えい,広島,2024,4,580,122618
えい,広島,2024,5,250,63344
えい,広島,2024,6,303,73042
えい,広島,2024,7,112,34588
えい,広島,2024,8,78,26254
えい,広島,2024,9,81,26604
えい,広島,2024,10,86,20088
えい,広島,2024,11,200,49380
えい,広島,2024,12,576,93397
さけ,合計,2024,1,870,2339929
さけ,合計,2024,2,1103,2880115
さけ,合計,2024,3,1219,3102297
さけ,合計,2024,4,1326,3346561
さけ,合計,2024,5,1199,3076666
さけ,合計,2024,6,1039,2633805
さけ,合計,2024,7,1168,2919618
さけ,合計,2024,8,1413,3550488
さけ,合計,2024,9,1031,2601861
さけ,合計,2024,10,1214,3022005
さけ,合計,2024,11,1237,3019824
さけ,合計,2024,12,1961,5024694
さけ,広島,2024,1,529,1443927
さけ,広島,2024,2,598,1571188
さけ,広島,2024,3,529,1323872
さけ,広島,2024,4,465,1122367
さけ,広島,2024,5,444,1125522
さけ,広島,2024,6,422,1041325
さけ,広島,2024,7,371,862287
さけ,広島,2024,8,736,1800384
さけ,広島,2024,9,522,1287046
さけ,広島,2024,10,761,1855570
さけ,広島,2024,11,788,1865155
さけ,広島,2024,12,1055,2686012
さけ,愛媛,2024,1,341,896002
さけ,愛媛,2024,2,505,1308927
さけ,愛媛,2024,3,690,1778425
さけ,愛媛,2024,4,860,2224194
さけ,愛媛,2024,5,755,1951144
さけ,愛媛,2024,6,617,1592480
さけ,愛媛,2024,7,798,2057331
さけ,愛媛,2024,8,677,1750104
さけ,愛媛,2024,9,509,1314815
さけ,愛媛,2024,10,453,1166435
さけ,愛媛,2024,11,449,1154669
さけ,愛媛,2024,12,906,2338682
ふぐ,合計,2024,1,312,653012
ふぐ,合計,2024,2,343,616509
ふぐ,合計,2024,3,424,557305
ふぐ,合計,2024,4,305,306760
ふぐ,合計,2024,5,100,69944
ふぐ,合計,2024,6,42,24309
ふぐ,合計,2024,7,53,38199
ふぐ,合計,2024,8,15,9082
ふぐ,合計,2024,9,34,31093
ふぐ,合計,2024,10,168,213250
ふぐ,合計,2024,11,293,417645
ふぐ,合計,2024,12,280,592313
ふぐ,広島,2024,1,312,653012
ふぐ,広島,2024,2,343,616509
ふぐ,広島,2024,3,424,557305
ふぐ,広島,2024,4,305,306760
ふぐ,広島,2024,5,100,69944
ふぐ,広島,2024,6,42,24309
ふぐ,広島,2024,7,53,38199
ふぐ,広島,2024,8,15,9082
ふぐ,広島,2024,9,34,31093
ふぐ,広島,2024,10,168,213250
ふぐ,広島,2024,11,293,417645
ふぐ,広島,2024,12,280,592313
いか,合計,2024,1,2756,2804866
いか,合計,2024,2,1238,1782288
いか,合計,2024,3,2055,3601665
いか,合計,2024,4,2755,4505250
いか,合計,2024,5,2887,3273547
いか,合計,2024,6,2156,2331386
いか,合計,2024,7,1557,1858060
いか,合計,2024,8,1966,2173339
いか,合計,2024,9,2209,2453648
いか,合計,2024,10,4821,4235776
いか,合計,2024,11,4532,4077841
いか,合計,2024,12,6324,4890491
いか,広島,2024,1,2756,2804866
いか,広島,2024,2,1189,1718676
いか,広島,2024,3,1623,3000645
いか,広島,2024,4,2239,3802602
いか,広島,2024,5,2522,2914101
いか,広島,2024,6,2112,2281900
いか,広島,2024,7,1557,1858060
いか,広島,2024,8,1966,2173339
いか,広島,2024,9,2209,2453648
いか,広島,2024,10,4821,4235776
いか,広島,2024,11,4494,4037881
いか,広島,2024,12,6306,4866731
いか,山口,2024,4,1,432
いか,山口,2024,5,7,3154
いか,山口,2024,6,2,778
いか,愛媛,2024,2,49,63612
いか,愛媛,2024,4,171,268056
いか,愛媛,2024,5,102,178416
いか,愛媛,2024,6,42,48708
いか,愛媛,2024,11,38,39960
いか,愛媛,2024,12,18,23760
いか,大分,2024,3,432,601020
いか,大分,2024,4,345,434160
いか,大分,2024,5,257,177876
たこ,合計,2024,1,920,2162641
たこ,合計,2024,2,931,2220533
たこ,合計,2024,3,876,2233634
たこ,合計,2024,4,1338,2979047
たこ,合計,2024,5,1418,2994480
たこ,合計,2024,6,2622,5309896
たこ,合計,2024,7,2793,5481367
たこ,合計,2024,8,1501,3444506
たこ,合計,2024,9,1313,2770416
たこ,合計,2024,10,216,544603
たこ,合計,2024,11,557,1504052
たこ,合計,2024,12,1137,3227232
たこ,広島,2024,1,920,2162641
たこ,広島,2024,2,874,2110503
たこ,広島,2024,3,876,2233634
たこ,広島,2024,4,1338,2979047
たこ,広島,2024,5,1287,2736409
たこ,広島,2024,6,2488,5050956
たこ,広島,2024,7,2589,5081345
たこ,広島,2024,8,1372,3187563
たこ,広島,2024,9,1313,2770416
たこ,広島,2024,10,216,544603
たこ,広島,2024,11,557,1504052
たこ,広島,2024,12,1137,3227232
たこ,愛媛,2024,2,57,110030
たこ,愛媛,2024,5,131,258071
たこ,愛媛,2024,6,134,258940
たこ,愛媛,2024,7,204,400022
たこ,愛媛,2024,8,129,256943
かに,合計,2024,1,27,144828
かに,合計,2024,2,47,210964
かに,合計,2024,3,34,185547
かに,合計,2024,4,66,236736
かに,合計,2024,5,21,33783
かに,合計,2024,6,33,62240
かに,合計,2024,7,39,70415
かに,合計,2024,8,73,129892
かに,合計,2024,9,126,202007
かに,合計,2024,10,222,385710
かに,合計,2024,11,43,83700
かに,合計,2024,12,40,255122
かに,広島,2024,1,27,144828
かに,広島,2024,2,47,210964
かに,広島,2024,3,34,185547
かに,広島,2024,4,66,236736
かに,広島,2024,5,21,33783
かに,広島,2024,6,33,62240
かに,広島,2024,7,39,70415
かに,広島,2024,8,73,129892
かに,広島,2024,9,126,202007
かに,広島,2024,10,222,385710
かに,広島,2024,11,43,83700
かに,広島,2024,12,40,255122
うに,合計,2024,1,1,10368
うに,合計,2024,3,1,90180
うに,合計,2024,4,1,36180
うに,合計,2024,5,1,53244
うに,合計,2024,6,1,41796
うに,合計,2024,7,1,31860
うに,合計,2024,8,1,73116
うに,合計,2024,9,2,95040
うに,合計,2024,10,1,66312
うに,合計,2024,11,1,22680
うに,合計,2024,12,1,102600
うに,広島,2024,1,1,10368
うに,広島,2024,3,1,90180
うに,広島,2024,4,1,36180
うに,広島,2024,5,1,53244
うに,広島,2024,6,1,41796
うに,広島,2024,7,1,31860
うに,広島,2024,8,1,73116
うに,広島,2024,9,2,95040
うに,広島,2024,10,1,66312
うに,広島,2024,11,1,22680
うに,広島,2024,12,1,102600
なまこ,合計,2024,1,794,1174662
なまこ,合計,2024,2,577,813282
なまこ,合計,2024,3,399,529012
なまこ,合計,2024,4,15,27540
なまこ,合計,2024,11,4,14072
なまこ,合計,2024,12,1090,2859203
なまこ,広島,2024,1,794,1174662
なまこ,広島,2024,2,577,813282
なまこ,広島,2024,3,399,529012
なまこ,広島,2024,4,15,27540
なまこ,広島,2024,11,4,14072
なまこ,広島,2024,12,1090,2859203
えび,合計,2024,1,209,479259
えび,合計,2024,2,123,315444
えび,合計,2024,3,77,206948
えび,合計,2024,4,106,260412
えび,合計,2024,5,70,156113
えび,合計,2024,6,441,994683
えび,合計,2024,7,2273,4699848
えび,合計,2024,8,2203,4659249
えび,合計,2024,9,892,1938816
えび,合計,2024,10,1222,2764859
えび,合計,2024,11,2117,4597462
えび,合計,2024,12,1062,2700728
えび,広島,2024,1,209,479259
えび,広島,2024,2,123,315444
えび,広島,2024,3,77,206948
えび,広島,2024,4,106,260412
えび,広島,2024,5,70,156113
えび,広島,2024,6,441,994683
えび,広島,2024,7,2273,4699848
えび,広島,2024,8,2203,4659249
えび,広島,2024,9,892,1938816
えび,広島,2024,10,1222,2764859
えび,広島,2024,11,2117,4597462
えび,広島,2024,12,1062,2700728
伊勢えび,合計,2024,4,1,12960
伊勢えび,合計,2024,5,8,56160
伊勢えび,合計,2024,10,8,56970
伊勢えび,合計,2024,11,1,7128
伊勢えび,広島,2024,4,1,12960
伊勢えび,広島,2024,5,4,32400
伊勢えび,広島,2024,10,4,31806
伊勢えび,広島,2024,11,1,7128
伊勢えび,愛媛,2024,5,4,23760
伊勢えび,愛媛,2024,10,4,25164
あさり,合計,2024,2,5,5400
あさり,合計,2024,3,97,126565
あさり,合計,2024,4,110,198288
あさり,合計,2024,5,125,228852
あさり,合計,2024,6,100,183168
あさり,合計,2024,7,117,215180
あさり,合計,2024,8,18,32130
あさり,合計,2024,9,25,48600
あさり,合計,2024,10,60,116640
あさり,合計,2024,11,48,92340
あさり,合計,2024,12,33,63180
あさり,広島,2024,2,5,5400
あさり,広島,2024,3,97,126565
あさり,広島,2024,4,110,198288
あさり,広島,2024,5,125,228852
あさり,広島,2024,6,100,183168
あさり,広島,2024,7,117,215180
あさり,広島,2024,8,18,32130
あさり,広島,2024,9,25,48600
あさり,広島,2024,10,60,116640
あさり,広島,2024,11,48,92340
あさり,広島,2024,12,33,63180
はまぐり,合計,2024,1,4,9482
はまぐり,合計,2024,2,14,31266
はまぐり,合計,2024,3,83,125522
はまぐり,合計,2024,4,6,22491
はまぐり,合計,2024,5,3,8910
はまぐり,合計,2024,6,1,1512
はまぐり,合計,2024,8,1,1620
はまぐり,合計,2024,11,1,756
はまぐり,合計,2024,12,233,340578
はまぐり,三重,2024,3,30,42120
はまぐり,三重,2024,12,64,89154
はまぐり,広島,2024,1,4,9482
はまぐり,広島,2024,2,14,31266
はまぐり,広島,2024,3,53,83402
はまぐり,広島,2024,4,6,22491
はまぐり,広島,2024,5,3,8910
はまぐり,広島,2024,6,1,1512
はまぐり,広島,2024,8,1,1620
はまぐり,広島,2024,11,1,756
はまぐり,広島,2024,12,170,251424
ﾎﾝﾋﾞﾉｽ貝,合計,2024,1,4,5184
ﾎﾝﾋﾞﾉｽ貝,広島,2024,1,4,5184
さざえ,合計,2024,1,1126,1046748
さざえ,合計,2024,2,632,662045
さざえ,合計,2024,3,419,521261
さざえ,合計,2024,4,549,781049
さざえ,合計,2024,5,735,963959
さざえ,合計,2024,6,1174,1321074
さざえ,合計,2024,7,919,984386
さざえ,合計,2024,8,1008,1299874
さざえ,合計,2024,9,1326,1636043
さざえ,合計,2024,10,1509,1563483
さざえ,合計,2024,11,1336,1484043
さざえ,合計,2024,12,2343,2515824
さざえ,広島,2024,1,1110,1038108
さざえ,広島,2024,2,632,662045
さざえ,広島,2024,3,419,521261
さざえ,広島,2024,4,549,781049
さざえ,広島,2024,5,735,963959
さざえ,広島,2024,6,1174,1321074
さざえ,広島,2024,7,912,977992
さざえ,広島,2024,8,1008,1299874
さざえ,広島,2024,9,1326,1636043
さざえ,広島,2024,10,1509,1563483
さざえ,広島,2024,11,1336,1484043
さざえ,広島,2024,12,2343,2515824
さざえ,愛媛,2024,1,16,8640
さざえ,愛媛,2024,7,7,6394
あわび,合計,2024,1,75,513772
あわび,合計,2024,2,56,407484
あわび,合計,2024,3,29,259049
あわび,合計,2024,4,9,82750
あわび,合計,2024,5,5,33750
あわび,合計,2024,6,8,63234
あわび,合計,2024,7,5,37692
あわび,合計,2024,8,6,52326
あわび,合計,2024,9,14,136458
あわび,合計,2024,10,2,12825
あわび,合計,2024,11,25,214326
あわび,合計,2024,12,60,484618
あわび,広島,2024,1,75,513772
あわび,広島,2024,2,56,407484
あわび,広島,2024,3,29,259049
あわび,広島,2024,4,9,82750
あわび,広島,2024,5,5,33750
あわび,広島,2024,6,8,63234
あわび,広島,2024,7,5,37692
あわび,広島,2024,8,6,52326
あわび,広島,2024,9,14,136458
あわび,広島,2024,10,2,12825
あわび,広島,2024,11,25,214326
あわび,広島,2024,12,60,484618
とり貝,合計,2024,2,2,19440
とり貝,合計,2024,3,2,25920
とり貝,合計,2024,4,5,63720
とり貝,合計,2024,5,2,19440
とり貝,合計,2024,6,1,10800
とり貝,合計,2024,8,2,24300
とり貝,合計,2024,9,1,16200
とり貝,合計,2024,10,3,40500
とり貝,広島,2024,2,2,19440
とり貝,広島,2024,3,2,25920
とり貝,広島,2024,4,5,63720
とり貝,広島,2024,5,2,19440
とり貝,広島,2024,6,1,10800
とり貝,広島,2024,8,2,24300
とり貝,広島,2024,9,1,16200
とり貝,広島,2024,10,3,40500
みる貝,合計,2024,1,3,8640
みる貝,合計,2024,2,12,57591
みる貝,合計,2024,3,30,111337
みる貝,合計,2024,4,29,78798
みる貝,合計,2024,5,2,6955
みる貝,合計,2024,6,5,14213
みる貝,合計,2024,10,2,7021
みる貝,合計,2024,11,3,11718
みる貝,合計,2024,12,12,31320
みる貝,広島,2024,1,3,8640
みる貝,広島,2024,2,12,57591
みる貝,広島,2024,3,30,111337
みる貝,広島,2024,4,29,78798
みる貝,広島,2024,5,2,6955
みる貝,広島,2024,6,5,14213
みる貝,広島,2024,10,2,7021
みる貝,広島,2024,11,3,11718
みる貝,広島,2024,12,12,31320
その他貝類,合計,2024,1,546,657057
その他貝類,合計,2024,2,1110,1481399
その他貝類,合計,2024,3,968,1427905
その他貝類,合計,2024,4,997,1347618
その他貝類,合計,2024,5,413,492158
その他貝類,合計,2024,6,431,476809
その他貝類,合計,2024,7,293,373827
その他貝類,合計,2024,8,216,296288
その他貝類,合計,2024,9,165,247459
その他貝類,合計,2024,10,174,292160
その他貝類,合計,2024,11,169,241546
その他貝類,合計,2024,12,342,567936
その他貝類,福井,2024,2,3,10584
その他貝類,福井,2024,4,5,17496
その他貝類,福井,2024,5,3,10368
その他貝類,福井,2024,6,6,20736
その他貝類,福井,2024,7,3,10368
その他貝類,福井,2024,8,6,19764
その他貝類,島根,2024,4,2,3240
その他貝類,島根,2024,5,1,1620
その他貝類,広島,2024,1,546,657057
その他貝類,広島,2024,2,1107,1470815
その他貝類,広島,2024,3,968,1427905
その他貝類,広島,2024,4,990,1326882
その他貝類,広島,2024,5,409,480170
その他貝類,広島,2024,6,425,456073
その他貝類,広島,2024,7,290,363459
その他貝類,広島,2024,8,210,276524
その他貝類,広島,2024,9,165,247459
その他貝類,広島,2024,10,174,292160
その他貝類,広島,2024,11,169,241546
その他貝類,広島,2024,12,342,567936
あゆ,合計,2024,3,10,33156
あゆ,合計,2024,4,13,44712
あゆ,合計,2024,5,8,27000
あゆ,合計,2024,6,21,66960
あゆ,合計,2024,7,18,58320
あゆ,合計,2024,8,11,35424
あゆ,合計,2024,9,1,3240
あゆ,合計,2024,10,24,93096
あゆ,広島,2024,3,10,33156
あゆ,広島,2024,4,13,44712
あゆ,広島,2024,5,8,27000
あゆ,広島,2024,6,21,66960
あゆ,広島,2024,7,18,58320
あゆ,広島,2024,8,11,35424
あゆ,広島,2024,9,1,3240
あゆ,広島,2024,10,24,93096
うなぎ,合計,2024,1,14,92491
うなぎ,合計,2024,2,14,95213
うなぎ,合計,2024,3,16,109122
うなぎ,合計,2024,4,25,165780
うなぎ,合計,2024,5,23,156211
うなぎ,合計,2024,6,34,230472
うなぎ,合計,2024,7,568,4127176
うなぎ,合計,2024,8,118,845436
うなぎ,合計,2024,9,29,204924
うなぎ,合計,2024,10,14,102530
うなぎ,合計,2024,11,16,108863
うなぎ,合計,2024,12,25,171180
うなぎ,広島,2024,1,14,92491
うなぎ,広島,2024,2,14,95213
うなぎ,広島,2024,3,16,109122
うなぎ,広島,2024,4,25,165780
うなぎ,広島,2024,5,23,156211
うなぎ,広島,2024,6,34,230472
うなぎ,広島,2024,7,568,4127176
うなぎ,広島,2024,8,118,845436
うなぎ,広島,2024,9,29,204924
うなぎ,広島,2024,10,14,102530
うなぎ,広島,2024,11,16,108863
うなぎ,広島,2024,12,25,171180
その他淡水魚類,合計,2024,2,1,4277
その他淡水魚類,合計,2024,4,2,7776
その他淡水魚類,合計,2024,12,5,25380
その他淡水魚類,広島,2024,2,1,4277
その他淡水魚類,広島,2024,4,2,7776
その他淡水魚類,広島,2024,12,5,25380
その他鮮魚類,合計,2024,1,695,589492
その他鮮魚類,合計,2024,2,756,711057
その他鮮魚類,合計,2024,3,676,752479
その他鮮魚類,合計,2024,4,980,1145142
その他鮮魚類,合計,2024,5,1350,1520860
その他鮮魚類,合計,2024,6,1648,1801607
その他鮮魚類,合計,2024,7,1643,1682228
その他鮮魚類,合計,2024,8,1461,1363891
その他鮮魚類,合計,2024,9,1529,1879816
その他鮮魚類,合計,2024,10,1943,2310781
その他鮮魚類,合計,2024,11,1743,1695415
その他鮮魚類,合計,2024,12,1092,1004973
その他鮮魚類,広島,2024,1,511,437039
その他鮮魚類,広島,2024,2,534,510155
その他鮮魚類,広島,2024,3,437,567064
その他鮮魚類,広島,2024,4,725,934873
その他鮮魚類,広島,2024,5,1088,1310778
その他鮮魚類,広島,2024,6,1381,1576967
その他鮮魚類,広島,2024,7,1396,1498218
その他鮮魚類,広島,2024,8,1195,1159274
その他鮮魚類,広島,2024,9,1302,1709025
その他鮮魚類,広島,2024,10,1674,2108065
その他鮮魚類,広島,2024,11,1526,1510173
その他鮮魚類,広島,2024,12,864,831179
その他鮮魚類,山口,2024,1,162,111132
その他鮮魚類,山口,2024,2,179,123120
その他鮮魚類,山口,2024,3,203,134136
その他鮮魚類,山口,2024,4,225,152931
その他鮮魚類,山口,2024,5,232,153576
その他鮮魚類,山口,2024,6,228,149342
その他鮮魚類,山口,2024,7,222,145778
その他鮮魚類,山口,2024,8,239,155520
その他鮮魚類,山口,2024,9,208,134762
その他鮮魚類,山口,2024,10,235,141242
その他鮮魚類,山口,2024,11,179,114696
その他鮮魚類,山口,2024,12,205,120528
その他鮮魚類,愛媛,2024,3,14,4666
その他鮮魚類,愛媛,2024,4,1,346
その他鮮魚類,愛媛,2024,5,2,648
その他鮮魚類,愛媛,2024,7,3,842
その他鮮魚類,熊本,2024,1,22,41321
その他鮮魚類,熊本,2024,2,43,77782
その他鮮魚類,熊本,2024,3,22,46613
その他鮮魚類,熊本,2024,4,30,56992
その他鮮魚類,熊本,2024,5,28,55858
その他鮮魚類,熊本,2024,6,39,75298
その他鮮魚類,熊本,2024,7,21,37390
その他鮮魚類,熊本,2024,8,27,49097
その他鮮魚類,熊本,2024,9,20,36029
その他鮮魚類,熊本,2024,10,34,61474
その他鮮魚類,熊本,2024,11,38,70546
その他鮮魚類,熊本,2024,12,24,53266
かき,合計,2024,1,670,1718112
かき,合計,2024,2,784,1923233
かき,合計,2024,3,568,1367751
かき,合計,2024,4,233,501141
かき,合計,2024,5,94,160866
かき,合計,2024,7,2,3240
かき,合計,2024,10,125,324205
かき,合計,2024,11,514,1362245
かき,合計,2024,12,1710,4628803
かき,広島,2024,1,670,1718112
かき,広島,2024,2,784,1923233
かき,広島,2024,3,568,1367751
かき,広島,2024,4,233,501141
かき,広島,2024,5,94,160866
かき,広島,2024,7,2,3240
かき,広島,2024,10,125,324205
かき,広島,2024,11,514,1362245
かき,広島,2024,12,1710,4628803
