品目,産地,年,月,数量_kg,金額_円
いわし,合計,2025,7,395,252430
いわし,合計,2025,8,249,167202
いわし,合計,2025,9,537,368388
いわし,合計,2025,10,819,525857
いわし,合計,2025,11,352,157302
いわし,合計,2025,12,40,17712
いわし,島根,2025,2,50,19440
いわし,広島,2025,1,320,165510
いわし,広島,2025,2,731,379296
いわし,広島,2025,3,560,265572
いわし,広島,2025,4,428,209520
いわし,広島,2025,5,735,392187
いわし,広島,2025,6,554,272074
いわし,広島,2025,7,395,252430
いわし,広島,2025,8,249,167202
いわし,広島,2025,9,537,368388
いわし,広島,2025,10,819,525857
いわし,広島,2025,11,352,157302
いわし,広島,2025,12,40,17712
こいわし,合計,2025,1,446,228096
こいわし,合計,2025,2,4156,1475172
こいわし,合計,2025,3,4506,1938303
こいわし,合計,2025,4,756,320695
こいわし,合計,2025,5,1221,604063
こいわし,合計,2025,6,6563,2801627
こいわし,合計,2025,7,879,556490
こいわし,合計,2025,8,1135,569575
こいわし,合計,2025,9,657,248314
こいわし,合計,2025,10,199,65843
こいわし,合計,2025,11,611,215190
こいわし,合計,2025,12,414,156816
こいわし,広島,2025,1,446,228096
こいわし,広島,2025,2,4156,1475172
こいわし,広島,2025,3,4506,1938303
こいわし,広島,2025,4,756,320695
こいわし,広島,2025,5,1221,604063
こいわし,広島,2025,6,6563,2801627
こいわし,広島,2025,7,879,556490
こいわし,広島,2025,8,1135,569575
こいわし,広島,2025,9,657,248314
こいわし,広島,2025,10,199,65843
こいわし,広島,2025,11,611,215190
こいわし,広島,2025,12,414,156816
さより,合計,2025,1,1422,1690503
さより,合計,2025,2,1102,1623450
さより,合計,2025,3,1644,2471915
さより,合計,2025,4,1214,1879095
さより,合計,2025,5,654,905809
さより,合計,2025,6,37,60918
さより,合計,2025,7,4,5400
さより,合計,2025,9,19,46755
さより,合計,2025,10,283,357245
さより,合計,2025,11,55,112123
さより,合計,2025,12,225,333150
さより,合計,2025,4,30,39655
さより,合計,2025,5,345,430919
さより,合計,2025,10,100,173283
さより,広島,2025,1,1422,1690503
さより,広島,2025,2,1102,1623450
さより,広島,2025,3,1644,2471915
さより,広島,2025,4,1184,1839440
さより,広島,2025,5,309,474890
さより,広島,2025,6,37,60918
さより,広島,2025,7,4,5400
さより,広島,2025,9,19,46755
さより,広島,2025,10,183,183962
さより,広島,2025,11,55,112123
さより,広島,2025,12,225,333150
このしろ,合計,2025,1,1677,302831
このしろ,合計,2025,2,404,78895
このしろ,合計,2025,3,114,29078
このしろ,合計,2025,4,800,168271
このしろ,合計,2025,5,236,51406
このしろ,合計,2025,6,302,66337
このしろ,合計,2025,7,18,2899
このしろ,合計,2025,8,21,4509
このしろ,合計,2025,9,954,204709
このしろ,合計,2025,10,829,169616
このしろ,合計,2025,11,1452,283824
このしろ,合計,2025,12,1006,208104
このしろ,広島,2025,1,1677,302831
このしろ,広島,2025,2,404,78895
このしろ,広島,2025,3,114,29078
このしろ,広島,2025,4,800,168271
このしろ,広島,2025,5,236,51406
このしろ,広島,2025,6,302,66337
このしろ,広島,2025,7,18,2899
このしろ,広島,2025,8,21,4509
このしろ,広島,2025,9,954,204709
このしろ,広島,2025,10,829,169616
このしろ,広島,2025,11,1452,283824
このしろ,広島,2025,12,1006,208104
さわら,合計,2025,1,310,475422
さわら,合計,2025,2,410,647591
さわら,合計,2025,3,399,696969
さわら,合計,2025,4,1439,2128608
さわら,合計,2025,5,2600,2521083
さわら,合計,2025,6,4371,4086792
さわら,合計,2025,7,504,607344
さわら,合計,2025,8,247,407089
さわら,合計,2025,9,712,1003267
さわら,合計,2025,10,1207,1570186
さわら,合計,2025,11,1213,1348311
さわら,合計,2025,12,370,793621
さわら,広島,2025,1,264,430861
さわら,広島,2025,2,292,518370
さわら,広島,2025,3,365,653228
さわら,広島,2025,4,1252,1838335
さわら,広島,2025,5,2600,2521083
さわら,広島,2025,6,4371,4086792
さわら,広島,2025,7,504,607344
さわら,広島,2025,8,247,407089
さわら,広島,2025,9,712,1003267
さわら,広島,2025,10,1188,1546016
さわら,広島,2025,11,1153,1271525
さわら,広島,2025,12,347,760151
さわら,山口,2025,10,19,24170
さわら,山口,2025,11,60,76786
さわら,山口,2025,12,23,33470
さわら,愛媛,2025,1,46,44561
さわら,愛媛,2025,2,118,129221
さわら,愛媛,2025,3,34,43741
さわら,愛媛,2025,4,178,276935
さわら,大分,2025,4,10,13338
ヤズ,合計,2025,1,563,252434
ヤズ,合計,2025,2,321,178860
ヤズ,合計,2025,3,236,145154
ヤズ,合計,2025,4,535,247951
ヤズ,合計,2025,5,1162,297438
ヤズ,合計,2025,6,447,133463
ヤズ,合計,2025,7,226,83327
ヤズ,合計,2025,8,145,65241
ヤズ,合計,2025,9,328,127995
ヤズ,合計,2025,10,403,169615
ヤズ,合計,2025,11,719,282033
ヤズ,合計,2025,12,385,169850
ヤズ,島根,2025,11,135,40176
ヤズ,広島,2025,1,319,128817
ヤズ,広島,2025,2,124,52596
ヤズ,広島,2025,3,78,42228
ヤズ,広島,2025,4,227,65022
ヤズ,広島,2025,5,956,207566
ヤズ,広島,2025,6,407,111970
ヤズ,広島,2025,7,182,61836
ヤズ,広島,2025,8,93,37800
ヤズ,広島,2025,9,262,97166
ヤズ,広島,2025,10,177,64725
ヤズ,広島,2025,11,357,137548
ヤズ,広島,2025,12,296,124351
ヤズ,愛媛,2025,1,244,123617
ヤズ,愛媛,2025,2,198,126264
ヤズ,愛媛,2025,3,158,102926
ヤズ,愛媛,2025,4,307,182929
ヤズ,愛媛,2025,5,206,89872
ヤズ,愛媛,2025,6,40,21493
ヤズ,愛媛,2025,7,44,21491
ヤズ,愛媛,2025,8,52,27441
ヤズ,愛媛,2025,9,66,30829
ヤズ,愛媛,2025,10,226,104890
ヤズ,愛媛,2025,11,227,104309
ヤズ,愛媛,2025,12,89,45499
はまち,合計,2025,1,5610,7916449
はまち,合計,2025,2,4336,6317048
はまち,合計,2025,3,5492,7774821
はまち,合計,2025,4,4763,6421787
はまち,合計,2025,5,4705,6420218
はまち,合計,2025,6,4180,5963869
はまち,合計,2025,7,3871,5392805
はまち,合計,2025,8,5698,8164901
はまち,合計,2025,9,5102,7227930
はまち,合計,2025,10,5996,7932134
はまち,合計,2025,11,5959,8503721
はまち,合計,2025,12,5867,9044995
はまち,広島,2025,1,536,526948
はまち,広島,2025,2,414,664141
はまち,広島,2025,3,546,519423
はまち,広島,2025,4,614,269430
はまち,広島,2025,5,659,258127
はまち,広島,2025,6,567,418292
はまち,広島,2025,7,726,712546
はまち,広島,2025,8,701,573205
はまち,広島,2025,9,635,397257
はまち,広島,2025,10,1196,624559
はまち,広島,2025,11,815,578964
はまち,広島,2025,12,352,454249
はまち,愛媛,2025,1,5075,7389501
はまち,愛媛,2025,2,3923,5652907
はまち,愛媛,2025,3,4946,7255398
はまち,愛媛,2025,4,4149,6152357
はまち,愛媛,2025,5,4046,6162091
はまち,愛媛,2025,6,3613,5545577
はまち,愛媛,2025,7,3144,4680259
はまち,愛媛,2025,8,4997,7591696
はまち,愛媛,2025,9,4468,6830673
はまち,愛媛,2025,10,4800,7307575
はまち,愛媛,2025,11,5144,7924757
はまち,愛媛,2025,12,5514,8590746
ぶり,合計,2025,1,3203,4412196
ぶり,合計,2025,2,2526,3501971
ぶり,合計,2025,3,1686,2540607
ぶり,合計,2025,4,1252,1421497
ぶり,合計,2025,5,586,1004941
ぶり,合計,2025,6,719,1194961
ぶり,合計,2025,7,530,974060
ぶり,合計,2025,8,553,1036432
ぶり,合計,2025,9,686,1181800
ぶり,合計,2025,10,919,1595686
ぶり,合計,2025,11,1063,1592397
ぶり,合計,2025,12,7793,12145047
ぶり,東京,2025,1,2329,3637646
ぶり,東京,2025,2,1905,2936464
ぶり,東京,2025,3,1217,2108037
ぶり,東京,2025,4,512,1046698
ぶり,東京,2025,5,422,869679
ぶり,東京,2025,6,486,1002178
ぶり,東京,2025,7,301,620299
ぶり,東京,2025,8,439,905521
ぶり,東京,2025,9,380,784982
ぶり,東京,2025,10,387,800567
ぶり,東京,2025,11,522,1079009
ぶり,東京,2025,12,2000,3623220
ぶり,広島,2025,1,873,774550
ぶり,広島,2025,2,621,565507
ぶり,広島,2025,3,469,432570
ぶり,広島,2025,4,739,374799
ぶり,広島,2025,5,164,135262
ぶり,広島,2025,6,233,192783
ぶり,広島,2025,7,228,353761
ぶり,広島,2025,8,114,130911
ぶり,広島,2025,9,306,396818
ぶり,広島,2025,10,532,795119
ぶり,広島,2025,11,541,513388
ぶり,広島,2025,12,5794,8521827
まなかつお,合計,2025,1,112,282601
まなかつお,合計,2025,2,602,1158256
まなかつお,合計,2025,3,650,1087661
まなかつお,合計,2025,4,193,308888
まなかつお,合計,2025,5,42,74909
まなかつお,合計,2025,6,104,204535
まなかつお,合計,2025,7,142,262976
まなかつお,合計,2025,8,159,218710
まなかつお,合計,2025,9,419,641574
まなかつお,合計,2025,10,300,456297
まなかつお,合計,2025,11,222,411106
まなかつお,合計,2025,12,90,301768
まなかつお,広島,2025,1,112,282169
まなかつお,広島,2025,2,602,1158256
まなかつお,広島,2025,3,609,1030604
まなかつお,広島,2025,4,193,308564
まなかつお,広島,2025,5,42,74909
まなかつお,広島,2025,6,104,204535
まなかつお,広島,2025,7,142,262976
まなかつお,広島,2025,8,159,218710
まなかつお,広島,2025,9,419,641574
まなかつお,広島,2025,10,296,453705
まなかつお,広島,2025,11,222,411106
まなかつお,広島,2025,12,90,301768
まなかつお,愛媛,2025,1,1,432
まなかつお,愛媛,2025,3,40,57057
まなかつお,愛媛,2025,4,1,324
まなかつお,愛媛,2025,10,4,2592
かつお,合計,2025,1,297,270984
かつお,合計,2025,2,286,249206
かつお,合計,2025,3,516,404251
かつお,合計,2025,4,572,411949
かつお,合計,2025,5,697,477614
かつお,合計,2025,6,695,442947
かつお,合計,2025,7,649,406273
かつお,合計,2025,8,775,531638
かつお,合計,2025,9,839,631658
かつお,合計,2025,10,895,746107
かつお,合計,2025,11,692,575697
かつお,合計,2025,12,392,366926
かつお,東京,2025,11,6,9641
かつお,広島,2025,1,297,270984
かつお,広島,2025,2,286,249206
かつお,広島,2025,3,516,404251
かつお,広島,2025,4,572,411949
かつお,広島,2025,5,697,477614
かつお,広島,2025,6,695,442947
かつお,広島,2025,7,649,406273
かつお,広島,2025,8,775,531638
かつお,広島,2025,9,839,631658
かつお,広島,2025,10,895,746107
かつお,広島,2025,11,686,566056
かつお,広島,2025,12,392,366926
かじき,合計,2025,1,26,42800
かじき,合計,2025,2,22,36207
かじき,合計,2025,3,31,50350
かじき,合計,2025,4,20,32400
かじき,合計,2025,5,19,31104
かじき,合計,2025,6,20,32822
かじき,合計,2025,7,23,37131
かじき,合計,2025,8,23,36450
かじき,合計,2025,9,89,197679
かじき,合計,2025,10,20,34364
かじき,合計,2025,11,24,39377
かじき,合計,2025,12,79,184804
かじき,広島,2025,1,26,42800
かじき,広島,2025,2,22,36207
かじき,広島,2025,3,31,50350
かじき,広島,2025,4,20,32400
かじき,広島,2025,5,19,31104
かじき,広島,2025,6,20,32822
かじき,広島,2025,7,23,37131
かじき,広島,2025,8,23,36450
かじき,広島,2025,9,89,197679
かじき,広島,2025,10,20,34364
かじき,広島,2025,11,24,39377
かじき,広島,2025,12,79,184804
まぐろ,合計,2025,1,49,84155
まぐろ,合計,2025,2,62,111998
まぐろ,合計,2025,3,33,77355
まぐろ,合計,2025,4,30,73375
まぐろ,合計,2025,5,26,41286
まぐろ,合計,2025,6,13,33102
まぐろ,合計,2025,7,48,55725
まぐろ,合計,2025,8,32,68302
まぐろ,合計,2025,9,32,71014
まぐろ,合計,2025,10,85,57122
まぐろ,合計,2025,11,54,87174
まぐろ,合計,2025,12,25,30556
まぐろ,広島,2025,1,43,67955
まぐろ,広島,2025,2,54,90408
まぐろ,広島,2025,3,24,51165
まぐろ,広島,2025,4,22,50155
まぐろ,広島,2025,5,16,15366
まぐろ,広島,2025,6,1,2052
まぐろ,広島,2025,7,35,23228
まぐろ,広島,2025,8,19,31150
まぐろ,広島,2025,9,20,39802
まぐろ,広島,2025,10,20,30392
まぐろ,広島,2025,11,49,70974
まぐろ,広島,2025,12,25,30556
まぐろ,福岡,2025,1,6,16200
まぐろ,福岡,2025,2,8,21590
まぐろ,福岡,2025,3,9,26190
まぐろ,福岡,2025,4,9,23220
まぐろ,福岡,2025,5,10,25920
まぐろ,福岡,2025,6,12,31050
まぐろ,福岡,2025,7,12,32497
まぐろ,福岡,2025,8,14,37152
まぐろ,福岡,2025,9,12,31212
まぐろ,福岡,2025,10,65,26730
まぐろ,福岡,2025,11,5,16200
いさき,合計,2025,1,212,226821
いさき,合計,2025,2,184,202890
いさき,合計,2025,3,307,334468
いさき,合計,2025,4,220,229039
いさき,合計,2025,5,259,269499
いさき,合計,2025,6,675,712713
いさき,合計,2025,7,356,365896
いさき,合計,2025,8,482,573654
いさき,合計,2025,9,524,639546
いさき,合計,2025,10,511,540191
いさき,合計,2025,11,495,445484
いさき,合計,2025,12,279,260541
いさき,広島,2025,1,10,6810
いさき,広島,2025,2,2,324
いさき,広島,2025,3,30,25359
いさき,広島,2025,4,5,5028
いさき,広島,2025,5,127,116455
いさき,広島,2025,6,218,200274
いさき,広島,2025,7,53,47536
いさき,広島,2025,8,91,126952
いさき,広島,2025,9,69,66707
いさき,広島,2025,10,81,72005
いさき,広島,2025,11,127,76341
いさき,広島,2025,12,63,48853
いさき,山口,2025,8,1,842
いさき,愛媛,2025,1,202,220011
いさき,愛媛,2025,2,182,202566
いさき,愛媛,2025,3,277,309109
いさき,愛媛,2025,4,215,224011
いさき,愛媛,2025,5,132,153044
いさき,愛媛,2025,6,457,512439
いさき,愛媛,2025,7,303,318360
いさき,愛媛,2025,8,389,445860
いさき,愛媛,2025,9,455,572839
いさき,愛媛,2025,10,430,468186
いさき,愛媛,2025,11,368,369143
いさき,愛媛,2025,12,216,211688
たちうお,合計,2025,1,1016,1037367
たちうお,合計,2025,2,613,856880
たちうお,合計,2025,3,1933,2121165
たちうお,合計,2025,4,853,999147
たちうお,合計,2025,5,1122,1954319
たちうお,合計,2025,6,1093,1659727
たちうお,合計,2025,7,755,1064046
たちうお,合計,2025,8,1054,853936
たちうお,合計,2025,9,2384,1210197
たちうお,合計,2025,10,1463,1003978
たちうお,合計,2025,11,2136,1428357
たちうお,合計,2025,12,712,846411
たちうお,広島,2025,1,1016,1037367
たちうお,広島,2025,2,613,856880
たちうお,広島,2025,3,1933,2121165
たちうお,広島,2025,4,755,858985
たちうお,広島,2025,5,1122,1954319
たちうお,広島,2025,6,1093,1659727
たちうお,広島,2025,7,755,1064046
たちうお,広島,2025,8,1054,853936
たちうお,広島,2025,9,2384,1210197
たちうお,広島,2025,10,1374,961804
たちうお,広島,2025,11,2085,1408010
たちうお,広島,2025,12,712,846411
たちうお,大分,2025,4,98,140162
たちうお,大分,2025,10,89,42174
たちうお,大分,2025,11,50,20347
ぼら,合計,2025,1,116,32146
ぼら,合計,2025,2,597,147917
ぼら,合計,2025,3,932,208662
ぼら,合計,2025,4,917,158573
ぼら,合計,2025,5,355,47221
ぼら,合計,2025,6,143,21299
ぼら,合計,2025,7,40,8236
ぼら,合計,2025,8,88,18172
ぼら,合計,2025,9,136,32850
ぼら,合計,2025,10,306,63332
ぼら,合計,2025,11,1131,196833
ぼら,合計,2025,12,228,44476
ぼら,広島,2025,1,109,30677
ぼら,広島,2025,2,588,144201
ぼら,広島,2025,3,899,197147
ぼら,広島,2025,4,900,154221
ぼら,広島,2025,5,343,44937
ぼら,広島,2025,6,143,21299
ぼら,広島,2025,7,40,8236
ぼら,広島,2025,8,88,18172
ぼら,広島,2025,9,81,17461
ぼら,広島,2025,10,296,58612
ぼら,広島,2025,11,1131,196833
ぼら,広島,2025,12,221,42273
ぼら,愛媛,2025,1,7,1469
ぼら,愛媛,2025,2,9,3716
ぼら,愛媛,2025,3,33,11515
ぼら,愛媛,2025,4,17,4352
ぼら,愛媛,2025,5,13,2284
ぼら,愛媛,2025,9,54,15389
ぼら,愛媛,2025,10,10,4720
ぼら,愛媛,2025,12,7,2203
たい,合計,2025,1,10824,12524021
たい,合計,2025,2,8581,9267900
たい,合計,2025,3,10751,11814595
たい,合計,2025,4,13922,12652399
たい,合計,2025,5,14778,12202443
たい,合計,2025,6,10145,9179662
たい,合計,2025,7,7784,7460615
たい,合計,2025,8,11339,12378792
たい,合計,2025,9,10660,10262533
たい,合計,2025,10,11104,12621500
たい,合計,2025,11,11467,12721605
たい,合計,2025,12,11392,15222443
たい,広島,2025,1,2641,2134351
たい,広島,2025,2,3277,2515531
たい,広島,2025,3,4006,3182034
たい,広島,2025,4,8238,5315888
たい,広島,2025,5,9180,4829989
たい,広島,2025,6,5656,3053549
たい,広島,2025,7,3783,1945096
たい,広島,2025,8,4512,2780968
たい,広島,2025,9,5616,3129629
たい,広島,2025,10,5715,5028420
たい,広島,2025,11,6023,4995089
たい,広島,2025,12,4496,5438397
たい,山口,2025,1,7,5325
たい,山口,2025,3,5,2808
たい,山口,2025,5,9,2819
たい,山口,2025,6,2,389
たい,山口,2025,8,15,5141
たい,山口,2025,9,2,194
たい,山口,2025,10,11,4364
たい,山口,2025,12,2,745
たい,愛媛,2025,1,8176,10384345
たい,愛媛,2025,2,5304,6752369
たい,愛媛,2025,3,6740,8629753
たい,愛媛,2025,4,5684,7336511
たい,愛媛,2025,5,5589,7369635
たい,愛媛,2025,6,4488,6125724
たい,愛媛,2025,7,4002,5515519
たい,愛媛,2025,8,6812,9592683
たい,愛媛,2025,9,5042,7132710
たい,愛媛,2025,10,5379,7588716
たい,愛媛,2025,11,5445,7726516
たい,愛媛,2025,12,6893,9783301
ちだい,合計,2025,1,231,83691
ちだい,合計,2025,2,491,161350
ちだい,合計,2025,3,768,327291
ちだい,合計,2025,4,1676,571912
ちだい,合計,2025,5,1017,305695
ちだい,合計,2025,6,726,240674
ちだい,合計,2025,7,464,130986
ちだい,合計,2025,8,602,178690
ちだい,合計,2025,9,1358,313691
ちだい,合計,2025,10,2355,481896
ちだい,合計,2025,11,2999,569616
ちだい,合計,2025,12,735,218417
ちだい,広島,2025,1,231,83691
ちだい,広島,2025,2,491,161350
ちだい,広島,2025,3,768,327291
ちだい,広島,2025,4,1674,571394
ちだい,広島,2025,5,1017,305695
ちだい,広島,2025,6,726,240674
ちだい,広島,2025,7,464,130986
ちだい,広島,2025,8,602,178690
ちだい,広島,2025,9,1358,313691
ちだい,広島,2025,10,2355,481896
ちだい,広島,2025,11,2999,569616
ちだい,広島,2025,12,735,218417
ちだい,愛媛,2025,4,2,518
ちぬ,合計,2025,1,1677,735033
ちぬ,合計,2025,2,2034,792670
ちぬ,合計,2025,3,2500,1070103
ちぬ,合計,2025,4,3588,1169035
ちぬ,合計,2025,5,4381,1197802
ちぬ,合計,2025,6,2685,777687
ちぬ,合計,2025,7,1300,623046
ちぬ,合計,2025,8,1412,683352
ちぬ,合計,2025,9,2138,940225
ちぬ,合計,2025,10,2800,1197872
ちぬ,合計,2025,11,2230,793850
ちぬ,合計,2025,12,2017,812806
ちぬ,広島,2025,1,1482,581937
ちぬ,広島,2025,2,1914,702848
ちぬ,広島,2025,3,2337,937777
ちぬ,広島,2025,4,3469,1080815
ちぬ,広島,2025,5,3912,856944
ちぬ,広島,2025,6,2355,524036
ちぬ,広島,2025,7,901,310915
ちぬ,広島,2025,8,1277,572869
ちぬ,広島,2025,9,1707,634235
ちぬ,広島,2025,10,2177,764135
ちぬ,広島,2025,11,2163,748555
ちぬ,広島,2025,12,1902,722831
ちぬ,山口,2025,1,2,216
ちぬ,山口,2025,2,2,373
ちぬ,山口,2025,3,1,140
ちぬ,山口,2025,4,14,1610
ちぬ,山口,2025,9,3,335
ちぬ,山口,2025,11,1,97
ちぬ,愛媛,2025,1,193,152880
ちぬ,愛媛,2025,2,118,89449
ちぬ,愛媛,2025,3,162,132186
ちぬ,愛媛,2025,4,104,86610
ちぬ,愛媛,2025,5,469,340858
ちぬ,愛媛,2025,6,330,253651
ちぬ,愛媛,2025,7,399,312131
ちぬ,愛媛,2025,8,135,110483
ちぬ,愛媛,2025,9,428,305655
ちぬ,愛媛,2025,10,623,433737
ちぬ,愛媛,2025,11,66,45198
ちぬ,愛媛,2025,12,114,89975
れんこ,合計,2025,1,25,22344
れんこ,合計,2025,2,19,17807
れんこ,合計,2025,3,154,152157
れんこ,合計,2025,4,99,71362
れんこ,合計,2025,5,16,9758
れんこ,合計,2025,8,218,118640
れんこ,合計,2025,10,3,2668
れんこ,合計,2025,11,17,18004
れんこ,合計,2025,12,32,25851
れんこ,広島,2025,1,25,22344
れんこ,広島,2025,2,19,17807
れんこ,広島,2025,3,154,152157
れんこ,広島,2025,4,99,71362
れんこ,広島,2025,5,16,9758
れんこ,広島,2025,8,218,118640
れんこ,広島,2025,10,3,2668
れんこ,広島,2025,11,17,18004
れんこ,広島,2025,12,32,25851
めんたい,合計,2025,1,2316,2168649
めんたい,合計,2025,2,1967,1850307
めんたい,合計,2025,3,1979,1720998
めんたい,合計,2025,4,2168,1979492
めんたい,合計,2025,5,1632,1308935
めんたい,合計,2025,6,1350,806118
めんたい,合計,2025,7,1221,914392
めんたい,合計,2025,8,1556,1276643
めんたい,合計,2025,9,2599,2235901
めんたい,合計,2025,10,2817,2582608
めんたい,合計,2025,11,2005,1982299
めんたい,合計,2025,12,2419,2426201
めんたい,広島,2025,1,1984,1860800
めんたい,広島,2025,2,1913,1797609
めんたい,広島,2025,3,1949,1686552
めんたい,広島,2025,4,2123,1928014
めんたい,広島,2025,5,1572,1238136
めんたい,広島,2025,6,1350,806118
めんたい,広島,2025,7,1221,914392
めんたい,広島,2025,8,1556,1276643
めんたい,広島,2025,9,2590,2227391
めんたい,広島,2025,10,2817,2582608
めんたい,広島,2025,11,1995,1973325
めんたい,広島,2025,12,2353,2367130
めんたい,愛媛,2025,1,331,307849
めんたい,愛媛,2025,2,53,52698
めんたい,愛媛,2025,3,31,34446
めんたい,愛媛,2025,4,44,51478
めんたい,愛媛,2025,5,59,70799
めんたい,愛媛,2025,9,8,8510
めんたい,愛媛,2025,11,10,8974
めんたい,愛媛,2025,12,67,59071
すずき,合計,2025,1,411,201564
すずき,合計,2025,2,551,323703
すずき,合計,2025,3,979,591123
すずき,合計,2025,4,1657,851051
すずき,合計,2025,5,1135,591169
すずき,合計,2025,6,575,404916
すずき,合計,2025,7,317,242887
すずき,合計,2025,8,502,437877
すずき,合計,2025,9,994,657596
すずき,合計,2025,10,1405,880841
すずき,合計,2025,11,2163,956098
すずき,合計,2025,12,2593,977463
すずき,広島,2025,1,410,201305
すずき,広島,2025,2,477,282404
すずき,広島,2025,3,977,590605
すずき,広島,2025,4,1652,848222
すずき,広島,2025,5,1117,567625
すずき,広島,2025,6,551,371258
すずき,広島,2025,7,317,242887
すずき,広島,2025,8,502,437877
すずき,広島,2025,9,973,623900
すずき,広島,2025,10,1405,880841
すずき,広島,2025,11,2163,956098
すずき,広島,2025,12,2593,977463
すずき,山口,2025,3,2,518
すずき,山口,2025,4,3,1209
すずき,愛媛,2025,1,1,259
すずき,愛媛,2025,2,7,2397
すずき,愛媛,2025,4,2,1620
すずき,愛媛,2025,5,18,23544
すずき,愛媛,2025,6,24,33658
すずき,愛媛,2025,9,21,33696
すずき,大分,2025,2,67,38902
ぐち,合計,2025,1,183,145252
ぐち,合計,2025,2,250,208745
ぐち,合計,2025,3,128,165401
ぐち,合計,2025,4,129,121531
ぐち,合計,2025,5,210,122252
ぐち,合計,2025,6,429,188898
ぐち,合計,2025,7,262,194616
ぐち,合計,2025,8,283,269733
ぐち,合計,2025,9,257,170817
ぐち,合計,2025,10,262,147624
ぐち,合計,2025,11,177,128530
ぐち,合計,2025,12,156,38608
ぐち,広島,2025,1,183,145252
ぐち,広島,2025,2,250,208745
ぐち,広島,2025,3,104,79754
ぐち,広島,2025,4,120,96295
ぐち,広島,2025,5,210,122252
ぐち,広島,2025,6,429,188898
ぐち,広島,2025,7,262,194616
ぐち,広島,2025,8,274,238963
ぐち,広島,2025,9,257,170817
ぐち,広島,2025,10,262,147624
ぐち,広島,2025,11,177,128530
ぐち,広島,2025,12,156,38608
はぎ,合計,2025,1,821,587837
はぎ,合計,2025,2,950,626627
はぎ,合計,2025,3,421,293245
