品目,産地,年,月,数量_kg,金額_円
さわら,広島,2021,6,2624,2048175
さわら,広島,2021,7,1104,1092125
さわら,広島,2021,8,211,245063
さわら,広島,2021,9,1438,1466230
さわら,広島,2021,10,3698,3820495
さわら,広島,2021,11,2169,2442166
さわら,広島,2021,12,497,750058
さわら,愛媛,2021,1,30,40830
さわら,愛媛,2021,2,79,132553
さわら,愛媛,2021,3,82,126275
さわら,愛媛,2021,4,82,122054
ヤズ,合計,2021,1,182,63666
ヤズ,合計,2021,2,64,32325
ヤズ,合計,2021,3,205,85097
ヤズ,合計,2021,4,186,69813
ヤズ,合計,2021,5,150,50232
ヤズ,合計,2021,6,161,61409
ヤズ,合計,2021,7,67,30628
ヤズ,合計,2021,8,90,46030
ヤズ,合計,2021,9,292,100149
ヤズ,合計,2021,10,411,121325
ヤズ,合計,2021,11,431,168829
ヤズ,合計,2021,12,296,129832
ヤズ,広島,2021,1,159,53924
ヤズ,広島,2021,2,50,27324
ヤズ,広島,2021,3,154,69665
ヤズ,広島,2021,4,109,41472
ヤズ,広島,2021,5,128,42683
ヤズ,広島,2021,6,153,58860
ヤズ,広島,2021,7,65,30153
ヤズ,広島,2021,8,82,43438
ヤズ,広島,2021,9,181,64443
ヤズ,広島,2021,10,338,93311
ヤズ,広島,2021,11,265,102569
ヤズ,広島,2021,12,89,42023
ヤズ,山口,2021,11,7,788
ヤズ,愛媛,2021,1,23,9742
ヤズ,愛媛,2021,2,14,5001
ヤズ,愛媛,2021,3,50,15432
ヤズ,愛媛,2021,4,77,28341
ヤズ,愛媛,2021,5,22,7549
ヤズ,愛媛,2021,6,8,2549
ヤズ,愛媛,2021,7,2,475
ヤズ,愛媛,2021,8,8,2592
ヤズ,愛媛,2021,9,111,35706
ヤズ,愛媛,2021,10,73,28014
ヤズ,愛媛,2021,11,160,65472
ヤズ,愛媛,2021,12,207,87809
はまち,合計,2021,1,5768,6022544
はまち,合計,2021,2,3879,4432891
はまち,合計,2021,3,4578,5410488
はまち,合計,2021,4,4653,5106729
はまち,合計,2021,5,4002,4413085
はまち,合計,2021,6,3106,3857533
はまち,合計,2021,7,3711,4654435
はまち,合計,2021,8,4087,4948762
はまち,合計,2021,9,4019,3911669
はまち,合計,2021,10,4976,5060259
はまち,合計,2021,11,4823,5229787
はまち,合計,2021,12,5572,6794710
はまち,広島,2021,1,2107,516352
はまち,広島,2021,2,1227,434462
はまち,広島,2021,3,1224,314912
はまち,広島,2021,4,1546,349974
はまち,広島,2021,5,1316,321182
はまち,広島,2021,6,730,196913
はまち,広島,2021,7,934,315029
はまち,広島,2021,8,1237,557579
はまち,広島,2021,9,1824,497674
はまち,広島,2021,10,2139,601312
はまち,広島,2021,11,1928,672647
はまち,広島,2021,12,1829,817417
はまち,愛媛,2021,1,3660,5506192
はまち,愛媛,2021,2,2653,3998429
はまち,愛媛,2021,3,3354,5095576
はまち,愛媛,2021,4,3108,4756755
はまち,愛媛,2021,5,2686,4091903
はまち,愛媛,2021,6,2376,3660620
はまち,愛媛,2021,7,2777,4339406
はまち,愛媛,2021,8,2850,4391183
はまち,愛媛,2021,9,2195,3413995
はまち,愛媛,2021,10,2837,4458947
はまち,愛媛,2021,11,2895,4557140
はまち,愛媛,2021,12,3742,5977293
ぶり,合計,2021,1,1013,1466605
ぶり,合計,2021,2,961,1508848
ぶり,合計,2021,3,955,1574265
ぶり,合計,2021,4,868,1334511
ぶり,合計,2021,5,758,1272244
ぶり,合計,2021,6,686,1231813
ぶり,合計,2021,7,723,1302628
ぶり,合計,2021,8,744,1438393
ぶり,合計,2021,9,814,1468573
ぶり,合計,2021,10,928,1726569
ぶり,合計,2021,11,973,1774416
ぶり,合計,2021,12,6782,11342117
ぶり,東京,2021,1,551,955969
ぶり,東京,2021,2,547,1030285
ぶり,東京,2021,3,589,1106227
ぶり,東京,2021,4,521,974877
ぶり,東京,2021,5,516,966580
ぶり,東京,2021,6,582,1123385
ぶり,東京,2021,7,589,1159858
ぶり,東京,2021,8,621,1274372
ぶり,東京,2021,9,599,1246930
ぶり,東京,2021,10,669,1427045
ぶり,東京,2021,11,635,1395096
ぶり,東京,2021,12,1695,3684410
ぶり,広島,2021,1,462,510636
ぶり,広島,2021,2,406,471651
ぶり,広島,2021,3,365,468038
ぶり,広島,2021,4,347,359634
ぶり,広島,2021,5,243,305664
ぶり,広島,2021,6,104,108428
ぶり,広島,2021,7,134,142770
ぶり,広島,2021,8,123,164021
ぶり,広島,2021,9,216,221643
ぶり,広島,2021,10,259,299524
ぶり,広島,2021,11,338,379320
ぶり,広島,2021,12,5087,7657707
ぶり,愛媛,2021,2,8,6912
まなかつお,合計,2021,1,253,682549
まなかつお,合計,2021,2,147,378595
まなかつお,合計,2021,3,118,316225
まなかつお,合計,2021,4,32,67146
まなかつお,合計,2021,5,42,65827
まなかつお,合計,2021,6,48,83924
まなかつお,合計,2021,7,33,72889
まなかつお,合計,2021,8,154,317446
まなかつお,合計,2021,9,170,306216
まなかつお,合計,2021,10,141,200248
まなかつお,合計,2021,11,82,97511
まなかつお,合計,2021,12,89,198894
まなかつお,広島,2021,1,247,679082
まなかつお,広島,2021,2,147,378595
まなかつお,広島,2021,3,118,316225
まなかつお,広島,2021,4,32,67146
まなかつお,広島,2021,5,42,65827
まなかつお,広島,2021,6,48,83924
まなかつお,広島,2021,7,33,72889
まなかつお,広島,2021,8,154,317446
まなかつお,広島,2021,9,170,306216
まなかつお,広島,2021,10,141,200248
まなかつお,広島,2021,11,82,97511
まなかつお,広島,2021,12,89,198894
まなかつお,愛媛,2021,1,6,3467
かつお,合計,2021,1,204,131007
かつお,合計,2021,2,135,107342
かつお,合計,2021,3,248,183860
かつお,合計,2021,4,150,99530
かつお,合計,2021,5,190,130524
かつお,合計,2021,6,348,214378
かつお,合計,2021,7,469,272103
かつお,合計,2021,8,429,284315
かつお,合計,2021,9,374,233103
かつお,合計,2021,10,436,309461
かつお,合計,2021,11,380,284124
かつお,合計,2021,12,223,170051
かつお,広島,2021,1,202,130013
かつお,広島,2021,2,135,107342
かつお,広島,2021,3,248,183860
かつお,広島,2021,4,150,99530
かつお,広島,2021,5,190,130524
かつお,広島,2021,6,348,214378
かつお,広島,2021,7,469,272103
かつお,広島,2021,8,429,284315
かつお,広島,2021,9,374,233103
かつお,広島,2021,10,436,309461
かつお,広島,2021,11,380,284124
かつお,広島,2021,12,223,170051
かつお,愛媛,2021,1,2,994
かじき,合計,2021,1,336,544045
かじき,合計,2021,2,353,591249
かじき,合計,2021,3,492,834066
かじき,合計,2021,4,480,816112
かじき,合計,2021,5,418,749268
かじき,合計,2021,6,407,729095
かじき,合計,2021,7,506,889709
かじき,合計,2021,8,738,1448496
かじき,合計,2021,9,464,861935
かじき,合計,2021,10,531,935983
かじき,合計,2021,11,540,961538
かじき,合計,2021,12,726,1782146
かじき,広島,2021,1,336,544045
かじき,広島,2021,2,353,591249
かじき,広島,2021,3,492,834066
かじき,広島,2021,4,480,816112
かじき,広島,2021,5,418,749268
かじき,広島,2021,6,407,729095
かじき,広島,2021,7,506,889709
かじき,広島,2021,8,738,1448496
かじき,広島,2021,9,464,861935
かじき,広島,2021,10,531,935983
かじき,広島,2021,11,540,961538
かじき,広島,2021,12,726,1782146
まぐろ,合計,2021,2,9,31471
まぐろ,合計,2021,3,41,61208
まぐろ,合計,2021,4,7,21954
まぐろ,合計,2021,5,7,21924
まぐろ,合計,2021,6,15,27348
まぐろ,合計,2021,7,9,7750
まぐろ,合計,2021,9,10,11318
まぐろ,合計,2021,10,2,11906
まぐろ,合計,2021,11,47,74272
まぐろ,合計,2021,12,283,1412836
まぐろ,広島,2021,2,9,31471
まぐろ,広島,2021,3,41,61208
まぐろ,広島,2021,4,7,21954
まぐろ,広島,2021,5,7,21924
まぐろ,広島,2021,6,15,27348
まぐろ,広島,2021,7,9,7750
まぐろ,広島,2021,9,10,11318
まぐろ,広島,2021,10,2,11906
まぐろ,広島,2021,11,47,74272
まぐろ,広島,2021,12,283,1412836
いさき,合計,2021,1,128,134861
いさき,合計,2021,2,130,133594
いさき,合計,2021,3,287,273492
いさき,合計,2021,4,303,255550
いさき,合計,2021,5,327,313819
いさき,合計,2021,6,624,633607
いさき,合計,2021,7,583,615485
いさき,合計,2021,8,181,220137
いさき,合計,2021,9,386,468934
いさき,合計,2021,10,300,360558
いさき,合計,2021,11,292,327574
いさき,合計,2021,12,117,141728
いさき,広島,2021,2,2,680
いさき,広島,2021,3,52,34847
いさき,広島,2021,4,50,40746
いさき,広島,2021,5,60,44440
いさき,広島,2021,6,197,180276
いさき,広島,2021,7,131,140511
いさき,広島,2021,8,49,61200
いさき,広島,2021,9,107,115566
いさき,広島,2021,10,81,75979
いさき,広島,2021,11,46,33723
いさき,広島,2021,12,11,9888
いさき,山口,2021,9,1,227
いさき,愛媛,2021,1,128,134861
いさき,愛媛,2021,2,128,132914
いさき,愛媛,2021,3,235,238645
いさき,愛媛,2021,4,253,214804
いさき,愛媛,2021,5,266,269379
いさき,愛媛,2021,6,426,453331
いさき,愛媛,2021,7,452,474974
いさき,愛媛,2021,8,133,158937
いさき,愛媛,2021,9,278,353141
いさき,愛媛,2021,10,219,284579
いさき,愛媛,2021,11,245,293851
いさき,愛媛,2021,12,107,131840
たちうお,合計,2021,1,483,722539
たちうお,合計,2021,2,840,1074718
たちうお,合計,2021,3,323,542138
たちうお,合計,2021,4,553,735290
たちうお,合計,2021,5,680,948470
たちうお,合計,2021,6,1156,1471299
たちうお,合計,2021,7,702,929804
たちうお,合計,2021,8,476,809910
たちうお,合計,2021,9,474,714126
たちうお,合計,2021,10,887,1195630
たちうお,合計,2021,11,1453,1761490
たちうお,合計,2021,12,911,1187858
たちうお,広島,2021,1,483,722539
たちうお,広島,2021,2,835,1069858
たちうお,広島,2021,3,323,542138
たちうお,広島,2021,4,553,735290
たちうお,広島,2021,5,680,948470
たちうお,広島,2021,6,1156,1471299
たちうお,広島,2021,7,702,929804
たちうお,広島,2021,8,476,809910
たちうお,広島,2021,9,474,714126
たちうお,広島,2021,10,887,1195630
たちうお,広島,2021,11,1433,1753390
たちうお,広島,2021,12,911,1187858
たちうお,愛媛,2021,2,5,4860
たちうお,大分,2021,11,20,8100
ぼら,合計,2021,1,304,50708
ぼら,合計,2021,2,421,68838
ぼら,合計,2021,3,405,83397
ぼら,合計,2021,4,206,26663
ぼら,合計,2021,5,104,11170
ぼら,合計,2021,6,135,17366
ぼら,合計,2021,7,56,6587
ぼら,合計,2021,8,14,907
ぼら,合計,2021,9,12,2099
ぼら,合計,2021,10,215,41737
ぼら,合計,2021,11,617,93130
ぼら,合計,2021,12,227,29864
ぼら,広島,2021,1,301,49995
ぼら,広島,2021,2,417,67786
ぼら,広島,2021,3,405,83397
ぼら,広島,2021,4,204,26633
ぼら,広島,2021,5,104,11170
ぼら,広島,2021,6,134,17063
ぼら,広島,2021,7,56,6587
ぼら,広島,2021,8,14,907
ぼら,広島,2021,9,12,2099
ぼら,広島,2021,10,215,41737
ぼら,広島,2021,11,617,93130
ぼら,広島,2021,12,227,29864
ぼら,愛媛,2021,1,3,713
ぼら,愛媛,2021,2,4,1052
ぼら,愛媛,2021,4,3,30
ぼら,愛媛,2021,6,1,303
たい,合計,2021,1,13491,10811511
たい,合計,2021,2,11747,9187145
たい,合計,2021,3,17489,13074169
たい,合計,2021,4,19150,12497391
たい,合計,2021,5,15349,9882537
たい,合計,2021,6,16517,10333062
たい,合計,2021,7,20391,11107546
たい,合計,2021,8,11952,9275084
たい,合計,2021,9,17343,10601155
たい,合計,2021,10,14827,10589700
たい,合計,2021,11,15838,12818563
たい,合計,2021,12,19556,15418323
たい,広島,2021,1,6030,4562067
たい,広島,2021,2,5087,3757421
たい,広島,2021,3,7433,5150558
たい,広島,2021,4,10449,5518086
たい,広島,2021,5,8197,4151150
たい,広島,2021,6,8367,4102488
たい,広島,2021,7,11839,4114317
たい,広島,2021,8,5638,3584833
たい,広島,2021,9,10496,4851850
たい,広島,2021,10,7340,3787361
たい,広島,2021,11,7939,5148550
たい,広島,2021,12,10749,6596347
たい,愛媛,2021,1,7461,6249444
たい,愛媛,2021,2,6659,5429724
たい,愛媛,2021,3,10055,7923611
たい,愛媛,2021,4,8701,6979305
たい,愛媛,2021,5,7152,5731387
たい,愛媛,2021,6,8150,6230574
たい,愛媛,2021,7,8552,6993229
たい,愛媛,2021,8,6314,5690251
たい,愛媛,2021,9,6847,5749305
たい,愛媛,2021,10,7488,6802339
たい,愛媛,2021,11,7899,7670013
たい,愛媛,2021,12,8806,8821976
ちだい,合計,2021,1,408,77007
ちだい,合計,2021,2,257,72223
ちだい,合計,2021,3,508,155693
ちだい,合計,2021,4,929,198861
ちだい,合計,2021,5,689,137836
ちだい,合計,2021,6,520,125833
ちだい,合計,2021,7,324,98675
ちだい,合計,2021,8,244,67209
ちだい,合計,2021,9,1016,249754
ちだい,合計,2021,10,717,169344
ちだい,合計,2021,11,1673,403700
ちだい,合計,2021,12,1478,318917
ちだい,広島,2021,1,408,77007
ちだい,広島,2021,2,257,72223
ちだい,広島,2021,3,508,155693
ちだい,広島,2021,4,929,198861
ちだい,広島,2021,5,689,137836
ちだい,広島,2021,6,519,125725
ちだい,広島,2021,7,324,98675
ちだい,広島,2021,8,244,67209
ちだい,広島,2021,9,1016,249754
ちだい,広島,2021,10,717,169344
ちだい,広島,2021,11,1673,403700
ちだい,広島,2021,12,1478,318917
ちだい,愛媛,2021,6,1,108
ちぬ,合計,2021,1,1231,433311
ちぬ,合計,2021,2,1245,453122
ちぬ,合計,2021,3,3141,1148384
ちぬ,合計,2021,4,2886,826392
ちぬ,合計,2021,5,1796,581434
ちぬ,合計,2021,6,1489,607966
ちぬ,合計,2021,7,1470,763648
ちぬ,合計,2021,8,1028,562612
ちぬ,合計,2021,9,1853,914246
ちぬ,合計,2021,10,1809,793827
ちぬ,合計,2021,11,1844,817287
ちぬ,合計,2021,12,2056,892719
ちぬ,広島,2021,1,1107,357410
ちぬ,広島,2021,2,1100,363385
ちぬ,広島,2021,3,2547,812683
ちぬ,広島,2021,4,2689,701006
ちぬ,広島,2021,5,1321,314153
ちぬ,広島,2021,6,994,325951
ちぬ,広島,2021,7,645,265257
ちぬ,広島,2021,8,507,217472
ちぬ,広島,2021,9,1012,376060
ちぬ,広島,2021,10,1176,432635
ちぬ,広島,2021,11,1324,508591
ちぬ,広島,2021,12,1310,483251
ちぬ,山口,2021,3,10,1793
ちぬ,山口,2021,11,1,259
ちぬ,山口,2021,12,1,389
ちぬ,愛媛,2021,1,123,75901
ちぬ,愛媛,2021,2,145,89737
ちぬ,愛媛,2021,3,584,333908
ちぬ,愛媛,2021,4,198,125386
ちぬ,愛媛,2021,5,475,267281
ちぬ,愛媛,2021,6,494,282015
ちぬ,愛媛,2021,7,826,498391
ちぬ,愛媛,2021,8,521,345140
ちぬ,愛媛,2021,9,841,538186
ちぬ,愛媛,2021,10,634,361192
ちぬ,愛媛,2021,11,519,308437
ちぬ,愛媛,2021,12,745,409079
れんこ,合計,2021,1,20,8100
れんこ,合計,2021,2,42,25848
れんこ,合計,2021,3,18,10432
れんこ,合計,2021,4,50,22470
れんこ,合計,2021,5,11,5400
れんこ,合計,2021,6,9,5724
れんこ,合計,2021,7,21,5535
れんこ,合計,2021,8,37,25041
れんこ,合計,2021,9,113,67448
れんこ,合計,2021,10,126,66123
れんこ,合計,2021,11,183,107383
れんこ,合計,2021,12,66,38490
れんこ,広島,2021,1,20,8100
れんこ,広島,2021,2,42,25848
れんこ,広島,2021,3,18,10432
れんこ,広島,2021,4,50,22470
れんこ,広島,2021,5,11,5400
れんこ,広島,2021,6,9,5724
れんこ,広島,2021,7,21,5535
れんこ,広島,2021,8,37,25041
れんこ,広島,2021,9,113,67448
れんこ,広島,2021,10,126,66123
れんこ,広島,2021,11,183,107383
れんこ,広島,2021,12,66,38490
めんたい,合計,2021,1,1050,985595
めんたい,合計,2021,2,944,905154
めんたい,合計,2021,3,943,975566
めんたい,合計,2021,4,1401,1359063
めんたい,合計,2021,5,961,1001120
めんたい,合計,2021,6,888,711481
めんたい,合計,2021,7,1004,1008560
めんたい,合計,2021,8,1024,1277628
めんたい,合計,2021,9,1396,1488173
めんたい,合計,2021,10,1449,1552528
めんたい,合計,2021,11,1292,1316472
めんたい,合計,2021,12,1482,1480064
めんたい,広島,2021,1,1050,985595
めんたい,広島,2021,2,944,905154
めんたい,広島,2021,3,943,975566
めんたい,広島,2021,4,1401,1359063
めんたい,広島,2021,5,961,1001120
めんたい,広島,2021,6,888,711481
めんたい,広島,2021,7,1004,1008560
めんたい,広島,2021,8,1024,1277628
めんたい,広島,2021,9,1396,1488173
めんたい,広島,2021,10,1449,1552528
めんたい,広島,2021,11,1292,1316472
めんたい,広島,2021,12,1482,1480064
すずき,合計,2021,1,699,293910
すずき,合計,2021,2,636,379654
すずき,合計,2021,3,879,457789
すずき,合計,2021,4,1629,588041
すずき,合計,2021,5,712,333792
すずき,合計,2021,6,448,231696
すずき,合計,2021,7,243,159385
すずき,合計,2021,8,203,193030
すずき,合計,2021,9,1069,569004
すずき,合計,2021,10,1818,966732
すずき,合計,2021,11,1109,620904
すずき,合計,2021,12,1839,920971
すずき,広島,2021,1,631,199134
すずき,広島,2021,2,560,265049
すずき,広島,2021,3,879,457789
すずき,広島,2021,4,1629,588041
すずき,広島,2021,5,712,333792
すずき,広島,2021,6,448,231696
すずき,広島,2021,7,243,159385
すずき,広島,2021,8,171,137356
すずき,広島,2021,9,1051,557607
すずき,広島,2021,10,1795,934157
すずき,広島,2021,11,1105,619921
すずき,広島,2021,12,1839,920971
すずき,山口,2021,11,3,983
すずき,愛媛,2021,1,68,94776
すずき,愛媛,2021,2,76,114605
すずき,愛媛,2021,8,32,55674
すずき,愛媛,2021,9,17,11397
すずき,愛媛,2021,10,23,32575
ぐち,合計,2021,1,43,122497
ぐち,合計,2021,2,101,311418
ぐち,合計,2021,3,107,326264
ぐち,合計,2021,4,95,253441
ぐち,合計,2021,5,101,197842
ぐち,合計,2021,6,129,254601
ぐち,合計,2021,7,159,286140
ぐち,合計,2021,8,209,328415
ぐち,合計,2021,9,166,275851
ぐち,合計,2021,10,116,314402
ぐち,合計,2021,11,62,173184
ぐち,合計,2021,12,79,162801
ぐち,広島,2021,1,43,122497
ぐち,広島,2021,2,101,311418
ぐち,広島,2021,3,107,326264
ぐち,広島,2021,4,95,253441
ぐち,広島,2021,5,101,197842
ぐち,広島,2021,6,129,254601
ぐち,広島,2021,7,159,286140
ぐち,広島,2021,8,209,328415
ぐち,広島,2021,9,166,275851
ぐち,広島,2021,10,116,314402
ぐち,広島,2021,11,62,173184
ぐち,広島,2021,12,79,162801
はぎ,合計,2021,1,1126,978084
はぎ,合計,2021,2,782,606036
はぎ,合計,2021,3,573,451471
はぎ,合計,2021,4,2118,1403133
はぎ,合計,2021,5,2984,1657568
はぎ,合計,2021,6,1859,1103058
はぎ,合計,2021,7,603,383611
はぎ,合計,2021,8,391,290260
はぎ,合計,2021,9,1104,1007890
はぎ,合計,2021,10,1621,2011674
はぎ,合計,2021,11,2241,3018995
はぎ,合計,2021,12,1584,1701769
はぎ,広島,2021,1,1113,943686
はぎ,広島,2021,2,744,536784
はぎ,広島,2021,3,544,409271
はぎ,広島,2021,4,2058,1309098
はぎ,広島,2021,5,2923,1600313
はぎ,広島,2021,6,1763,1041249
はぎ,広島,2021,7,529,332064
はぎ,広島,2021,8,381,282285
はぎ,広島,2021,9,1086,982148
はぎ,広島,2021,10,1614,1999322
はぎ,広島,2021,11,2216,3006922
はぎ,広島,2021,12,1574,1685979
はぎ,山口,2021,5,1,216
はぎ,山口,2021,10,2,399
はぎ,山口,2021,11,8,1241
はぎ,愛媛,2021,1,13,34398
はぎ,愛媛,2021,2,38,69252
はぎ,愛媛,2021,3,23,37632
はぎ,愛媛,2021,4,60,94035
はぎ,愛媛,2021,5,60,57039
はぎ,愛媛,2021,6,95,61809
はぎ,愛媛,2021,7,75,51547
はぎ,愛媛,2021,8,9,7975
はぎ,愛媛,2021,9,17,25742
はぎ,愛媛,2021,10,5,11953
はぎ,愛媛,2021,11,17,10832
はぎ,愛媛,2021,12,10,15790
はぎ,大分,2021,3,7,4568
かれい,合計,2021,1,3034,2484844
かれい,合計,2021,2,3141,2760663
かれい,合計,2021,3,3611,4082590
かれい,合計,2021,4,2645,3018088
かれい,合計,2021,5,845,1288429
かれい,合計,2021,6,984,1576058
かれい,合計,2021,7,1040,1609231
かれい,合計,2021,8,935,1222425
かれい,合計,2021,9,796,962394
かれい,合計,2021,10,648,839841
かれい,合計,2021,11,890,1251399
かれい,合計,2021,12,3331,3787015
かれい,広島,2021,1,3034,2484844
かれい,広島,2021,2,3129,2754923
かれい,広島,2021,3,3610,4082136
かれい,広島,2021,4,2635,3006338
かれい,広島,2021,5,798,1228567
かれい,広島,2021,6,954,1536023
