品目,産地,年,月,数量_kg,金額_円
かれい,広島,2021,7,1040,1609231
かれい,広島,2021,8,935,1222425
かれい,広島,2021,9,796,961260
かれい,広島,2021,10,647,835564
かれい,広島,2021,11,890,1251399
かれい,広島,2021,12,3331,3787015
かれい,山口,2021,3,1,454
かれい,山口,2021,4,10,11750
かれい,山口,2021,5,46,59862
かれい,山口,2021,6,15,21772
かれい,愛媛,2021,2,13,5740
かれい,愛媛,2021,6,15,18263
かれい,愛媛,2021,9,1,1134
かれい,愛媛,2021,10,1,4277
ひらめ,合計,2021,1,1621,3332426
ひらめ,合計,2021,2,1209,2626288
ひらめ,合計,2021,3,1584,3340742
ひらめ,合計,2021,4,1669,3138897
ひらめ,合計,2021,5,1326,2573822
ひらめ,合計,2021,6,1232,2617059
ひらめ,合計,2021,7,1214,2863346
ひらめ,合計,2021,8,1349,3313297
ひらめ,合計,2021,9,1116,2693583
ひらめ,合計,2021,10,1372,3302537
ひらめ,合計,2021,11,1222,2972794
ひらめ,合計,2021,12,1700,3905095
ひらめ,広島,2021,1,719,958417
ひらめ,広島,2021,2,516,819543
ひらめ,広島,2021,3,756,1163785
ひらめ,広島,2021,4,918,1175948
ひらめ,広島,2021,5,650,797060
ひらめ,広島,2021,6,460,580123
ひらめ,広島,2021,7,279,373196
ひらめ,広島,2021,8,400,759518
ひらめ,広島,2021,9,699,1581413
ひらめ,広島,2021,10,469,873948
ひらめ,広島,2021,11,408,753927
ひらめ,広島,2021,12,757,1323012
ひらめ,山口,2021,4,1,351
ひらめ,山口,2021,9,2,1426
ひらめ,愛媛,2021,1,903,2374009
ひらめ,愛媛,2021,2,693,1806745
ひらめ,愛媛,2021,3,828,2176957
ひらめ,愛媛,2021,4,750,1962598
ひらめ,愛媛,2021,5,675,1776762
ひらめ,愛媛,2021,6,771,2036936
ひらめ,愛媛,2021,7,935,2490150
ひらめ,愛媛,2021,8,949,2553779
ひらめ,愛媛,2021,9,415,1110744
ひらめ,愛媛,2021,10,903,2428589
ひらめ,愛媛,2021,11,814,2218867
ひらめ,愛媛,2021,12,943,2582083
めばる,合計,2021,1,1359,1507822
めばる,合計,2021,2,1593,1911109
めばる,合計,2021,3,1677,2442955
めばる,合計,2021,4,1560,2342604
めばる,合計,2021,5,1387,2048634
めばる,合計,2021,6,1531,2374108
めばる,合計,2021,7,1145,1993021
めばる,合計,2021,8,977,1915395
めばる,合計,2021,9,515,969869
めばる,合計,2021,10,329,658309
めばる,合計,2021,11,703,1355199
めばる,合計,2021,12,1086,1828191
めばる,広島,2021,1,1318,1452866
めばる,広島,2021,2,1549,1843166
めばる,広島,2021,3,1566,2236034
めばる,広島,2021,4,1354,1987319
めばる,広島,2021,5,1270,1829591
めばる,広島,2021,6,1491,2314374
めばる,広島,2021,7,1142,1987189
めばる,広島,2021,8,977,1914747
めばる,広島,2021,9,515,969869
めばる,広島,2021,10,329,658309
めばる,広島,2021,11,693,1335824
めばる,広島,2021,12,1060,1786028
めばる,山口,2021,3,14,21016
めばる,山口,2021,4,11,12571
めばる,山口,2021,7,1,734
めばる,山口,2021,11,10,19375
めばる,山口,2021,12,6,8457
めばる,愛媛,2021,1,42,54956
めばる,愛媛,2021,2,45,67943
めばる,愛媛,2021,3,96,185905
めばる,愛媛,2021,4,195,342714
めばる,愛媛,2021,5,118,219043
めばる,愛媛,2021,6,40,59734
めばる,愛媛,2021,7,3,5098
めばる,愛媛,2021,8,1,648
めばる,愛媛,2021,12,20,33706
ほご,合計,2021,1,296,285688
ほご,合計,2021,2,392,376891
ほご,合計,2021,3,548,542075
ほご,合計,2021,4,674,634347
ほご,合計,2021,5,439,429483
ほご,合計,2021,6,417,474251
ほご,合計,2021,7,302,311049
ほご,合計,2021,8,356,359324
ほご,合計,2021,9,335,357732
ほご,合計,2021,10,330,341544
ほご,合計,2021,11,340,321601
ほご,合計,2021,12,1279,1236929
ほご,広島,2021,1,287,280774
ほご,広島,2021,2,377,370962
ほご,広島,2021,3,504,500016
ほご,広島,2021,4,641,619243
ほご,広島,2021,5,414,397590
ほご,広島,2021,6,372,412615
ほご,広島,2021,7,284,289795
ほご,広島,2021,8,349,351948
ほご,広島,2021,9,331,352386
ほご,広島,2021,10,317,329877
ほご,広島,2021,11,303,293046
ほご,広島,2021,12,1249,1214390
ほご,山口,2021,3,14,4299
ほご,山口,2021,4,11,5605
ほご,山口,2021,7,2,454
ほご,山口,2021,8,5,2376
ほご,山口,2021,9,2,1868
ほご,山口,2021,10,8,3759
ほご,山口,2021,11,35,22140
ほご,山口,2021,12,23,13208
ほご,愛媛,2021,1,10,4914
ほご,愛媛,2021,2,15,5929
ほご,愛媛,2021,3,30,37760
ほご,愛媛,2021,4,21,9499
ほご,愛媛,2021,5,25,31893
ほご,愛媛,2021,6,45,61636
ほご,愛媛,2021,7,16,20800
ほご,愛媛,2021,8,3,5000
ほご,愛媛,2021,9,1,3478
ほご,愛媛,2021,10,5,7908
ほご,愛媛,2021,11,3,6415
ほご,愛媛,2021,12,7,9331
あいなめ,合計,2021,1,21,25378
あいなめ,合計,2021,2,32,46732
あいなめ,合計,2021,3,65,104853
あいなめ,合計,2021,4,123,201018
あいなめ,合計,2021,5,77,98344
あいなめ,合計,2021,6,52,54815
あいなめ,合計,2021,7,32,21417
あいなめ,合計,2021,8,37,27631
あいなめ,合計,2021,9,26,20992
あいなめ,合計,2021,10,29,28106
あいなめ,合計,2021,11,23,30776
あいなめ,合計,2021,12,78,107337
あいなめ,広島,2021,1,21,25378
あいなめ,広島,2021,2,32,46732
あいなめ,広島,2021,3,62,103233
あいなめ,広島,2021,4,121,199981
あいなめ,広島,2021,5,76,97939
あいなめ,広島,2021,6,52,54815
あいなめ,広島,2021,7,32,21417
あいなめ,広島,2021,8,37,27631
あいなめ,広島,2021,9,26,20992
あいなめ,広島,2021,10,29,28106
あいなめ,広島,2021,11,23,30776
あいなめ,広島,2021,12,78,107337
あいなめ,山口,2021,3,3,1620
あいなめ,山口,2021,4,2,1037
あいなめ,愛媛,2021,5,1,405
おこぜ,合計,2021,1,188,331098
おこぜ,合計,2021,2,324,487238
おこぜ,合計,2021,3,447,721991
おこぜ,合計,2021,4,560,837709
おこぜ,合計,2021,5,695,914229
おこぜ,合計,2021,6,620,880709
おこぜ,合計,2021,7,573,822601
おこぜ,合計,2021,8,261,417299
おこぜ,合計,2021,9,208,356530
おこぜ,合計,2021,10,230,446930
おこぜ,合計,2021,11,138,299545
おこぜ,合計,2021,12,155,380456
おこぜ,広島,2021,1,173,302920
おこぜ,広島,2021,2,310,465503
おこぜ,広島,2021,3,402,642817
おこぜ,広島,2021,4,514,762664
おこぜ,広島,2021,5,656,865093
おこぜ,広島,2021,6,562,794887
おこぜ,広島,2021,7,554,796928
おこぜ,広島,2021,8,251,399811
おこぜ,広島,2021,9,195,331745
おこぜ,広島,2021,10,222,432055
おこぜ,広島,2021,11,120,263443
おこぜ,広島,2021,12,138,341852
おこぜ,愛媛,2021,1,15,28178
おこぜ,愛媛,2021,2,14,21735
おこぜ,愛媛,2021,3,45,79174
おこぜ,愛媛,2021,4,46,75045
おこぜ,愛媛,2021,5,39,49136
おこぜ,愛媛,2021,6,59,85822
おこぜ,愛媛,2021,7,19,25673
おこぜ,愛媛,2021,8,10,17488
おこぜ,愛媛,2021,9,13,24785
おこぜ,愛媛,2021,10,8,14875
おこぜ,愛媛,2021,11,17,36102
おこぜ,愛媛,2021,12,16,38604
こち,合計,2021,1,878,270962
こち,合計,2021,2,877,287768
こち,合計,2021,3,1486,542093
こち,合計,2021,4,1190,453306
こち,合計,2021,5,247,133681
こち,合計,2021,6,324,152711
こち,合計,2021,7,313,110543
こち,合計,2021,8,152,61936
こち,合計,2021,9,212,76020
こち,合計,2021,10,62,28764
こち,合計,2021,11,81,43202
こち,合計,2021,12,1395,564036
こち,広島,2021,1,878,270962
こち,広島,2021,2,877,287768
こち,広島,2021,3,1485,540997
こち,広島,2021,4,1188,452874
こち,広島,2021,5,247,133681
こち,広島,2021,6,321,152387
こち,広島,2021,7,311,110295
こち,広島,2021,8,152,61936
こち,広島,2021,9,211,74805
こち,広島,2021,10,62,28764
こち,広島,2021,11,81,43202
こち,広島,2021,12,1395,564036
こち,山口,2021,4,2,432
こち,山口,2021,6,3,324
こち,山口,2021,7,2,248
こち,愛媛,2021,3,1,1096
こち,愛媛,2021,9,1,1215
たなご,合計,2021,1,72,34357
たなご,合計,2021,2,75,32240
たなご,合計,2021,3,169,113136
たなご,合計,2021,4,112,61097
たなご,合計,2021,5,86,42260
たなご,合計,2021,6,33,11888
たなご,合計,2021,7,53,22758
たなご,合計,2021,8,102,49156
たなご,合計,2021,9,168,91779
たなご,合計,2021,10,190,128617
たなご,合計,2021,11,102,67076
たなご,合計,2021,12,84,57091
たなご,広島,2021,1,72,34357
たなご,広島,2021,2,75,32240
たなご,広島,2021,3,169,113136
たなご,広島,2021,4,112,61097
たなご,広島,2021,5,86,42260
たなご,広島,2021,6,33,11888
たなご,広島,2021,7,53,22758
たなご,広島,2021,8,102,49156
たなご,広島,2021,9,168,91779
たなご,広島,2021,10,189,127987
たなご,広島,2021,11,102,67076
たなご,広島,2021,12,84,57091
たなご,愛媛,2021,10,1,630
べら,合計,2021,3,12,16276
べら,合計,2021,4,112,180662
べら,合計,2021,5,344,625816
べら,合計,2021,6,294,512189
べら,合計,2021,7,131,216274
べら,合計,2021,8,75,120332
べら,合計,2021,9,72,115156
べら,合計,2021,10,112,156722
べら,合計,2021,11,42,67451
べら,合計,2021,12,8,16205
べら,広島,2021,3,12,16276
べら,広島,2021,4,70,107723
べら,広島,2021,5,126,250364
べら,広島,2021,6,121,214543
べら,広島,2021,7,36,65577
べら,広島,2021,8,19,40207
べら,広島,2021,9,16,21834
べら,広島,2021,10,80,109225
べら,広島,2021,11,26,45625
べら,広島,2021,12,8,16032
べら,山口,2021,4,43,72939
べら,山口,2021,5,184,331259
べら,山口,2021,6,161,282440
べら,山口,2021,7,89,137408
べら,山口,2021,8,41,56235
べら,山口,2021,9,53,89326
べら,山口,2021,10,32,47497
べら,山口,2021,11,15,21826
べら,山口,2021,12,1,173
べら,愛媛,2021,5,34,44193
べら,愛媛,2021,6,13,15206
べら,愛媛,2021,7,6,13289
べら,愛媛,2021,8,14,23890
べら,愛媛,2021,9,3,3996
むつ,合計,2021,1,24,12924
むつ,合計,2021,12,5,1620
むつ,広島,2021,1,24,12924
むつ,広島,2021,12,5,1620
さごし,合計,2021,1,168,114342
さごし,合計,2021,2,300,239770
さごし,合計,2021,3,321,279471
さごし,合計,2021,4,440,327797
さごし,合計,2021,5,97,68869
さごし,合計,2021,6,84,61152
さごし,合計,2021,7,338,270873
さごし,合計,2021,8,155,145139
さごし,合計,2021,9,101,66201
さごし,合計,2021,10,109,52992
さごし,合計,2021,11,61,37611
さごし,合計,2021,12,52,31049
さごし,広島,2021,1,58,29697
さごし,広島,2021,2,173,137937
さごし,広島,2021,3,240,215730
さごし,広島,2021,4,292,208004
さごし,広島,2021,5,97,68869
さごし,広島,2021,6,84,61152
さごし,広島,2021,7,275,229045
さごし,広島,2021,8,155,145139
さごし,広島,2021,9,101,66201
さごし,広島,2021,10,106,51210
さごし,広島,2021,11,58,35343
さごし,広島,2021,12,52,31049
さごし,山口,2021,10,3,1782
さごし,山口,2021,11,4,2268
さごし,愛媛,2021,1,110,84645
さごし,愛媛,2021,2,126,101833
さごし,愛媛,2021,3,81,63741
さごし,愛媛,2021,4,148,119793
さごし,愛媛,2021,7,63,41828
わち,合計,2021,1,60,33696
わち,合計,2021,3,96,49032
わち,広島,2021,1,60,33696
わち,広島,2021,3,96,49032
はも,合計,2021,1,33,6637
はも,合計,2021,2,15,1793
はも,合計,2021,3,28,5499
はも,合計,2021,4,202,85883
はも,合計,2021,5,1071,436059
はも,合計,2021,6,2021,858027
はも,合計,2021,7,3244,1281618
はも,合計,2021,8,5516,1778076
はも,合計,2021,9,2474,744679
はも,合計,2021,10,1323,510868
はも,合計,2021,11,1187,386958
はも,合計,2021,12,1228,208257
はも,広島,2021,1,33,6637
はも,広島,2021,2,15,1793
はも,広島,2021,3,28,5499
はも,広島,2021,4,202,85883
はも,広島,2021,5,1071,436059
はも,広島,2021,6,2021,858027
はも,広島,2021,7,3244,1281618
はも,広島,2021,8,5516,1778076
はも,広島,2021,9,2474,744679
はも,広島,2021,10,1323,510868
はも,広島,2021,11,1187,386958
はも,広島,2021,12,1219,206783
はも,愛媛,2021,12,9,1474
あなご,合計,2021,1,522,701954
あなご,合計,2021,2,612,767590
あなご,合計,2021,3,483,788362
あなご,合計,2021,4,574,930292
あなご,合計,2021,5,415,663164
あなご,合計,2021,6,337,607403
あなご,合計,2021,7,208,414083
あなご,合計,2021,8,176,355608
あなご,合計,2021,9,228,442387
あなご,合計,2021,10,326,622159
あなご,合計,2021,11,373,726758
あなご,合計,2021,12,887,1803890
あなご,島根,2021,1,44,84240
あなご,島根,2021,4,12,22896
あなご,島根,2021,9,20,32400
あなご,島根,2021,10,64,100224
あなご,島根,2021,11,47,72792
あなご,島根,2021,12,43,69660
あなご,広島,2021,1,388,476884
あなご,広島,2021,2,523,607908
あなご,広島,2021,3,371,578335
あなご,広島,2021,4,465,728984
あなご,広島,2021,5,351,547782
あなご,広島,2021,6,219,396019
あなご,広島,2021,7,134,263940
あなご,広島,2021,8,110,211808
あなご,広島,2021,9,135,250263
あなご,広島,2021,10,212,412735
あなご,広島,2021,11,260,509096
あなご,広島,2021,12,803,1645282
あなご,愛媛,2021,3,1,178
あなご,福岡,2021,1,89,140830
あなご,福岡,2021,2,90,159682
あなご,福岡,2021,3,112,209849
あなご,福岡,2021,4,97,178412
あなご,福岡,2021,5,64,115382
あなご,福岡,2021,6,118,211384
あなご,福岡,2021,7,74,150143
あなご,福岡,2021,8,66,143800
あなご,福岡,2021,9,73,159724
あなご,福岡,2021,10,50,109200
あなご,福岡,2021,11,66,144870
あなご,福岡,2021,12,40,88948
えい,合計,2021,1,68,5370
えい,合計,2021,2,125,12876
えい,合計,2021,3,210,28514
えい,合計,2021,4,205,18713
えい,合計,2021,5,156,11259
えい,合計,2021,6,109,8732
えい,合計,2021,7,83,7344
えい,合計,2021,8,30,5182
えい,合計,2021,9,45,5507
えい,合計,2021,10,38,6106
えい,合計,2021,11,189,28705
えい,合計,2021,12,567,76415
えい,広島,2021,1,68,5370
えい,広島,2021,2,125,12876
えい,広島,2021,3,210,28514
えい,広島,2021,4,205,18713
えい,広島,2021,5,156,11259
えい,広島,2021,6,109,8732
えい,広島,2021,7,83,7344
えい,広島,2021,8,30,5182
えい,広島,2021,9,45,5507
えい,広島,2021,10,38,6106
えい,広島,2021,11,189,28705
えい,広島,2021,12,567,76415
さけ,合計,2021,1,1601,2886634
さけ,合計,2021,2,1703,3053513
さけ,合計,2021,3,1939,3466231
さけ,合計,2021,4,2071,3675668
さけ,合計,2021,5,1666,3045519
さけ,合計,2021,6,1648,3072316
さけ,合計,2021,7,1838,3419284
さけ,合計,2021,8,2062,3833259
さけ,合計,2021,9,1675,3069587
さけ,合計,2021,10,2079,3775111
さけ,合計,2021,11,1928,3556532
さけ,合計,2021,12,3198,6239324
さけ,広島,2021,1,1245,2282902
さけ,広島,2021,2,1300,2369811
さけ,広島,2021,3,1460,2662625
さけ,広島,2021,4,1590,2859438
さけ,広島,2021,5,1326,2454440
さけ,広島,2021,6,1237,2327856
さけ,広島,2021,7,1454,2731145
さけ,広島,2021,8,1568,2950481
さけ,広島,2021,9,1258,2324511
さけ,広島,2021,10,1629,2967042
さけ,広島,2021,11,1566,2908523
さけ,広島,2021,12,2713,5311603
さけ,愛媛,2021,1,356,603732
さけ,愛媛,2021,2,404,683702
さけ,愛媛,2021,3,479,803606
さけ,愛媛,2021,4,481,816230
さけ,愛媛,2021,5,341,591079
さけ,愛媛,2021,6,412,744460
さけ,愛媛,2021,7,383,688139
さけ,愛媛,2021,8,494,882778
さけ,愛媛,2021,9,417,745076
さけ,愛媛,2021,10,450,808069
さけ,愛媛,2021,11,362,648009
さけ,愛媛,2021,12,486,927721
ふぐ,合計,2021,1,206,276047
ふぐ,合計,2021,2,427,413971
ふぐ,合計,2021,3,403,295367
ふぐ,合計,2021,4,276,157862
ふぐ,合計,2021,5,131,38057
ふぐ,合計,2021,6,61,21883
ふぐ,合計,2021,7,11,3112
ふぐ,合計,2021,8,13,8726
ふぐ,合計,2021,9,33,16437
ふぐ,合計,2021,10,532,381662
ふぐ,合計,2021,11,246,704713
ふぐ,合計,2021,12,672,1952658
ふぐ,広島,2021,1,206,276047
ふぐ,広島,2021,2,427,413971
ふぐ,広島,2021,3,403,295367
ふぐ,広島,2021,4,276,157862
ふぐ,広島,2021,5,129,37647
ふぐ,広島,2021,6,61,21883
ふぐ,広島,2021,7,11,3112
ふぐ,広島,2021,8,13,8726
ふぐ,広島,2021,9,33,16437
ふぐ,広島,2021,10,532,381662
ふぐ,広島,2021,11,243,693481
ふぐ,広島,2021,12,672,1952658
ふぐ,山口,2021,5,2,410
ふぐ,愛媛,2021,11,3,11232
いか,合計,2021,1,2487,1898572
いか,合計,2021,2,3136,1845395
いか,合計,2021,3,2249,2601299
いか,合計,2021,4,2800,3066390
いか,合計,2021,5,3452,2819393
いか,合計,2021,6,2181,2167759
いか,合計,2021,7,1898,2223720
いか,合計,2021,8,1012,1423620
いか,合計,2021,9,947,1153903
いか,合計,2021,10,1506,1702315
いか,合計,2021,11,5114,3571907
いか,合計,2021,12,4633,3204454
いか,広島,2021,1,2487,1898572
いか,広島,2021,2,3136,1845395
いか,広島,2021,3,1762,1971464
いか,広島,2021,4,1988,2363808
いか,広島,2021,5,2700,2433217
いか,広島,2021,6,1900,1982496
いか,広島,2021,7,1639,2001942
いか,広島,2021,8,1012,1423620
いか,広島,2021,9,947,1153903
いか,広島,2021,10,1506,1702315
いか,広島,2021,11,5114,3571907
いか,広島,2021,12,4633,3204454
いか,山口,2021,3,22,15099
いか,山口,2021,4,547,425238
いか,山口,2021,5,728,369328
いか,山口,2021,6,120,61063
いか,愛媛,2021,3,144,196452
いか,愛媛,2021,4,49,71604
いか,愛媛,2021,6,161,124200
いか,愛媛,2021,7,259,221778
いか,大分,2021,3,321,418284
いか,大分,2021,4,216,205740
いか,大分,2021,5,24,16848
たこ,合計,2021,1,2048,3261709
たこ,合計,2021,2,1158,1795387
たこ,合計,2021,3,776,1130014
たこ,合計,2021,4,1410,1979034
たこ,合計,2021,5,1926,2281821
たこ,合計,2021,6,2650,3353538
たこ,合計,2021,7,3371,4476198
たこ,合計,2021,8,2365,3818308
たこ,合計,2021,9,1201,1998901
たこ,合計,2021,10,657,1382386
たこ,合計,2021,11,1009,2196169
たこ,合計,2021,12,1456,3502816
たこ,合計,2021,1,313,417150
たこ,合計,2021,2,50,68040
たこ,合計,2021,6,153,214812
たこ,合計,2021,7,657,921726
たこ,合計,2021,8,377,528606
たこ,合計,2021,11,30,58320
たこ,広島,2021,1,1735,2844559
たこ,広島,2021,2,1108,1727347
たこ,広島,2021,3,776,1130014
たこ,広島,2021,4,1410,1979034
たこ,広島,2021,5,1925,2281389
たこ,広島,2021,6,2492,3135259
たこ,広島,2021,7,2714,3554472
たこ,広島,2021,8,1988,3289702
たこ,広島,2021,9,1194,1987745
たこ,広島,2021,10,657,1382386
たこ,広島,2021,11,979,2137849
たこ,広島,2021,12,1456,3502816
たこ,山口,2021,5,1,432
たこ,山口,2021,6,4,3467
たこ,愛媛,2021,9,7,11156
かに,合計,2021,1,77,196220
かに,合計,2021,2,76,181336
かに,合計,2021,3,128,303474
かに,合計,2021,4,109,240752
かに,合計,2021,5,32,43902
かに,合計,2021,6,106,125596
かに,合計,2021,7,101,130459
かに,合計,2021,8,93,139081
かに,合計,2021,9,122,189352
かに,合計,2021,10,118,181920
かに,合計,2021,11,95,162462
かに,合計,2021,12,144,589312
かに,広島,2021,1,77,196220
かに,広島,2021,2,76,181336
かに,広島,2021,3,128,303474
かに,広島,2021,4,109,240752
かに,広島,2021,5,32,43902
かに,広島,2021,6,104,123436
かに,広島,2021,7,101,130459
かに,広島,2021,8,93,139081
かに,広島,2021,9,122,189352
かに,広島,2021,10,118,181920
かに,広島,2021,11,95,162462
かに,広島,2021,12,144,589312
かに,山口,2021,6,2,2160
うに,合計,2021,1,12,220320
うに,合計,2021,2,33,586980
うに,合計,2021,3,17,350892
うに,合計,2021,4,27,603018
うに,合計,2021,5,25,477684
うに,合計,2021,6,28,564516
うに,合計,2021,7,21,524988
うに,合計,2021,8,19,480978
うに,合計,2021,9,13,360612
うに,合計,2021,10,14,300780
うに,合計,2021,11,14,322272
うに,合計,2021,12,26,440856
うに,東京,2021,1,11,211680
うに,東京,2021,2,32,575532
うに,東京,2021,3,17,322812
うに,東京,2021,4,25,471096
うに,東京,2021,5,18,299808
うに,東京,2021,6,21,355320
うに,東京,2021,7,11,187164
うに,東京,2021,8,9,108108
うに,東京,2021,9,7,86724
うに,東京,2021,10,7,84348
うに,東京,2021,11,11,204120
うに,東京,2021,12,17,206820
うに,広島,2021,1,1,8640
うに,広島,2021,2,1,11448
うに,広島,2021,3,1,28080
うに,広島,2021,4,2,82944
うに,広島,2021,5,2,68580
うに,広島,2021,6,1,35856
うに,広島,2021,7,3,77004
うに,広島,2021,8,4,134190
うに,広島,2021,9,2,65556
うに,広島,2021,10,1,7560
うに,広島,2021,11,1,16200
うに,広島,2021,12,9,211464
うに,愛媛,2021,4,1,48978
うに,愛媛,2021,5,6,109296
うに,愛媛,2021,6,6,173340
うに,愛媛,2021,7,8,260820
うに,愛媛,2021,8,6,238680
うに,愛媛,2021,9,4,208332
うに,愛媛,2021,10,6,208872
うに,愛媛,2021,11,3,101952
うに,愛媛,2021,12,1,22572
なまこ,合計,2021,1,655,1017857
なまこ,合計,2021,2,623,781251
なまこ,合計,2021,3,575,683153
なまこ,合計,2021,4,25,19991
なまこ,合計,2021,11,20,68503
なまこ,合計,2021,12,1728,4026628
なまこ,広島,2021,1,650,1013537
なまこ,広島,2021,2,623,781251
なまこ,広島,2021,3,575,683153
なまこ,広島,2021,4,24,19764
なまこ,広島,2021,11,11,42043
なまこ,広島,2021,12,1728,4026628
なまこ,山口,2021,4,1,227
なまこ,愛媛,2021,1,5,4320
なまこ,愛媛,2021,11,10,26460
えび,合計,2021,1,456,954669
えび,合計,2021,2,341,654099
えび,合計,2021,3,390,787463
えび,合計,2021,4,457,814110
えび,合計,2021,5,463,970129
えび,合計,2021,6,847,1802189
えび,合計,2021,7,3344,5131884
えび,合計,2021,8,5254,8717637
えび,合計,2021,9,1907,2900956
えび,合計,2021,10,1224,2106136
えび,合計,2021,11,1513,3085535
えび,合計,2021,12,2325,5732209
えび,広島,2021,1,453,932918
えび,広島,2021,2,338,639217
えび,広島,2021,3,385,757698
えび,広島,2021,4,455,805524
えび,広島,2021,5,460,955819
えび,広島,2021,6,846,1797037
えび,広島,2021,7,3344,5131884
えび,広島,2021,8,5254,8717637
えび,広島,2021,9,1907,2900956
えび,広島,2021,10,1224,2106136
えび,広島,2021,11,1513,3085535
えび,広島,2021,12,2325,5732209
えび,福岡,2021,1,4,21751
えび,福岡,2021,2,3,14882
えび,福岡,2021,3,5,29765
えび,福岡,2021,4,2,8586
えび,福岡,2021,5,3,14310
えび,福岡,2021,6,1,5152
伊勢えび,合計,2021,2,5,11305
伊勢えび,合計,2021,3,6,69844
伊勢えび,合計,2021,6,1,15185
伊勢えび,合計,2021,7,6,70092
伊勢えび,合計,2021,8,3,34171
伊勢えび,合計,2021,9,30,160002
伊勢えび,合計,2021,10,13,80212
伊勢えび,合計,2021,12,1,16092
伊勢えび,広島,2021,2,5,11305
伊勢えび,広島,2021,3,6,69844
伊勢えび,広島,2021,6,1,15185
伊勢えび,広島,2021,7,6,70092
伊勢えび,広島,2021,8,3,34171
伊勢えび,広島,2021,9,11,60480
伊勢えび,広島,2021,10,7,46192
伊勢えび,広島,2021,12,1,16092
伊勢えび,愛媛,2021,9,7,48276
伊勢えび,愛媛,2021,10,7,34020
伊勢えび,大分,2021,9,11,51246
あさり,合計,2021,1,326,242600
あさり,合計,2021,2,271,228372
あさり,合計,2021,3,585,494027
あさり,合計,2021,4,612,513227
あさり,合計,2021,5,435,366653
あさり,合計,2021,6,392,333018
あさり,合計,2021,7,176,148365
あさり,合計,2021,9,192,186408
あさり,合計,2021,10,249,239781
あさり,合計,2021,11,266,255820
あさり,合計,2021,12,268,257419
あさり,広島,2021,1,100,53514
あさり,広島,2021,3,115,96120
あさり,広島,2021,4,25,16740
あさり,広島,2021,11,5,6480
あさり,広島,2021,12,5,6750
あさり,山口,2021,1,226,189086
あさり,山口,2021,2,271,228372
あさり,山口,2021,3,470,397907
あさり,山口,2021,4,587,496487
あさり,山口,2021,5,435,366653
あさり,山口,2021,6,392,333018
あさり,山口,2021,7,176,148365
あさり,山口,2021,9,192,186408
あさり,山口,2021,10,249,239781
あさり,山口,2021,11,261,249340
あさり,山口,2021,12,263,250669
はまぐり,合計,2021,1,28,32908
はまぐり,合計,2021,2,13,13004
はまぐり,合計,2021,3,197,205805
はまぐり,合計,2021,4,13,17647
はまぐり,合計,2021,5,11,17021
はまぐり,合計,2021,7,1,1194
はまぐり,合計,2021,9,3,7452
はまぐり,合計,2021,10,2,4968
はまぐり,合計,2021,11,4,7020
はまぐり,合計,2021,12,427,523229
はまぐり,三重,2021,2,7,5854
はまぐり,三重,2021,3,40,36288
はまぐり,三重,2021,12,170,194044
はまぐり,広島,2021,1,28,32908
はまぐり,広島,2021,2,7,7150
はまぐり,広島,2021,3,157,169517
はまぐり,広島,2021,4,13,17647
はまぐり,広島,2021,5,11,17021
はまぐり,広島,2021,7,1,1194
はまぐり,広島,2021,9,3,7452
はまぐり,広島,2021,10,2,4968
はまぐり,広島,2021,11,4,7020
はまぐり,広島,2021,12,257,329185
ﾎﾝﾋﾞﾉｽ貝,合計,2021,1,8,4104
ﾎﾝﾋﾞﾉｽ貝,合計,2021,2,4,2808
ﾎﾝﾋﾞﾉｽ貝,合計,2021,3,8,5616
ﾎﾝﾋﾞﾉｽ貝,合計,2021,4,1,864
ﾎﾝﾋﾞﾉｽ貝,合計,2021,6,7,5361
ﾎﾝﾋﾞﾉｽ貝,広島,2021,1,8,4104
ﾎﾝﾋﾞﾉｽ貝,広島,2021,2,4,2808
ﾎﾝﾋﾞﾉｽ貝,広島,2021,3,8,5616
ﾎﾝﾋﾞﾉｽ貝,広島,2021,4,1,864
ﾎﾝﾋﾞﾉｽ貝,広島,2021,6,7,5361
さざえ,合計,2021,1,543,332876
さざえ,合計,2021,2,432,297797
さざえ,合計,2021,3,413,363362
さざえ,合計,2021,4,338,315878
さざえ,合計,2021,5,876,585882
さざえ,合計,2021,6,1147,674146
さざえ,合計,2021,7,1583,919830
さざえ,合計,2021,8,1609,1160910
さざえ,合計,2021,9,1652,945677
さざえ,合計,2021,10,2350,1414898
さざえ,合計,2021,11,2005,1277273
さざえ,合計,2021,12,1667,1525680
さざえ,広島,2021,1,487,299311
さざえ,広島,2021,2,350,245322
さざえ,広島,2021,3,378,338069
さざえ,広島,2021,4,338,315878
さざえ,広島,2021,5,589,398858
さざえ,広島,2021,6,929,543079
さざえ,広島,2021,7,1290,751009
さざえ,広島,2021,8,1263,924969
さざえ,広島,2021,9,1154,673523
さざえ,広島,2021,10,1804,1109637
さざえ,広島,2021,11,1787,1153440
さざえ,広島,2021,12,1624,1496547
さざえ,愛媛,2021,1,55,33565
さざえ,愛媛,2021,2,81,52475
さざえ,愛媛,2021,3,34,25293
さざえ,愛媛,2021,5,287,187024
さざえ,愛媛,2021,6,218,131067
さざえ,愛媛,2021,7,294,168821
さざえ,愛媛,2021,8,346,235941
さざえ,愛媛,2021,9,498,272154
