品目,産地,年,月,数量_kg,金額_円
ぶり,広島,2022,1,640,496722
ぶり,広島,2022,2,415,632399
ぶり,広島,2022,3,479,675892
ぶり,広島,2022,4,647,452722
ぶり,広島,2022,5,362,363210
ぶり,広島,2022,6,127,89578
ぶり,広島,2022,7,245,138548
ぶり,広島,2022,8,535,299415
ぶり,広島,2022,9,330,289562
ぶり,広島,2022,10,372,229883
ぶり,広島,2022,11,288,298741
ぶり,広島,2022,12,3795,7008157
まなかつお,合計,2022,1,196,385199
まなかつお,合計,2022,2,189,367364
まなかつお,合計,2022,3,326,637597
まなかつお,合計,2022,4,169,348247
まなかつお,合計,2022,5,146,280624
まなかつお,合計,2022,6,93,195837
まなかつお,合計,2022,7,86,190599
まなかつお,合計,2022,8,201,453445
まなかつお,合計,2022,9,77,93224
まなかつお,合計,2022,10,119,179702
まなかつお,合計,2022,11,110,188205
まなかつお,合計,2022,12,64,284457
まなかつお,広島,2022,1,196,385199
まなかつお,広島,2022,2,189,367364
まなかつお,広島,2022,3,326,637597
まなかつお,広島,2022,4,169,348247
まなかつお,広島,2022,5,146,280624
まなかつお,広島,2022,6,93,195837
まなかつお,広島,2022,7,86,190599
まなかつお,広島,2022,8,201,453445
まなかつお,広島,2022,9,77,93224
まなかつお,広島,2022,10,119,179702
まなかつお,広島,2022,11,110,188205
まなかつお,広島,2022,12,64,284457
かつお,合計,2022,1,148,156248
かつお,合計,2022,2,78,84832
かつお,合計,2022,3,441,382408
かつお,合計,2022,4,274,256811
かつお,合計,2022,5,301,261625
かつお,合計,2022,6,489,386509
かつお,合計,2022,7,506,394850
かつお,合計,2022,8,380,342628
かつお,合計,2022,9,325,333934
かつお,合計,2022,10,423,405713
かつお,合計,2022,11,292,272926
かつお,合計,2022,12,268,265051
かつお,広島,2022,1,136,150848
かつお,広島,2022,2,78,84832
かつお,広島,2022,3,441,382408
かつお,広島,2022,4,274,256811
かつお,広島,2022,5,301,261625
かつお,広島,2022,6,489,386509
かつお,広島,2022,7,506,394850
かつお,広島,2022,8,380,342628
かつお,広島,2022,9,325,333934
かつお,広島,2022,10,423,405713
かつお,広島,2022,11,292,272926
かつお,広島,2022,12,268,265051
かつお,愛媛,2022,1,13,5400
かじき,合計,2022,1,178,317443
かじき,合計,2022,2,118,245991
かじき,合計,2022,3,325,692352
かじき,合計,2022,4,321,665373
かじき,合計,2022,5,257,553127
かじき,合計,2022,6,341,688454
かじき,合計,2022,7,315,660919
かじき,合計,2022,8,334,701864
かじき,合計,2022,9,201,422260
かじき,合計,2022,10,227,669688
かじき,合計,2022,11,279,839353
かじき,合計,2022,12,417,1303892
かじき,広島,2022,1,178,317443
かじき,広島,2022,2,118,245991
かじき,広島,2022,3,325,692352
かじき,広島,2022,4,321,665373
かじき,広島,2022,5,257,553127
かじき,広島,2022,6,341,688454
かじき,広島,2022,7,315,660919
かじき,広島,2022,8,334,701864
かじき,広島,2022,9,201,422260
かじき,広島,2022,10,227,669688
かじき,広島,2022,11,279,839353
かじき,広島,2022,12,417,1303892
まぐろ,合計,2022,1,151,638525
まぐろ,合計,2022,2,184,617200
まぐろ,合計,2022,3,126,630393
まぐろ,合計,2022,4,260,975087
まぐろ,合計,2022,5,226,970078
まぐろ,合計,2022,6,206,791581
まぐろ,合計,2022,7,241,823290
まぐろ,合計,2022,8,129,780587
まぐろ,合計,2022,9,97,609009
まぐろ,合計,2022,10,100,561675
まぐろ,合計,2022,11,146,779480
まぐろ,合計,2022,12,308,1875065
まぐろ,広島,2022,1,151,638525
まぐろ,広島,2022,2,184,617200
まぐろ,広島,2022,3,126,630393
まぐろ,広島,2022,4,236,900567
まぐろ,広島,2022,5,195,879898
まぐろ,広島,2022,6,190,741901
まぐろ,広島,2022,7,232,789270
まぐろ,広島,2022,8,129,780587
まぐろ,広島,2022,9,97,609009
まぐろ,広島,2022,10,100,561675
まぐろ,広島,2022,11,146,779480
まぐろ,広島,2022,12,298,1848065
まぐろ,福岡,2022,4,24,74520
まぐろ,福岡,2022,5,31,90180
まぐろ,福岡,2022,6,16,49680
まぐろ,福岡,2022,7,9,34020
まぐろ,福岡,2022,12,10,27000
いさき,合計,2022,1,131,165935
いさき,合計,2022,2,171,219292
いさき,合計,2022,3,245,242576
いさき,合計,2022,4,224,263648
いさき,合計,2022,5,312,326603
いさき,合計,2022,6,433,551459
いさき,合計,2022,7,575,765929
いさき,合計,2022,8,414,538234
いさき,合計,2022,9,269,373956
いさき,合計,2022,10,517,765496
いさき,合計,2022,11,476,647356
いさき,合計,2022,12,194,264910
いさき,広島,2022,1,18,15444
いさき,広島,2022,2,85,111141
いさき,広島,2022,3,153,124393
いさき,広島,2022,4,127,148236
いさき,広島,2022,5,194,200754
いさき,広島,2022,6,241,316138
いさき,広島,2022,7,309,433447
いさき,広島,2022,8,251,320922
いさき,広島,2022,9,153,215558
いさき,広島,2022,10,282,423092
いさき,広島,2022,11,259,359172
いさき,広島,2022,12,108,145047
いさき,愛媛,2022,1,113,150491
いさき,愛媛,2022,2,86,108151
いさき,愛媛,2022,3,93,118183
いさき,愛媛,2022,4,97,115412
いさき,愛媛,2022,5,118,125849
いさき,愛媛,2022,6,192,235321
いさき,愛媛,2022,7,266,332482
いさき,愛媛,2022,8,164,217312
いさき,愛媛,2022,9,116,158398
いさき,愛媛,2022,10,235,342404
いさき,愛媛,2022,11,217,288184
いさき,愛媛,2022,12,86,119863
たちうお,合計,2022,1,1090,1316873
たちうお,合計,2022,2,506,679087
たちうお,合計,2022,3,961,1558305
たちうお,合計,2022,4,867,1266899
たちうお,合計,2022,5,662,1071493
たちうお,合計,2022,6,405,748173
たちうお,合計,2022,7,261,594674
たちうお,合計,2022,8,353,639237
たちうお,合計,2022,9,727,863395
たちうお,合計,2022,10,891,1144069
たちうお,合計,2022,11,1030,1378817
たちうお,合計,2022,12,813,1354151
たちうお,広島,2022,1,1090,1316873
たちうお,広島,2022,2,506,679087
たちうお,広島,2022,3,961,1558305
たちうお,広島,2022,4,867,1266899
たちうお,広島,2022,5,662,1071493
たちうお,広島,2022,6,405,748173
たちうお,広島,2022,7,261,594674
たちうお,広島,2022,8,353,639237
たちうお,広島,2022,9,727,863395
たちうお,広島,2022,10,891,1144069
たちうお,広島,2022,11,1030,1378817
たちうお,広島,2022,12,813,1354151
ぼら,合計,2022,1,304,48879
ぼら,合計,2022,2,185,37876
ぼら,合計,2022,3,790,140574
ぼら,合計,2022,4,324,57437
ぼら,合計,2022,5,148,16094
ぼら,合計,2022,6,88,15135
ぼら,合計,2022,7,42,7691
ぼら,合計,2022,8,58,13533
ぼら,合計,2022,9,26,6680
ぼら,合計,2022,10,357,82319
ぼら,合計,2022,11,553,120293
ぼら,合計,2022,12,93,17163
ぼら,広島,2022,1,304,48879
ぼら,広島,2022,2,185,37876
ぼら,広島,2022,3,790,140574
ぼら,広島,2022,4,324,57437
ぼら,広島,2022,5,148,16094
ぼら,広島,2022,6,88,15135
ぼら,広島,2022,7,42,7691
ぼら,広島,2022,8,58,13533
ぼら,広島,2022,9,26,6680
ぼら,広島,2022,10,357,82319
ぼら,広島,2022,11,553,120293
ぼら,広島,2022,12,93,17163
たい,合計,2022,1,16884,14993003
たい,合計,2022,2,9112,9394758
たい,合計,2022,3,11982,11703003
たい,合計,2022,4,18700,14476612
たい,合計,2022,5,17694,12458005
たい,合計,2022,6,12084,10428265
たい,合計,2022,7,10579,10057915
たい,合計,2022,8,11205,12135178
たい,合計,2022,9,11158,11340021
たい,合計,2022,10,9610,10973857
たい,合計,2022,11,13757,12799802
たい,合計,2022,12,13481,15558931
たい,広島,2022,1,8828,6785553
たい,広島,2022,2,5147,4918863
たい,広島,2022,3,7165,6226850
たい,広島,2022,4,13792,8933369
たい,広島,2022,5,13115,7289905
たい,広島,2022,6,7846,5564463
たい,広島,2022,7,6317,5041025
たい,広島,2022,8,6138,5862824
たい,広島,2022,9,6774,5906233
たい,広島,2022,10,4841,4847241
たい,広島,2022,11,9395,7204111
たい,広島,2022,12,7760,8002287
たい,山口,2022,9,10,2894
たい,山口,2022,11,4,756
たい,愛媛,2022,1,8056,8207450
たい,愛媛,2022,2,3965,4475895
たい,愛媛,2022,3,4818,5476153
たい,愛媛,2022,4,4908,5543243
たい,愛媛,2022,5,4579,5168100
たい,愛媛,2022,6,4238,4863802
たい,愛媛,2022,7,4262,5016890
たい,愛媛,2022,8,5067,6272354
たい,愛媛,2022,9,4373,5430894
たい,愛媛,2022,10,4769,6126616
たい,愛媛,2022,11,4358,5594935
たい,愛媛,2022,12,5721,7556644
ちだい,合計,2022,1,350,112987
ちだい,合計,2022,2,365,123971
ちだい,合計,2022,3,533,162077
ちだい,合計,2022,4,1023,257509
ちだい,合計,2022,5,755,173125
ちだい,合計,2022,6,620,183868
ちだい,合計,2022,7,259,89483
ちだい,合計,2022,8,216,91555
ちだい,合計,2022,9,189,75268
ちだい,合計,2022,10,468,137672
ちだい,合計,2022,11,1349,356504
ちだい,合計,2022,12,630,229444
ちだい,広島,2022,1,350,112987
ちだい,広島,2022,2,365,123971
ちだい,広島,2022,3,533,162077
ちだい,広島,2022,4,1023,257509
ちだい,広島,2022,5,755,173125
ちだい,広島,2022,6,620,183868
ちだい,広島,2022,7,259,89483
ちだい,広島,2022,8,216,91555
ちだい,広島,2022,9,189,75268
ちだい,広島,2022,10,468,137672
ちだい,広島,2022,11,1349,356504
ちだい,広島,2022,12,630,229444
ちぬ,合計,2022,1,2103,863733
ちぬ,合計,2022,2,1504,768070
ちぬ,合計,2022,3,3079,1237216
ちぬ,合計,2022,4,3200,965250
ちぬ,合計,2022,5,2102,667112
ちぬ,合計,2022,6,1219,450161
ちぬ,合計,2022,7,950,424718
ちぬ,合計,2022,8,1030,518859
ちぬ,合計,2022,9,1511,711630
ちぬ,合計,2022,10,2758,983634
ちぬ,合計,2022,11,2646,869204
ちぬ,合計,2022,12,1560,546917
ちぬ,広島,2022,1,1666,603552
ちぬ,広島,2022,2,1279,624434
ちぬ,広島,2022,3,2937,1152329
ちぬ,広島,2022,4,3115,912871
ちぬ,広島,2022,5,1985,604905
ちぬ,広島,2022,6,1119,393358
ちぬ,広島,2022,7,886,386871
ちぬ,広島,2022,8,958,477014
ちぬ,広島,2022,9,1481,693469
ちぬ,広島,2022,10,2743,975232
ちぬ,広島,2022,11,2613,850898
ちぬ,広島,2022,12,1544,539227
ちぬ,愛媛,2022,1,437,260181
ちぬ,愛媛,2022,2,225,143636
ちぬ,愛媛,2022,3,142,84887
ちぬ,愛媛,2022,4,84,52379
ちぬ,愛媛,2022,5,117,62207
ちぬ,愛媛,2022,6,100,56803
ちぬ,愛媛,2022,7,64,37847
ちぬ,愛媛,2022,8,71,41845
ちぬ,愛媛,2022,9,30,18161
ちぬ,愛媛,2022,10,15,8402
ちぬ,愛媛,2022,11,33,18306
ちぬ,愛媛,2022,12,16,7690
れんこ,合計,2022,1,29,17431
れんこ,合計,2022,2,25,23458
れんこ,合計,2022,3,66,48645
れんこ,合計,2022,4,134,60184
れんこ,合計,2022,5,76,37749
れんこ,合計,2022,6,15,11880
れんこ,合計,2022,7,155,85823
れんこ,合計,2022,8,172,101913
れんこ,合計,2022,9,173,117271
れんこ,合計,2022,10,347,145736
れんこ,合計,2022,11,235,119152
れんこ,合計,2022,12,177,113256
れんこ,広島,2022,1,29,17431
れんこ,広島,2022,2,25,23458
れんこ,広島,2022,3,66,48645
れんこ,広島,2022,4,134,60184
れんこ,広島,2022,5,76,37749
れんこ,広島,2022,6,15,11880
れんこ,広島,2022,7,155,85823
れんこ,広島,2022,8,172,101913
れんこ,広島,2022,9,173,117271
れんこ,広島,2022,10,347,145736
れんこ,広島,2022,11,235,119152
れんこ,広島,2022,12,177,113256
めんたい,合計,2022,1,1336,1347299
めんたい,合計,2022,2,1093,1237648
めんたい,合計,2022,3,1121,1256315
めんたい,合計,2022,4,1250,1281963
めんたい,合計,2022,5,1073,1146170
めんたい,合計,2022,6,722,606319
めんたい,合計,2022,7,560,457462
めんたい,合計,2022,8,672,837237
めんたい,合計,2022,9,1276,1433947
めんたい,合計,2022,10,1832,1784545
めんたい,合計,2022,11,1378,1414145
めんたい,合計,2022,12,1418,1614581
めんたい,広島,2022,1,1336,1347299
めんたい,広島,2022,2,1093,1237648
めんたい,広島,2022,3,1121,1256315
めんたい,広島,2022,4,1250,1281963
めんたい,広島,2022,5,1073,1146170
めんたい,広島,2022,6,722,606319
めんたい,広島,2022,7,560,457462
めんたい,広島,2022,8,672,837237
めんたい,広島,2022,9,1276,1433947
めんたい,広島,2022,10,1832,1784545
めんたい,広島,2022,11,1378,1414145
めんたい,広島,2022,12,1418,1614581
すずき,合計,2022,1,1396,716635
すずき,合計,2022,2,748,493109
すずき,合計,2022,3,1215,741480
すずき,合計,2022,4,1922,1018270
すずき,合計,2022,5,1312,641021
すずき,合計,2022,6,535,355519
すずき,合計,2022,7,504,337585
すずき,合計,2022,8,334,278346
すずき,合計,2022,9,820,568216
すずき,合計,2022,10,902,620571
すずき,合計,2022,11,593,407786
すずき,合計,2022,12,2170,1176353
すずき,広島,2022,1,1392,714680
すずき,広島,2022,2,748,493109
すずき,広島,2022,3,1203,735620
すずき,広島,2022,4,1919,1017352
すずき,広島,2022,5,1307,639067
すずき,広島,2022,6,535,355519
すずき,広島,2022,7,472,315385
すずき,広島,2022,8,320,268703
すずき,広島,2022,9,820,568216
すずき,広島,2022,10,902,620571
すずき,広島,2022,11,593,407786
すずき,広島,2022,12,2170,1176353
すずき,愛媛,2022,1,4,1955
すずき,愛媛,2022,3,12,5860
すずき,愛媛,2022,4,3,918
すずき,愛媛,2022,5,5,1954
すずき,愛媛,2022,7,32,22200
すずき,愛媛,2022,8,14,9643
ぐち,合計,2022,1,55,163146
ぐち,合計,2022,2,69,188745
ぐち,合計,2022,3,104,298843
ぐち,合計,2022,4,57,180648
ぐち,合計,2022,5,89,184941
ぐち,合計,2022,6,87,137120
ぐち,合計,2022,7,74,105011
ぐち,合計,2022,8,83,207354
ぐち,合計,2022,9,109,255448
ぐち,合計,2022,10,127,314576
ぐち,合計,2022,11,36,66033
ぐち,合計,2022,12,42,45841
ぐち,広島,2022,1,55,163146
ぐち,広島,2022,2,69,188745
ぐち,広島,2022,3,104,298843
ぐち,広島,2022,4,57,180648
ぐち,広島,2022,5,89,184941
ぐち,広島,2022,6,87,137120
ぐち,広島,2022,7,74,105011
ぐち,広島,2022,8,83,207354
ぐち,広島,2022,9,109,255448
ぐち,広島,2022,10,127,314576
ぐち,広島,2022,11,36,66033
ぐち,広島,2022,12,42,45841
はぎ,合計,2022,1,989,949283
はぎ,合計,2022,2,691,704325
はぎ,合計,2022,3,1023,1033649
はぎ,合計,2022,4,1943,1910183
はぎ,合計,2022,5,4915,2839550
はぎ,合計,2022,6,2920,1619249
はぎ,合計,2022,7,732,497495
はぎ,合計,2022,8,424,386531
はぎ,合計,2022,9,1382,1590683
はぎ,合計,2022,10,3177,4900501
はぎ,合計,2022,11,3320,4568185
はぎ,合計,2022,12,2319,3313258
はぎ,広島,2022,1,867,767479
はぎ,広島,2022,2,636,620236
はぎ,広島,2022,3,943,904250
はぎ,広島,2022,4,1873,1806926
はぎ,広島,2022,5,4885,2827270
はぎ,広島,2022,6,2899,1612694
はぎ,広島,2022,7,718,491879
はぎ,広島,2022,8,412,371800
はぎ,広島,2022,9,1381,1589700
はぎ,広島,2022,10,3169,4892838
はぎ,広島,2022,11,3282,4530222
はぎ,広島,2022,12,2297,3276414
はぎ,愛媛,2022,1,122,181804
はぎ,愛媛,2022,2,55,84089
はぎ,愛媛,2022,3,80,129399
はぎ,愛媛,2022,4,70,103257
はぎ,愛媛,2022,5,30,12280
はぎ,愛媛,2022,6,21,6555
はぎ,愛媛,2022,7,13,5616
はぎ,愛媛,2022,8,11,14731
はぎ,愛媛,2022,9,1,983
はぎ,愛媛,2022,10,7,7663
はぎ,愛媛,2022,11,38,37963
はぎ,愛媛,2022,12,23,36844
かれい,合計,2022,1,5009,4748737
かれい,合計,2022,2,4568,4481947
かれい,合計,2022,3,5439,5976968
かれい,合計,2022,4,3223,4430206
かれい,合計,2022,5,1233,2154590
かれい,合計,2022,6,1139,1983953
かれい,合計,2022,7,1169,1571882
かれい,合計,2022,8,802,1044289
かれい,合計,2022,9,785,1079605
かれい,合計,2022,10,676,832570
かれい,合計,2022,11,738,1143320
かれい,合計,2022,12,2109,2562064
かれい,広島,2022,1,5009,4748737
かれい,広島,2022,2,4568,4481947
かれい,広島,2022,3,5438,5975888
かれい,広島,2022,4,3223,4430206
かれい,広島,2022,5,1228,2145691
かれい,広島,2022,6,1139,1983953
かれい,広島,2022,7,1151,1544224
かれい,広島,2022,8,782,1015785
かれい,広島,2022,9,785,1079605
かれい,広島,2022,10,676,832570
かれい,広島,2022,11,738,1143320
かれい,広島,2022,12,2109,2562064
かれい,山口,2022,5,5,8899
かれい,愛媛,2022,3,1,1080
かれい,愛媛,2022,7,18,27658
かれい,愛媛,2022,8,20,28504
ひらめ,合計,2022,1,1862,3942474
ひらめ,合計,2022,2,1288,2983214
ひらめ,合計,2022,3,2111,4604106
ひらめ,合計,2022,4,2076,4143156
ひらめ,合計,2022,5,1972,3606577
ひらめ,合計,2022,6,1419,3130063
ひらめ,合計,2022,7,1382,3329632
ひらめ,合計,2022,8,1569,3656688
