品目,産地,年,月,数量_kg,金額_円
はぎ,広島,2025,7,466,275980
はぎ,広島,2025,8,317,199934
はぎ,広島,2025,9,533,436915
はぎ,広島,2025,10,1003,1031901
はぎ,広島,2025,11,1230,1243349
はぎ,広島,2025,12,1241,1219519
はぎ,山口,2025,9,36,4547
はぎ,山口,2025,10,28,8926
はぎ,山口,2025,11,58,25473
はぎ,山口,2025,12,23,8629
はぎ,愛媛,2025,1,2,2484
はぎ,愛媛,2025,2,28,38113
はぎ,愛媛,2025,3,24,33535
はぎ,愛媛,2025,4,100,115329
はぎ,愛媛,2025,5,41,25877
はぎ,愛媛,2025,6,11,6663
はぎ,愛媛,2025,7,21,10812
はぎ,愛媛,2025,8,3,3791
はぎ,愛媛,2025,9,18,12377
はぎ,愛媛,2025,10,3,972
はぎ,愛媛,2025,11,27,15758
はぎ,愛媛,2025,12,17,12809
はぎ,大分,2025,2,4,6318
はぎ,大分,2025,3,4,3024
はぎ,大分,2025,6,4,886
はぎ,大分,2025,7,7,1404
かれい,合計,2025,1,3418,2911803
かれい,合計,2025,2,3816,3273677
かれい,合計,2025,3,3430,3733918
かれい,合計,2025,4,3420,4324605
かれい,合計,2025,5,2193,3468598
かれい,合計,2025,6,1422,2464569
かれい,合計,2025,7,1139,1755496
かれい,合計,2025,8,808,1348903
かれい,合計,2025,9,604,751266
かれい,合計,2025,10,584,788667
かれい,合計,2025,11,1183,1964326
かれい,合計,2025,12,3519,3056993
かれい,合計,2025,8,45,61884
かれい,合計,2025,9,14,18306
かれい,広島,2025,1,3393,2891597
かれい,広島,2025,2,3734,3211285
かれい,広島,2025,3,3423,3729598
かれい,広島,2025,4,3417,4319983
かれい,広島,2025,5,2193,3468598
かれい,広島,2025,6,1422,2464569
かれい,広島,2025,7,1105,1722652
かれい,広島,2025,8,762,1286392
かれい,広島,2025,9,590,732863
かれい,広島,2025,10,584,788667
かれい,広島,2025,11,1177,1959104
かれい,広島,2025,12,3514,3052003
かれい,山口,2025,11,6,5222
かれい,山口,2025,12,5,4990
かれい,愛媛,2025,1,25,20206
かれい,愛媛,2025,2,82,62392
かれい,愛媛,2025,3,7,4320
かれい,愛媛,2025,4,3,4622
かれい,愛媛,2025,7,34,32844
かれい,愛媛,2025,8,1,627
かれい,愛媛,2025,9,1,97
ひらめ,合計,2025,1,1706,4346932
ひらめ,合計,2025,2,1310,3205437
ひらめ,合計,2025,3,1709,3917540
ひらめ,合計,2025,4,2199,4072958
ひらめ,合計,2025,5,1628,3330672
ひらめ,合計,2025,6,1449,3139564
ひらめ,合計,2025,7,1389,3221405
ひらめ,合計,2025,8,1672,4021845
ひらめ,合計,2025,9,1293,3095498
ひらめ,合計,2025,10,1340,3142648
ひらめ,合計,2025,11,1299,3087883
ひらめ,合計,2025,12,1686,4007118
ひらめ,広島,2025,1,547,1200706
ひらめ,広島,2025,2,661,1464880
ひらめ,広島,2025,3,957,1943216
ひらめ,広島,2025,4,1609,2541330
ひらめ,広島,2025,5,977,1601012
ひらめ,広島,2025,6,776,1347499
ひらめ,広島,2025,7,627,1190204
ひらめ,広島,2025,8,485,848697
ひらめ,広島,2025,9,294,436689
ひらめ,広島,2025,10,342,497292
ひらめ,広島,2025,11,479,917595
ひらめ,広島,2025,12,777,1590112
ひらめ,山口,2025,2,2,1080
ひらめ,山口,2025,7,2,1037
ひらめ,山口,2025,9,1,259
ひらめ,愛媛,2025,1,1159,3146226
ひらめ,愛媛,2025,2,647,1739477
ひらめ,愛媛,2025,3,751,1974324
ひらめ,愛媛,2025,4,591,1531628
ひらめ,愛媛,2025,5,651,1729660
ひらめ,愛媛,2025,6,673,1792065
ひらめ,愛媛,2025,7,760,2030164
ひらめ,愛媛,2025,8,1187,3173148
ひらめ,愛媛,2025,9,998,2658550
ひらめ,愛媛,2025,10,998,2645356
ひらめ,愛媛,2025,11,820,2170288
ひらめ,愛媛,2025,12,909,2417006
めばる,合計,2025,1,1348,2156698
めばる,合計,2025,2,1342,2176089
めばる,合計,2025,3,2631,3863580
めばる,合計,2025,4,2802,3284969
めばる,合計,2025,5,1796,2202201
めばる,合計,2025,6,2013,2538161
めばる,合計,2025,7,2018,2425650
めばる,合計,2025,8,1891,2594958
めばる,合計,2025,9,1403,2199139
めばる,合計,2025,10,746,1258000
めばる,合計,2025,11,817,1297156
めばる,合計,2025,12,1426,1883811
めばる,合計,2025,4,45,51516
めばる,広島,2025,1,1041,1575135
めばる,広島,2025,2,1133,1785092
めばる,広島,2025,3,2076,2929709
めばる,広島,2025,4,2434,2717077
めばる,広島,2025,5,1581,1868331
めばる,広島,2025,6,1853,2326241
めばる,広島,2025,7,1896,2266593
めばる,広島,2025,8,1866,2570712
めばる,広島,2025,9,1383,2172135
めばる,広島,2025,10,744,1255786
めばる,広島,2025,11,808,1278596
めばる,広島,2025,12,1388,1827419
めばる,山口,2025,1,1,2398
めばる,山口,2025,2,3,4644
めばる,山口,2025,9,1,567
めばる,山口,2025,10,1,1458
めばる,山口,2025,11,9,18560
めばる,山口,2025,12,35,49383
めばる,愛媛,2025,1,305,579165
めばる,愛媛,2025,2,205,386353
めばる,愛媛,2025,3,555,933871
めばる,愛媛,2025,4,323,516376
めばる,愛媛,2025,5,215,333870
めばる,愛媛,2025,6,160,211920
めばる,愛媛,2025,7,122,159057
めばる,愛媛,2025,8,25,24246
めばる,愛媛,2025,9,20,26437
めばる,愛媛,2025,10,1,756
めばる,愛媛,2025,12,3,7009
ほご,合計,2025,1,659,728320
ほご,合計,2025,2,482,513734
ほご,合計,2025,3,587,622940
ほご,合計,2025,4,719,716145
ほご,合計,2025,5,950,887752
ほご,合計,2025,6,698,683835
ほご,合計,2025,7,424,384795
ほご,合計,2025,8,429,429927
ほご,合計,2025,9,428,414325
ほご,合計,2025,10,382,375783
ほご,合計,2025,11,388,363822
ほご,合計,2025,12,1069,947486
ほご,広島,2025,1,472,503805
ほご,広島,2025,2,408,443923
ほご,広島,2025,3,403,437319
ほご,広島,2025,4,640,643775
ほご,広島,2025,5,821,782097
ほご,広島,2025,6,560,541643
ほご,広島,2025,7,351,315774
ほご,広島,2025,8,387,386004
ほご,広島,2025,9,388,371384
ほご,広島,2025,10,350,366052
ほご,広島,2025,11,336,320638
ほご,広島,2025,12,928,850842
ほご,山口,2025,5,2,886
ほご,山口,2025,7,1,194
ほご,山口,2025,8,8,5217
ほご,山口,2025,9,13,6869
ほご,山口,2025,10,30,7927
ほご,山口,2025,11,53,43184
ほご,山口,2025,12,140,95434
ほご,愛媛,2025,1,186,224515
ほご,愛媛,2025,2,74,69811
ほご,愛媛,2025,3,184,185621
ほご,愛媛,2025,4,79,72370
ほご,愛媛,2025,5,127,104769
ほご,愛媛,2025,6,138,142192
ほご,愛媛,2025,7,72,68827
ほご,愛媛,2025,8,34,38706
ほご,愛媛,2025,9,28,36072
ほご,愛媛,2025,10,2,1804
ほご,愛媛,2025,12,1,1210
あいなめ,合計,2025,1,48,52853
あいなめ,合計,2025,2,53,67990
あいなめ,合計,2025,3,108,203179
あいなめ,合計,2025,4,312,451315
あいなめ,合計,2025,5,314,364201
あいなめ,合計,2025,6,152,149893
あいなめ,合計,2025,7,69,54367
あいなめ,合計,2025,8,133,93107
あいなめ,合計,2025,9,108,82591
あいなめ,合計,2025,10,67,66460
あいなめ,合計,2025,11,44,49439
あいなめ,合計,2025,12,155,163195
あいなめ,広島,2025,1,48,52853
あいなめ,広島,2025,2,53,67947
あいなめ,広島,2025,3,107,202639
あいなめ,広島,2025,4,309,450073
あいなめ,広島,2025,5,313,363877
あいなめ,広島,2025,6,152,149893
あいなめ,広島,2025,7,69,54367
あいなめ,広島,2025,8,133,93107
あいなめ,広島,2025,9,107,80971
あいなめ,広島,2025,10,67,66460
あいなめ,広島,2025,11,44,49439
あいなめ,広島,2025,12,155,163098
あいなめ,山口,2025,5,1,324
あいなめ,山口,2025,12,1,97
あいなめ,愛媛,2025,2,1,43
あいなめ,愛媛,2025,3,1,540
あいなめ,愛媛,2025,4,3,1242
あいなめ,愛媛,2025,9,1,1620
おこぜ,合計,2025,1,402,676301
おこぜ,合計,2025,2,626,1020604
おこぜ,合計,2025,3,608,981441
おこぜ,合計,2025,4,760,1216933
おこぜ,合計,2025,5,1370,1822925
おこぜ,合計,2025,6,1201,1607526
おこぜ,合計,2025,7,888,1247378
おこぜ,合計,2025,8,415,670504
おこぜ,合計,2025,9,361,644052
おこぜ,合計,2025,10,258,553701
おこぜ,合計,2025,11,283,586607
おこぜ,合計,2025,12,169,364022
おこぜ,広島,2025,1,369,625633
おこぜ,広島,2025,2,566,930783
おこぜ,広島,2025,3,578,941735
おこぜ,広島,2025,4,705,1140502
おこぜ,広島,2025,5,1322,1758276
おこぜ,広島,2025,6,1139,1524243
おこぜ,広島,2025,7,842,1170866
おこぜ,広島,2025,8,400,643671
おこぜ,広島,2025,9,352,634623
おこぜ,広島,2025,10,253,549332
おこぜ,広島,2025,11,272,571838
おこぜ,広島,2025,12,165,360528
おこぜ,山口,2025,7,1,756
おこぜ,山口,2025,8,2,810
おこぜ,山口,2025,9,6,3640
おこぜ,山口,2025,10,5,4369
おこぜ,山口,2025,11,11,14769
おこぜ,山口,2025,12,3,3494
おこぜ,愛媛,2025,1,33,50668
おこぜ,愛媛,2025,2,61,89821
おこぜ,愛媛,2025,3,29,39706
おこぜ,愛媛,2025,4,55,76431
おこぜ,愛媛,2025,5,48,64649
おこぜ,愛媛,2025,6,62,83283
おこぜ,愛媛,2025,7,45,75756
おこぜ,愛媛,2025,8,14,26023
おこぜ,愛媛,2025,9,3,5789
こち,合計,2025,1,595,308411
こち,合計,2025,2,600,355710
こち,合計,2025,3,853,545853
こち,合計,2025,4,949,565733
こち,合計,2025,5,618,356494
こち,合計,2025,6,627,330397
こち,合計,2025,7,511,266993
こち,合計,2025,8,285,147762
こち,合計,2025,9,178,96657
こち,合計,2025,10,72,36329
こち,合計,2025,11,287,180552
こち,合計,2025,12,1053,497618
こち,広島,2025,1,595,308411
こち,広島,2025,2,599,354900
こち,広島,2025,3,853,545853
こち,広島,2025,4,948,565593
こち,広島,2025,5,611,355392
こち,広島,2025,6,626,330267
こち,広島,2025,7,509,266653
こち,広島,2025,8,282,147050
こち,広島,2025,9,177,96311
こち,広島,2025,10,71,36167
こち,広島,2025,11,284,179774
こち,広島,2025,12,1050,496992
こち,山口,2025,2,2,810
こち,山口,2025,5,7,1102
こち,山口,2025,6,1,130
こち,山口,2025,8,3,712
こち,山口,2025,9,2,346
こち,山口,2025,10,2,162
こち,山口,2025,11,3,551
こち,山口,2025,12,3,626
こち,愛媛,2025,4,1,140
こち,愛媛,2025,7,2,340
こち,愛媛,2025,11,1,227
たなご,合計,2025,1,188,141340
たなご,合計,2025,2,310,163895
たなご,合計,2025,3,606,398712
たなご,合計,2025,4,591,376038
たなご,合計,2025,5,175,53921
たなご,合計,2025,6,139,56116
たなご,合計,2025,7,303,154730
たなご,合計,2025,8,369,187606
たなご,合計,2025,9,374,195154
たなご,合計,2025,10,391,223958
たなご,合計,2025,11,294,180282
たなご,合計,2025,12,205,116324
たなご,広島,2025,1,181,137598
たなご,広島,2025,2,307,162037
たなご,広島,2025,3,605,398108
たなご,広島,2025,4,591,376038
たなご,広島,2025,5,174,53575
たなご,広島,2025,6,138,56030
たなご,広島,2025,7,303,154730
たなご,広島,2025,8,369,187606
たなご,広島,2025,9,367,193091
たなご,広島,2025,10,391,223958
たなご,広島,2025,11,294,180282
たなご,広島,2025,12,205,116324
たなご,愛媛,2025,1,7,3742
たなご,愛媛,2025,2,3,1858
たなご,愛媛,2025,3,1,604
たなご,愛媛,2025,5,2,346
たなご,愛媛,2025,6,1,86
たなご,愛媛,2025,9,6,2063
べら,合計,2025,1,1,1421
べら,合計,2025,2,3,583
べら,合計,2025,3,2,497
べら,合計,2025,4,23,40035
べら,合計,2025,5,367,575014
べら,合計,2025,6,413,682162
べら,合計,2025,7,434,654172
べら,合計,2025,8,282,460960
べら,合計,2025,9,163,287744
べら,合計,2025,10,196,366699
べら,合計,2025,11,45,71117
べら,合計,2025,12,22,45322
べら,広島,2025,1,1,1421
べら,広島,2025,2,3,583
べら,広島,2025,3,2,497
べら,広島,2025,4,6,11718
べら,広島,2025,5,156,256154
べら,広島,2025,6,167,284464
べら,広島,2025,7,233,346381
べら,広島,2025,8,149,226874
べら,広島,2025,9,54,89143
べら,広島,2025,10,57,97779
べら,広島,2025,11,41,64195
べら,広島,2025,12,21,43356
べら,山口,2025,4,17,28317
べら,山口,2025,5,198,297994
べら,山口,2025,6,247,397698
べら,山口,2025,7,194,296435
べら,山口,2025,8,134,234086
べら,山口,2025,9,109,198601
べら,山口,2025,10,138,268920
べら,山口,2025,11,4,6922
べら,山口,2025,12,1,1966
べら,愛媛,2025,5,13,20866
べら,愛媛,2025,7,6,11356
むつ,合計,2025,3,17,12420
むつ,愛媛,2025,3,17,12420
さごし,合計,2025,1,704,533497
さごし,合計,2025,2,599,481660
さごし,合計,2025,3,894,679675
さごし,合計,2025,4,788,696732
さごし,合計,2025,5,641,449019
さごし,合計,2025,6,509,396521
さごし,合計,2025,7,847,634530
さごし,合計,2025,8,991,724706
さごし,合計,2025,9,616,400082
さごし,合計,2025,10,921,651114
さごし,合計,2025,11,728,501846
さごし,合計,2025,12,445,277871
さごし,島根,2025,1,44,32395
さごし,広島,2025,1,420,313563
さごし,広島,2025,2,549,439628
さごし,広島,2025,3,646,503817
さごし,広島,2025,4,554,525012
さごし,広島,2025,5,574,409937
さごし,広島,2025,6,452,354330
さごし,広島,2025,7,696,520837
さごし,広島,2025,8,650,460762
さごし,広島,2025,9,572,366310
さごし,広島,2025,10,901,639320
さごし,広島,2025,11,686,480776
さごし,広島,2025,12,405,249094
さごし,山口,2025,10,20,11794
さごし,山口,2025,11,42,21070
さごし,山口,2025,12,2,1426
さごし,愛媛,2025,1,240,187539
さごし,愛媛,2025,2,49,42032
さごし,愛媛,2025,3,248,175858
さごし,愛媛,2025,4,234,171720
さごし,愛媛,2025,5,67,39082
さごし,愛媛,2025,6,57,42191
さごし,愛媛,2025,7,151,113693
さごし,愛媛,2025,8,341,263944
さごし,愛媛,2025,9,43,33772
さごし,愛媛,2025,12,39,27351
わち,合計,2025,2,23,16665
わち,合計,2025,3,61,40620
わち,合計,2025,4,5,4039
わち,合計,2025,6,110,96714
わち,合計,2025,7,210,182520
わち,合計,2025,9,188,87297
わち,合計,2025,10,12,9450
わち,合計,2025,11,125,74909
わち,合計,2025,12,3,1728
わち,合計,2025,6,110,96714
わち,合計,2025,7,210,182520
わち,広島,2025,2,23,16665
わち,広島,2025,3,61,40620
わち,広島,2025,4,5,4039
わち,広島,2025,9,188,87297
わち,広島,2025,10,12,9450
わち,広島,2025,11,125,74909
わち,広島,2025,12,3,1728
はも,合計,2025,1,64,10327
はも,合計,2025,2,12,2461
はも,合計,2025,3,12,3845
はも,合計,2025,4,451,230376
はも,合計,2025,5,1480,719511
はも,合計,2025,6,2820,1443493
はも,合計,2025,7,5805,2372759
はも,合計,2025,8,6884,2166989
はも,合計,2025,9,2704,992643
はも,合計,2025,10,2772,862213
はも,合計,2025,11,1656,251468
はも,合計,2025,12,344,54984
はも,広島,2025,1,64,10327
はも,広島,2025,2,12,2461
はも,広島,2025,3,12,3845
はも,広島,2025,4,451,230376
はも,広島,2025,5,1477,718906
はも,広島,2025,6,2817,1442910
はも,広島,2025,7,5803,2372327
はも,広島,2025,8,6880,2166589
はも,広島,2025,9,2704,992643
はも,広島,2025,10,2772,862213
はも,広島,2025,11,1656,251468
はも,広島,2025,12,344,54984
はも,山口,2025,5,3,605
はも,山口,2025,6,3,583
はも,山口,2025,7,2,432
はも,愛媛,2025,8,4,400
あなご,合計,2025,1,936,1587969
あなご,合計,2025,2,757,1132569
あなご,合計,2025,3,987,1561529
あなご,合計,2025,4,786,1373430
あなご,合計,2025,5,921,1236143
あなご,合計,2025,6,643,930739
あなご,合計,2025,7,585,1017863
あなご,合計,2025,8,538,1042869
あなご,合計,2025,9,535,819732
あなご,合計,2025,10,724,1148128
あなご,合計,2025,11,1034,1533332
あなご,合計,2025,12,1447,2030161
あなご,島根,2025,1,11,16470
あなご,島根,2025,3,60,92880
あなご,島根,2025,4,12,15984
あなご,島根,2025,9,12,9072
あなご,島根,2025,10,32,49248
あなご,島根,2025,11,36,53568
あなご,島根,2025,12,40,67824
あなご,広島,2025,1,791,1288923
あなご,広島,2025,2,618,856418
あなご,広島,2025,3,780,1162895
あなご,広島,2025,4,655,1101068
あなご,広島,2025,5,753,901995
あなご,広島,2025,6,484,635839
あなご,広島,2025,7,408,683402
あなご,広島,2025,8,386,733227
あなご,広島,2025,9,358,491919
あなご,広島,2025,10,549,826619
あなご,広島,2025,11,857,1217971
あなご,広島,2025,12,1252,1650370
あなご,愛媛,2025,6,6,4234
あなご,愛媛,2025,7,7,4569
あなご,福岡,2025,1,129,266376
あなご,福岡,2025,2,137,270751
あなご,福岡,2025,3,142,294954
あなご,福岡,2025,4,119,256378
あなご,福岡,2025,5,159,317808
あなご,福岡,2025,6,153,290666
あなご,福岡,2025,7,170,329892
あなご,福岡,2025,8,152,309642
あなご,福岡,2025,9,165,318741
あなご,福岡,2025,10,143,272261
あなご,福岡,2025,11,141,261793
あなご,福岡,2025,12,156,311967
あなご,福岡,2025,5,9,16340
あなご,福岡,2025,1,6,16200
あなご,福岡,2025,2,2,5400
あなご,福岡,2025,3,4,10800
えい,合計,2025,1,209,17169
えい,合計,2025,2,164,15030
えい,合計,2025,3,459,39024
えい,合計,2025,4,664,45162
えい,合計,2025,5,176,12448
えい,合計,2025,6,133,14962
えい,合計,2025,7,318,34896
えい,合計,2025,8,140,16816
えい,合計,2025,9,122,15982
えい,合計,2025,10,113,15953
えい,合計,2025,11,263,23718
えい,合計,2025,12,252,21828
えい,広島,2025,1,209,17169
えい,広島,2025,2,164,15030
えい,広島,2025,3,459,39024
えい,広島,2025,4,664,45162
えい,広島,2025,5,176,12448
えい,広島,2025,6,133,14962
えい,広島,2025,7,318,34896
えい,広島,2025,8,140,16816
えい,広島,2025,9,122,15982
えい,広島,2025,10,113,15953
えい,広島,2025,11,263,23718
えい,広島,2025,12,252,21828
さけ,合計,2025,1,1299,2421218
さけ,合計,2025,2,1383,2584274
さけ,合計,2025,3,1496,2811774
さけ,合計,2025,4,1897,3516063
さけ,合計,2025,5,1581,2950187
さけ,合計,2025,6,1536,2898560
さけ,合計,2025,7,1602,3027599
さけ,合計,2025,8,2196,4084811
さけ,合計,2025,9,1625,3056463
さけ,合計,2025,10,1885,3566207
さけ,合計,2025,11,1854,3502699
さけ,合計,2025,12,3120,5920305
さけ,東京,2025,1,53,94867
さけ,東京,2025,2,109,198710
さけ,東京,2025,3,55,99824
さけ,東京,2025,4,64,117984
さけ,東京,2025,5,69,126042
さけ,東京,2025,6,84,153381
さけ,東京,2025,7,124,225372
さけ,東京,2025,8,169,308433
さけ,東京,2025,9,110,200136
さけ,東京,2025,10,65,118789
さけ,東京,2025,11,79,145412
さけ,東京,2025,12,11,19278
さけ,広島,2025,1,852,1608704
さけ,広島,2025,2,845,1610105
さけ,広島,2025,3,1086,2064368
さけ,広島,2025,4,1331,2480141
さけ,広島,2025,5,1092,2058157
さけ,広島,2025,6,913,1757829
さけ,広島,2025,7,957,1846928
さけ,広島,2025,8,1526,2860313
さけ,広島,2025,9,1044,1991791
さけ,広島,2025,10,1258,2417743
さけ,広島,2025,11,1270,2432551
さけ,広島,2025,12,2495,4779652
さけ,愛媛,2025,1,393,717647
さけ,愛媛,2025,2,429,775459
さけ,愛媛,2025,3,355,647582
さけ,愛媛,2025,4,501,917938
さけ,愛媛,2025,5,420,765988
さけ,愛媛,2025,6,539,987350
さけ,愛媛,2025,7,521,955299
さけ,愛媛,2025,8,501,916065
さけ,愛媛,2025,9,472,864536
さけ,愛媛,2025,10,563,1029675
さけ,愛媛,2025,11,505,924736
さけ,愛媛,2025,12,615,1121375
ふぐ,合計,2025,1,378,759389
ふぐ,合計,2025,2,503,765731
ふぐ,合計,2025,3,569,792783
ふぐ,合計,2025,4,208,173363
ふぐ,合計,2025,5,41,15682
ふぐ,合計,2025,6,14,5335
ふぐ,合計,2025,7,10,8861
ふぐ,合計,2025,8,1,1620
ふぐ,合計,2025,9,38,90212
ふぐ,合計,2025,10,101,215865
ふぐ,合計,2025,11,151,282531
ふぐ,合計,2025,12,437,1314161
ふぐ,広島,2025,1,373,752909
ふぐ,広島,2025,2,503,765731
ふぐ,広島,2025,3,569,792783
ふぐ,広島,2025,4,208,173363
ふぐ,広島,2025,5,41,15682
ふぐ,広島,2025,6,14,5335
ふぐ,広島,2025,7,10,8861
ふぐ,広島,2025,8,1,1620
ふぐ,広島,2025,9,38,90212
ふぐ,広島,2025,10,101,215865
ふぐ,広島,2025,11,151,282531
ふぐ,広島,2025,12,437,1314161
ふぐ,山口,2025,1,5,6480
いか,合計,2025,1,2819,2911312
いか,合計,2025,2,2826,2865689
いか,合計,2025,3,3444,3742142
いか,合計,2025,4,3968,3774822
いか,合計,2025,5,3282,2937419
いか,合計,2025,6,3016,2920144
いか,合計,2025,7,3218,2934809
いか,合計,2025,8,1863,2218263
いか,合計,2025,9,2139,1889981
いか,合計,2025,10,2072,1713548
いか,合計,2025,11,4000,2932984
いか,合計,2025,12,3813,2628288
いか,広島,2025,1,2740,2857949
いか,広島,2025,2,2740,2793545
いか,広島,2025,3,3185,3453134
いか,広島,2025,4,3651,3534026
いか,広島,2025,5,3276,2934179
いか,広島,2025,6,2701,2647541
いか,広島,2025,7,2880,2623164
いか,広島,2025,8,1772,2100543
いか,広島,2025,9,2101,1824317
いか,広島,2025,10,2030,1673372
いか,広島,2025,11,3918,2861466
いか,広島,2025,12,3697,2559384
いか,山口,2025,1,7,2549
いか,山口,2025,2,2,864
いか,山口,2025,4,114,84844
いか,山口,2025,5,6,3240
いか,山口,2025,6,17,10811
いか,山口,2025,7,2,1361
いか,愛媛,2025,1,48,31104
いか,愛媛,2025,2,85,71280
いか,愛媛,2025,3,95,101088
いか,愛媛,2025,4,203,155952
いか,愛媛,2025,6,297,261792
いか,愛媛,2025,7,336,310284
いか,愛媛,2025,8,91,117720
いか,愛媛,2025,9,39,65664
いか,愛媛,2025,10,42,40176
いか,愛媛,2025,11,82,71518
いか,愛媛,2025,12,117,68904
いか,大分,2025,1,24,19710
いか,大分,2025,3,165,187920
たこ,合計,2025,1,2841,4418753
たこ,合計,2025,2,1888,2882678
たこ,合計,2025,3,2137,3289889
たこ,合計,2025,4,4041,7093471
たこ,合計,2025,5,4814,7729479
たこ,合計,2025,6,4887,7398511
たこ,合計,2025,7,6482,9173524
たこ,合計,2025,8,6675,9594275
たこ,合計,2025,9,5240,6589253
たこ,合計,2025,10,1535,3255783
たこ,合計,2025,11,2349,4696752
たこ,合計,2025,12,3334,6762321
たこ,合計,2025,10,264,481216
たこ,合計,2025,11,500,917942
たこ,合計,2025,12,529,995805
たこ,広島,2025,1,2831,4402963
たこ,広島,2025,2,1856,2831388
たこ,広島,2025,3,2118,3259164
たこ,広島,2025,4,4015,7051092
たこ,広島,2025,5,4788,7702240
たこ,広島,2025,6,4846,7348541
たこ,広島,2025,7,6385,9066854
たこ,広島,2025,8,6672,9592331
たこ,広島,2025,9,5238,6588087
たこ,広島,2025,10,1272,2774567
たこ,広島,2025,11,1849,3778810
たこ,広島,2025,12,2806,5766516
たこ,山口,2025,1,1,1123
たこ,山口,2025,2,1,454
たこ,山口,2025,7,1,594
たこ,山口,2025,8,3,1944
たこ,山口,2025,9,2,1166
たこ,愛媛,2025,1,9,14667
たこ,愛媛,2025,2,32,50836
たこ,愛媛,2025,3,19,30725
たこ,愛媛,2025,4,27,42379
たこ,愛媛,2025,5,26,27239
たこ,愛媛,2025,6,41,49970
たこ,愛媛,2025,7,96,106076
かに,合計,2025,1,334,505330
かに,合計,2025,2,204,330840
かに,合計,2025,3,207,360821
かに,合計,2025,4,194,271480
かに,合計,2025,5,114,125680
かに,合計,2025,6,259,236646
かに,合計,2025,7,289,263258
かに,合計,2025,8,254,284362
かに,合計,2025,9,334,512623
かに,合計,2025,10,571,1438670
かに,合計,2025,11,238,448921
かに,合計,2025,12,303,758498
かに,広島,2025,1,334,505330
かに,広島,2025,2,204,330840
かに,広島,2025,3,207,360821
かに,広島,2025,4,194,271480
かに,広島,2025,5,114,125680
かに,広島,2025,6,259,236646
かに,広島,2025,7,289,263258
かに,広島,2025,8,254,284362
かに,広島,2025,9,334,512623
かに,広島,2025,10,531,1269650
かに,広島,2025,11,238,448921
かに,広島,2025,12,303,758498
かに,山口,2025,10,40,169020
うに,合計,2025,1,21,474228
うに,合計,2025,2,20,449874
うに,合計,2025,3,22,478170
うに,合計,2025,4,28,604800
うに,合計,2025,5,27,690606
うに,合計,2025,6,32,1034694
うに,合計,2025,7,32,957798
うに,合計,2025,8,32,993816
うに,合計,2025,9,22,657504
うに,合計,2025,10,20,410076
うに,合計,2025,11,18,309096
うに,合計,2025,12,34,792828
うに,東京,2025,1,14,310122
うに,東京,2025,2,11,239922
うに,東京,2025,3,11,257796
うに,東京,2025,4,19,422604
うに,東京,2025,5,18,269190
うに,東京,2025,6,16,263682
うに,東京,2025,7,13,189270
うに,東京,2025,8,15,249156
うに,東京,2025,9,12,206388
うに,東京,2025,10,15,216216
うに,東京,2025,11,14,165132
うに,東京,2025,12,30,624780
うに,広島,2025,1,1,12960
うに,広島,2025,2,3,102492
うに,広島,2025,3,3,77058
うに,広島,2025,4,6,132786
うに,広島,2025,5,1,23004
うに,広島,2025,6,1,47520
うに,広島,2025,7,1,12960
うに,広島,2025,8,1,6480
うに,広島,2025,9,2,101088
うに,広島,2025,10,1,34236
うに,広島,2025,11,1,17712
うに,広島,2025,12,1,71820
うに,愛媛,2025,1,7,151146
うに,愛媛,2025,2,6,107460
うに,愛媛,2025,3,9,143316
うに,愛媛,2025,4,3,49410
うに,愛媛,2025,5,9,398412
うに,愛媛,2025,6,15,723492
うに,愛媛,2025,7,19,755568
うに,愛媛,2025,8,16,738180
うに,愛媛,2025,9,7,350028
うに,愛媛,2025,10,4,159624
うに,愛媛,2025,11,4,126252
うに,愛媛,2025,12,3,96228
なまこ,合計,2025,1,1049,1828371
なまこ,合計,2025,2,1099,1499698
なまこ,合計,2025,3,792,1017219
なまこ,合計,2025,4,18,18792
なまこ,合計,2025,11,43,54854
なまこ,合計,2025,12,1545,4287245
なまこ,広島,2025,1,560,1087340
なまこ,広島,2025,2,597,850078
なまこ,広島,2025,3,381,534459
なまこ,広島,2025,4,6,5184
なまこ,広島,2025,11,30,27724
なまこ,広島,2025,12,1380,4012039
なまこ,山口,2025,12,17,20596
なまこ,愛媛,2025,1,489,741031
なまこ,愛媛,2025,2,502,649620
なまこ,愛媛,2025,3,412,482760
なまこ,愛媛,2025,4,12,13608
なまこ,愛媛,2025,11,13,27130
なまこ,愛媛,2025,12,97,177066
なまこ,大分,2025,12,51,77544
えび,合計,2025,1,1292,2226578
えび,合計,2025,2,1098,2117796
えび,合計,2025,3,812,1614270
えび,合計,2025,4,842,1699628
えび,合計,2025,5,1276,2731711
えび,合計,2025,6,1349,2738041
えび,合計,2025,7,2807,4580194
えび,合計,2025,8,2705,4085010
えび,合計,2025,9,1101,1894635
えび,合計,2025,10,3255,5113661
えび,合計,2025,11,5162,6351537
えび,合計,2025,12,3859,5875722
えび,広島,2025,1,1096,1987239
えび,広島,2025,2,1025,1980787
えび,広島,2025,3,803,1567938
えび,広島,2025,4,833,1656212
えび,広島,2025,5,1269,2691384
えび,広島,2025,6,1344,2709518
えび,広島,2025,7,2800,4540407
えび,広島,2025,8,2699,4053193
えび,広島,2025,9,1097,1875357
えび,広島,2025,10,3250,5089771
