品目,産地,年,月,数量_kg,金額_円
ヤズ,合計,2025,4,44,25208
ヤズ,合計,2025,5,286,102331
ヤズ,合計,2025,6,147,55655
ヤズ,合計,2025,7,29,13467
ヤズ,合計,2025,8,49,28771
ヤズ,合計,2025,12,22,18533
ヤズ,広島,2025,1,65,37260
ヤズ,広島,2025,3,11,9363
ヤズ,広島,2025,4,22,14094
ヤズ,広島,2025,5,249,87415
ヤズ,広島,2025,6,147,55655
ヤズ,広島,2025,7,29,13467
ヤズ,広島,2025,8,49,28771
ヤズ,広島,2025,12,22,18533
ヤズ,愛媛,2025,1,22,11740
ヤズ,愛媛,2025,3,10,6221
ヤズ,愛媛,2025,4,22,11114
ヤズ,愛媛,2025,5,37,14916
はまち,合計,2025,1,3314,5967745
はまち,合計,2025,2,2574,5043558
はまち,合計,2025,3,3160,6113748
はまち,合計,2025,4,3276,6022641
はまち,合計,2025,5,3287,6559993
はまち,合計,2025,6,2388,5304200
はまち,合計,2025,7,2280,5051997
はまち,合計,2025,8,2919,6457070
はまち,合計,2025,9,2210,4914446
はまち,合計,2025,10,3038,5892205
はまち,合計,2025,11,2817,5783867
はまち,合計,2025,12,3477,7586424
はまち,広島,2025,1,983,894544
はまち,広島,2025,2,485,498957
はまち,広島,2025,3,877,927440
はまち,広島,2025,4,1221,1157587
はまち,広島,2025,5,1065,1212709
はまち,広島,2025,6,589,892998
はまち,広島,2025,7,577,860325
はまち,広島,2025,8,857,1316661
はまち,広島,2025,9,605,863884
はまち,広島,2025,10,1269,1426890
はまち,広島,2025,11,1062,1357184
はまち,広島,2025,12,1279,1987522
はまち,愛媛,2025,1,2331,5073201
はまち,愛媛,2025,2,2089,4544601
はまち,愛媛,2025,3,2283,5186308
はまち,愛媛,2025,4,2055,4865054
はまち,愛媛,2025,5,2222,5347284
はまち,愛媛,2025,6,1799,4411202
はまち,愛媛,2025,7,1703,4191672
はまち,愛媛,2025,8,2062,5140409
はまち,愛媛,2025,9,1605,4050562
はまち,愛媛,2025,10,1769,4465315
はまち,愛媛,2025,11,1755,4426683
はまち,愛媛,2025,12,2199,5598902
ぶり,合計,2025,1,604,1314313
ぶり,合計,2025,2,316,838078
ぶり,合計,2025,3,284,709481
ぶり,合計,2025,4,241,709691
ぶり,合計,2025,5,184,547620
ぶり,合計,2025,6,429,640722
ぶり,合計,2025,7,329,536422
ぶり,合計,2025,8,282,574653
ぶり,合計,2025,9,308,550294
ぶり,合計,2025,10,299,732436
ぶり,合計,2025,11,299,688573
ぶり,合計,2025,12,2967,7947951
ぶり,東京,2025,1,139,390842
ぶり,東京,2025,2,174,486117
ぶり,東京,2025,3,217,609143
ぶり,東京,2025,4,231,690791
ぶり,東京,2025,5,180,539682
ぶり,東京,2025,6,145,435924
ぶり,東京,2025,7,133,425031
ぶり,東京,2025,8,135,438374
ぶり,東京,2025,9,135,439490
ぶり,東京,2025,10,190,619285
ぶり,東京,2025,11,172,558119
ぶり,東京,2025,12,660,2274730
ぶり,広島,2025,1,464,923471
ぶり,広島,2025,2,143,351961
ぶり,広島,2025,3,67,100338
ぶり,広島,2025,4,10,18900
ぶり,広島,2025,5,4,7938
ぶり,広島,2025,6,284,204798
ぶり,広島,2025,7,195,111391
ぶり,広島,2025,8,146,136279
ぶり,広島,2025,9,173,110804
ぶり,広島,2025,10,109,113151
ぶり,広島,2025,11,127,130454
ぶり,広島,2025,12,2307,5673221
まなかつお,合計,2025,1,502,1707331
まなかつお,合計,2025,2,498,1558499
まなかつお,合計,2025,3,556,1658233
まなかつお,合計,2025,4,152,598645
まなかつお,合計,2025,5,88,253216
まなかつお,合計,2025,6,5,18252
まなかつお,合計,2025,7,11,12799
まなかつお,合計,2025,8,79,138662
まなかつお,合計,2025,9,179,212127
まなかつお,合計,2025,10,164,232991
まなかつお,合計,2025,11,227,457176
まなかつお,合計,2025,12,812,2569605
まなかつお,広島,2025,1,502,1707331
まなかつお,広島,2025,2,498,1558499
まなかつお,広島,2025,3,556,1658233
まなかつお,広島,2025,4,152,598645
まなかつお,広島,2025,5,88,253216
まなかつお,広島,2025,6,5,18252
まなかつお,広島,2025,7,11,12799
まなかつお,広島,2025,8,79,138662
まなかつお,広島,2025,9,179,212127
まなかつお,広島,2025,10,164,232991
まなかつお,広島,2025,11,227,457176
まなかつお,広島,2025,12,812,2569605
かつお,合計,2025,1,24,36147
かつお,合計,2025,2,8,8078
かつお,合計,2025,3,129,152448
かつお,合計,2025,4,94,118922
かつお,合計,2025,5,231,224089
かつお,合計,2025,6,137,166191
かつお,合計,2025,7,135,167438
かつお,合計,2025,8,268,299115
かつお,合計,2025,9,201,223133
かつお,合計,2025,10,224,235605
かつお,合計,2025,11,171,204205
かつお,合計,2025,12,201,206200
かつお,広島,2025,1,24,36147
かつお,広島,2025,2,8,8078
かつお,広島,2025,3,129,152448
かつお,広島,2025,4,94,118922
かつお,広島,2025,5,231,224089
かつお,広島,2025,6,137,166191
かつお,広島,2025,7,135,167438
かつお,広島,2025,8,268,299115
かつお,広島,2025,9,201,223133
かつお,広島,2025,10,224,235605
かつお,広島,2025,11,171,204205
かつお,広島,2025,12,201,206200
かじき,合計,2025,1,50,130680
かじき,合計,2025,2,35,93420
かじき,合計,2025,3,108,312055
かじき,合計,2025,4,55,161460
かじき,合計,2025,5,40,113400
かじき,合計,2025,6,35,94500
かじき,合計,2025,7,35,94500
かじき,合計,2025,8,45,137614
かじき,合計,2025,9,35,94500
かじき,合計,2025,10,50,148122
かじき,合計,2025,11,25,67500
かじき,合計,2025,12,91,270119
かじき,広島,2025,3,48,154375
かじき,広島,2025,4,10,35100
かじき,広島,2025,5,5,18900
かじき,広島,2025,6,5,13500
かじき,広島,2025,7,35,94500
かじき,広島,2025,8,45,137614
かじき,広島,2025,9,35,94500
かじき,広島,2025,10,45,143262
かじき,広島,2025,11,25,67500
かじき,広島,2025,12,91,270119
かじき,福岡,2025,1,50,130680
かじき,福岡,2025,2,35,93420
かじき,福岡,2025,3,60,157680
かじき,福岡,2025,4,45,126360
かじき,福岡,2025,5,35,94500
かじき,福岡,2025,6,30,81000
かじき,福岡,2025,10,5,4860
まぐろ,合計,2025,1,134,741158
まぐろ,合計,2025,2,110,677462
まぐろ,合計,2025,3,102,610276
まぐろ,合計,2025,4,187,1124651
まぐろ,合計,2025,5,122,824394
まぐろ,合計,2025,6,100,627631
まぐろ,合計,2025,7,91,625275
まぐろ,合計,2025,8,127,859518
まぐろ,合計,2025,9,105,700434
まぐろ,合計,2025,10,97,641266
まぐろ,合計,2025,11,86,553647
まぐろ,合計,2025,12,238,1187881
まぐろ,広島,2025,1,134,741158
まぐろ,広島,2025,2,110,677462
まぐろ,広島,2025,3,102,610276
まぐろ,広島,2025,4,187,1124651
まぐろ,広島,2025,5,122,824394
まぐろ,広島,2025,6,100,627631
まぐろ,広島,2025,7,91,625275
まぐろ,広島,2025,8,127,859518
まぐろ,広島,2025,9,105,700434
まぐろ,広島,2025,10,97,641266
まぐろ,広島,2025,11,86,553647
まぐろ,広島,2025,12,238,1187881
いさき,合計,2025,1,176,292723
いさき,合計,2025,2,152,245244
いさき,合計,2025,3,364,585074
いさき,合計,2025,4,280,451579
いさき,合計,2025,5,445,641065
いさき,合計,2025,6,369,480889
いさき,合計,2025,7,229,285856
いさき,合計,2025,8,32,35154
いさき,合計,2025,9,63,44492
いさき,合計,2025,10,100,72370
いさき,合計,2025,11,46,36944
いさき,合計,2025,12,43,33973
いさき,広島,2025,1,91,160259
いさき,広島,2025,2,78,134904
いさき,広島,2025,3,185,308001
いさき,広島,2025,4,137,234758
いさき,広島,2025,5,251,359605
いさき,広島,2025,6,239,290040
いさき,広島,2025,7,196,233087
いさき,広島,2025,8,32,35154
いさき,広島,2025,9,60,43423
いさき,広島,2025,10,100,72370
いさき,広島,2025,11,46,36944
いさき,広島,2025,12,43,33973
いさき,山口,2025,9,3,1069
いさき,愛媛,2025,1,85,132464
いさき,愛媛,2025,2,73,110340
いさき,愛媛,2025,3,179,277073
いさき,愛媛,2025,4,143,216821
いさき,愛媛,2025,5,193,281460
いさき,愛媛,2025,6,129,190849
いさき,愛媛,2025,7,33,52769
たちうお,合計,2025,1,445,735223
たちうお,合計,2025,2,240,461127
たちうお,合計,2025,3,416,733909
たちうお,合計,2025,4,249,442011
たちうお,合計,2025,5,205,409920
たちうお,合計,2025,6,142,320390
たちうお,合計,2025,7,104,265551
たちうお,合計,2025,8,138,317137
たちうお,合計,2025,9,227,557885
たちうお,合計,2025,10,262,578832
たちうお,合計,2025,11,260,480353
たちうお,合計,2025,12,480,662042
たちうお,広島,2025,1,418,708785
たちうお,広島,2025,2,240,461127
たちうお,広島,2025,3,416,733909
たちうお,広島,2025,4,249,442011
たちうお,広島,2025,5,205,409920
たちうお,広島,2025,6,142,320390
たちうお,広島,2025,7,104,265551
たちうお,広島,2025,8,138,317137
たちうお,広島,2025,9,227,557885
たちうお,広島,2025,10,262,578832
たちうお,広島,2025,11,260,480353
たちうお,広島,2025,12,480,662042
たちうお,愛媛,2025,1,27,26438
ぼら,合計,2025,1,79,35792
ぼら,合計,2025,2,14,3650
ぼら,合計,2025,3,335,135960
ぼら,合計,2025,4,423,146612
ぼら,合計,2025,5,164,41131
ぼら,合計,2025,6,40,10542
ぼら,合計,2025,7,32,8057
ぼら,合計,2025,9,40,13867
ぼら,合計,2025,10,334,122212
ぼら,合計,2025,11,457,169361
ぼら,合計,2025,12,784,204661
ぼら,広島,2025,1,79,35792
ぼら,広島,2025,2,14,3650
ぼら,広島,2025,3,335,135960
ぼら,広島,2025,4,423,146612
ぼら,広島,2025,5,164,41131
ぼら,広島,2025,6,40,10542
ぼら,広島,2025,7,32,8057
ぼら,広島,2025,9,40,13867
ぼら,広島,2025,10,334,122212
ぼら,広島,2025,11,457,169361
ぼら,広島,2025,12,784,204661
たい,合計,2025,1,13348,16305463
たい,合計,2025,2,10578,13181511
たい,合計,2025,3,11764,15479680
たい,合計,2025,4,13146,15220027
たい,合計,2025,5,11369,13777746
たい,合計,2025,6,8541,11042222
たい,合計,2025,7,7675,10504960
たい,合計,2025,8,10638,14112643
たい,合計,2025,9,10360,12396362
たい,合計,2025,10,9356,12915464
たい,合計,2025,11,8406,12563926
たい,合計,2025,12,11353,16515374
たい,広島,2025,1,7753,8661824
たい,広島,2025,2,5919,6817363
たい,広島,2025,3,6212,7829853
たい,広島,2025,4,8523,8903110
たい,広島,2025,5,6406,7006292
たい,広島,2025,6,4419,5431132
たい,広島,2025,7,3552,4879553
たい,広島,2025,8,5156,6618447
たい,広島,2025,9,5964,6349564
たい,広島,2025,10,4525,6253448
たい,広島,2025,11,3531,5859740
たい,広島,2025,12,5441,8390284
たい,愛媛,2025,1,5595,7643639
たい,愛媛,2025,2,4659,6364148
たい,愛媛,2025,3,5552,7649827
たい,愛媛,2025,4,4623,6316917
たい,愛媛,2025,5,4963,6771454
たい,愛媛,2025,6,4122,5611090
たい,愛媛,2025,7,4122,5625407
たい,愛媛,2025,8,5483,7494196
たい,愛媛,2025,9,4396,6046798
たい,愛媛,2025,10,4831,6662016
たい,愛媛,2025,11,4875,6704186
たい,愛媛,2025,12,5912,8125090
ちだい,合計,2025,1,204,87494
ちだい,合計,2025,2,139,72157
ちだい,合計,2025,3,123,63560
ちだい,合計,2025,4,530,177161
ちだい,合計,2025,5,393,123608
ちだい,合計,2025,6,234,105166
ちだい,合計,2025,7,161,77737
ちだい,合計,2025,8,148,68098
ちだい,合計,2025,9,164,85182
ちだい,合計,2025,10,256,120807
ちだい,合計,2025,11,144,78289
ちだい,合計,2025,12,349,188571
ちだい,広島,2025,1,204,87494
ちだい,広島,2025,2,139,72157
ちだい,広島,2025,3,123,63560
ちだい,広島,2025,4,530,177161
ちだい,広島,2025,5,393,123608
ちだい,広島,2025,6,234,105166
ちだい,広島,2025,7,161,77737
ちだい,広島,2025,8,148,68098
ちだい,広島,2025,9,164,85182
ちだい,広島,2025,10,256,120807
ちだい,広島,2025,11,144,78289
ちだい,広島,2025,12,349,188571
ちぬ,合計,2025,1,706,364902
ちぬ,合計,2025,2,694,392074
ちぬ,合計,2025,3,1238,738437
ちぬ,合計,2025,4,1758,970509
ちぬ,合計,2025,5,1048,502297
ちぬ,合計,2025,6,801,416788
ちぬ,合計,2025,7,603,340909
ちぬ,合計,2025,8,431,295566
ちぬ,合計,2025,9,818,454889
ちぬ,合計,2025,10,600,376307
ちぬ,合計,2025,11,369,256242
ちぬ,合計,2025,12,332,178689
ちぬ,広島,2025,1,692,354923
ちぬ,広島,2025,2,694,392074
ちぬ,広島,2025,3,1214,718904
ちぬ,広島,2025,4,1726,945569
ちぬ,広島,2025,5,984,467026
ちぬ,広島,2025,6,764,394114
ちぬ,広島,2025,7,585,330854
ちぬ,広島,2025,8,431,295566
ちぬ,広島,2025,9,818,454889
ちぬ,広島,2025,10,600,376307
ちぬ,広島,2025,11,369,256242
ちぬ,広島,2025,12,332,178689
ちぬ,愛媛,2025,1,14,9979
ちぬ,愛媛,2025,3,24,19533
ちぬ,愛媛,2025,4,32,24940
ちぬ,愛媛,2025,5,64,35271
ちぬ,愛媛,2025,6,36,22674
ちぬ,愛媛,2025,7,18,10055
れんこ,合計,2025,1,36,30992
れんこ,合計,2025,2,215,92448
れんこ,合計,2025,3,164,94712
れんこ,合計,2025,4,296,156181
れんこ,合計,2025,5,132,69948
れんこ,合計,2025,6,12,13000
れんこ,合計,2025,7,95,61744
れんこ,合計,2025,8,119,72030
れんこ,合計,2025,9,79,45114
れんこ,合計,2025,10,218,117169
れんこ,合計,2025,11,279,136735
れんこ,合計,2025,12,88,56585
れんこ,広島,2025,1,36,30992
れんこ,広島,2025,2,215,92448
れんこ,広島,2025,3,164,94712
れんこ,広島,2025,4,296,156181
れんこ,広島,2025,5,132,69948
れんこ,広島,2025,6,12,13000
れんこ,広島,2025,7,95,61744
れんこ,広島,2025,8,119,72030
れんこ,広島,2025,9,79,45114
れんこ,広島,2025,10,218,117169
れんこ,広島,2025,11,279,136735
れんこ,広島,2025,12,88,56585
めんたい,合計,2025,1,406,453263
めんたい,合計,2025,2,213,288765
めんたい,合計,2025,3,115,204332
めんたい,合計,2025,4,130,242986
めんたい,合計,2025,5,292,402210
めんたい,合計,2025,6,25,51743
めんたい,合計,2025,7,3,5940
めんたい,合計,2025,8,134,279541
めんたい,合計,2025,9,259,414178
めんたい,合計,2025,10,561,572297
めんたい,合計,2025,11,340,467507
めんたい,合計,2025,12,517,684127
めんたい,広島,2025,1,406,453263
めんたい,広島,2025,2,213,288765
めんたい,広島,2025,3,115,204332
めんたい,広島,2025,4,130,242986
めんたい,広島,2025,5,292,402210
めんたい,広島,2025,6,25,51743
めんたい,広島,2025,7,3,5940
めんたい,広島,2025,8,134,279541
めんたい,広島,2025,9,259,414178
めんたい,広島,2025,10,561,572297
めんたい,広島,2025,11,340,467507
めんたい,広島,2025,12,517,684127
すずき,合計,2025,1,995,618911
すずき,合計,2025,2,474,331122
すずき,合計,2025,3,905,725131
すずき,合計,2025,4,1433,1048282
すずき,合計,2025,5,528,375976
すずき,合計,2025,6,502,411384
すずき,合計,2025,7,743,622048
すずき,合計,2025,8,220,196096
すずき,合計,2025,9,249,191676
すずき,合計,2025,10,303,258972
すずき,合計,2025,11,498,405460
すずき,合計,2025,12,3437,2185396
すずき,広島,2025,1,995,618911
すずき,広島,2025,2,474,331122
すずき,広島,2025,3,905,725131
すずき,広島,2025,4,1430,1045690
すずき,広島,2025,5,528,375976
すずき,広島,2025,6,495,398532
すずき,広島,2025,7,740,615989
すずき,広島,2025,8,220,196096
すずき,広島,2025,9,249,191676
すずき,広島,2025,10,303,258972
すずき,広島,2025,11,498,405460
すずき,広島,2025,12,3437,2185396
すずき,愛媛,2025,4,2,2592
すずき,愛媛,2025,6,7,12852
すずき,愛媛,2025,7,3,6059
ぐち,合計,2025,1,16,3174
ぐち,合計,2025,2,6,2895
ぐち,合計,2025,3,16,9147
ぐち,合計,2025,4,3,1209
ぐち,合計,2025,5,3,583
ぐち,合計,2025,6,9,2690
ぐち,合計,2025,7,9,2408
ぐち,合計,2025,8,4,1329
ぐち,合計,2025,9,22,6026
ぐち,合計,2025,10,18,9018
ぐち,合計,2025,11,3,627
ぐち,合計,2025,12,9,2446
ぐち,広島,2025,1,16,3174
ぐち,広島,2025,2,6,2895
ぐち,広島,2025,3,16,9147
ぐち,広島,2025,4,3,1209
ぐち,広島,2025,5,3,583
ぐち,広島,2025,6,9,2690
ぐち,広島,2025,7,9,2408
ぐち,広島,2025,8,4,1329
ぐち,広島,2025,9,22,6026
ぐち,広島,2025,10,18,9018
ぐち,広島,2025,11,3,627
ぐち,広島,2025,12,9,2446
はぎ,合計,2025,1,910,1503246
はぎ,合計,2025,2,492,800485
はぎ,合計,2025,3,779,1397475
はぎ,合計,2025,4,2158,2774679
はぎ,合計,2025,5,4468,3508824
はぎ,合計,2025,6,3131,2513252
はぎ,合計,2025,7,825,713265
はぎ,合計,2025,8,400,407123
はぎ,合計,2025,9,398,558344
はぎ,合計,2025,10,1370,2389749
はぎ,合計,2025,11,1320,2496260
はぎ,合計,2025,12,1111,2010080
はぎ,広島,2025,1,910,1503246
はぎ,広島,2025,2,492,800485
はぎ,広島,2025,3,779,1397475
はぎ,広島,2025,4,2158,2774679
はぎ,広島,2025,5,4456,3503224
はぎ,広島,2025,6,3131,2513252
はぎ,広島,2025,7,825,713265
はぎ,広島,2025,8,400,407123
はぎ,広島,2025,9,396,557847
はぎ,広島,2025,10,1369,2389457
はぎ,広島,2025,11,1320,2496260
はぎ,広島,2025,12,1111,2010080
はぎ,山口,2025,9,2,497
はぎ,山口,2025,10,1,292
はぎ,愛媛,2025,5,11,5600
かれい,合計,2025,1,1656,1925824
かれい,合計,2025,2,1637,2015822
かれい,合計,2025,3,4363,4425340
かれい,合計,2025,4,3339,3746128
かれい,合計,2025,5,946,2000792
かれい,合計,2025,6,673,1448244
かれい,合計,2025,7,543,1098461
かれい,合計,2025,8,307,440097
かれい,合計,2025,9,303,379698
かれい,合計,2025,10,372,373812
かれい,合計,2025,11,326,444000
かれい,合計,2025,12,1496,1431733
かれい,広島,2025,1,1656,1925824
かれい,広島,2025,2,1637,2015822
かれい,広島,2025,3,4363,4425340
かれい,広島,2025,4,3339,3746128
かれい,広島,2025,5,946,2000792
かれい,広島,2025,6,673,1448244
かれい,広島,2025,7,543,1098461
かれい,広島,2025,8,307,440097
かれい,広島,2025,9,303,379698
かれい,広島,2025,10,372,373812
かれい,広島,2025,11,326,444000
かれい,広島,2025,12,1496,1431733
ひらめ,合計,2025,1,1431,3570805
ひらめ,合計,2025,2,1006,2547349
ひらめ,合計,2025,3,1406,3519816
ひらめ,合計,2025,4,1455,3364215
ひらめ,合計,2025,5,1330,2925596
ひらめ,合計,2025,6,958,2337974
ひらめ,合計,2025,7,929,2332414
ひらめ,合計,2025,8,1026,2694055
ひらめ,合計,2025,9,846,2201722
ひらめ,合計,2025,10,637,1587462
ひらめ,合計,2025,11,690,1620588
ひらめ,合計,2025,12,1062,2392442
ひらめ,広島,2025,1,743,1341118
ひらめ,広島,2025,2,554,1085881
ひらめ,広島,2025,3,790,1531474
ひらめ,広島,2025,4,872,1481537
ひらめ,広島,2025,5,806,1229599
ひらめ,広島,2025,6,502,864465
ひらめ,広島,2025,7,471,850897
ひらめ,広島,2025,8,366,554609
ひらめ,広島,2025,9,291,435994
ひらめ,広島,2025,10,256,415427
ひらめ,広島,2025,11,296,403635
ひらめ,広島,2025,12,590,919087
ひらめ,山口,2025,9,1,270
ひらめ,愛媛,2025,1,689,2229687
ひらめ,愛媛,2025,2,452,1461468
ひらめ,愛媛,2025,3,616,1988342
ひらめ,愛媛,2025,4,583,1882678
ひらめ,愛媛,2025,5,524,1695997
ひらめ,愛媛,2025,6,455,1473509
ひらめ,愛媛,2025,7,458,1481517
ひらめ,愛媛,2025,8,660,2139446
ひらめ,愛媛,2025,9,555,1765458
ひらめ,愛媛,2025,10,380,1172035
ひらめ,愛媛,2025,11,394,1216953
ひらめ,愛媛,2025,12,471,1473355
めばる,合計,2025,1,284,523254
めばる,合計,2025,2,401,888637
めばる,合計,2025,3,570,1353161
めばる,合計,2025,4,738,1716183
めばる,合計,2025,5,532,1079722
めばる,合計,2025,6,434,959477
めばる,合計,2025,7,548,1323380
めばる,合計,2025,8,558,1286807
めばる,合計,2025,9,415,915945
めばる,合計,2025,10,160,382028
めばる,合計,2025,11,192,357266
めばる,合計,2025,12,701,1226457
めばる,広島,2025,1,284,523254
めばる,広島,2025,2,401,888637
めばる,広島,2025,3,570,1353161
めばる,広島,2025,4,738,1715336
めばる,広島,2025,5,532,1079722
めばる,広島,2025,6,434,959477
めばる,広島,2025,7,548,1323380
めばる,広島,2025,8,558,1286807
めばる,広島,2025,9,415,915945
めばる,広島,2025,10,160,382028
めばる,広島,2025,11,192,357266
めばる,広島,2025,12,701,1226457
めばる,愛媛,2025,4,1,847
ほご,合計,2025,1,320,417403
ほご,合計,2025,2,220,310509
ほご,合計,2025,3,533,722766
ほご,合計,2025,4,703,866095
ほご,合計,2025,5,712,892495
ほご,合計,2025,6,694,865671
ほご,合計,2025,7,371,513687
ほご,合計,2025,8,475,680428
ほご,合計,2025,9,571,711840
ほご,合計,2025,10,275,383002
ほご,合計,2025,11,423,588432
ほご,合計,2025,12,1419,1589885
ほご,広島,2025,1,320,417403
ほご,広島,2025,2,220,310509
ほご,広島,2025,3,516,697742
ほご,広島,2025,4,698,858065
ほご,広島,2025,5,709,890184
ほご,広島,2025,6,694,865671
ほご,広島,2025,7,371,513687
ほご,広島,2025,8,475,680428
ほご,広島,2025,9,570,711462
ほご,広島,2025,10,274,382451
ほご,広島,2025,11,423,588432
ほご,広島,2025,12,1419,1589885
ほご,山口,2025,5,1,151
ほご,山口,2025,9,1,378
ほご,山口,2025,10,2,551
ほご,愛媛,2025,3,18,25024
