品目,産地,年,月,数量_kg,金額_円
めばる,合計,2023,7,1663,2714225
めばる,合計,2023,8,1054,1971025
めばる,合計,2023,9,910,1925902
めばる,合計,2023,10,759,1702015
めばる,合計,2023,11,729,1561960
めばる,合計,2023,12,628,1328415
めばる,広島,2023,1,1346,2042031
めばる,広島,2023,2,1816,2762948
めばる,広島,2023,3,2560,4035287
めばる,広島,2023,4,1832,2929866
めばる,広島,2023,5,1986,3033694
めばる,広島,2023,6,1749,2462904
めばる,広島,2023,7,1663,2714225
めばる,広島,2023,8,1054,1971025
めばる,広島,2023,9,910,1925902
めばる,広島,2023,10,759,1702015
めばる,広島,2023,11,729,1561960
めばる,広島,2023,12,628,1328415
めばる,愛媛,2023,1,26,36045
めばる,愛媛,2023,2,18,28921
めばる,愛媛,2023,3,8,18268
めばる,愛媛,2023,4,1,151
めばる,愛媛,2023,5,13,13922
めばる,愛媛,2023,6,43,50497
ほご,合計,2023,1,641,611823
ほご,合計,2023,2,629,742176
ほご,合計,2023,3,992,1080538
ほご,合計,2023,4,828,928698
ほご,合計,2023,5,867,888491
ほご,合計,2023,6,893,909457
ほご,合計,2023,7,639,696912
ほご,合計,2023,8,442,523127
ほご,合計,2023,9,704,859910
ほご,合計,2023,10,548,705785
ほご,合計,2023,11,450,603388
ほご,合計,2023,12,590,617568
ほご,広島,2023,1,625,593283
ほご,広島,2023,2,620,728655
ほご,広島,2023,3,947,1025064
ほご,広島,2023,4,800,891838
ほご,広島,2023,5,841,858650
ほご,広島,2023,6,837,845950
ほご,広島,2023,7,615,665215
ほご,広島,2023,8,442,523127
ほご,広島,2023,9,704,859910
ほご,広島,2023,10,545,704510
ほご,広島,2023,11,445,596433
ほご,広島,2023,12,588,615073
ほご,山口,2023,4,2,745
ほご,山口,2023,10,3,1275
ほご,山口,2023,11,1,756
ほご,愛媛,2023,1,15,18540
ほご,愛媛,2023,2,9,13521
ほご,愛媛,2023,3,45,55474
ほご,愛媛,2023,4,26,36115
ほご,愛媛,2023,5,26,29841
ほご,愛媛,2023,6,56,63507
ほご,愛媛,2023,7,24,31697
ほご,愛媛,2023,11,3,6199
ほご,愛媛,2023,12,1,2495
あいなめ,合計,2023,1,14,15442
あいなめ,合計,2023,2,12,17199
あいなめ,合計,2023,3,50,87405
あいなめ,合計,2023,4,65,117157
あいなめ,合計,2023,5,102,137784
あいなめ,合計,2023,6,80,95155
あいなめ,合計,2023,7,22,20488
あいなめ,合計,2023,8,26,22853
あいなめ,合計,2023,9,63,57770
あいなめ,合計,2023,10,34,49673
あいなめ,合計,2023,11,23,35277
あいなめ,合計,2023,12,56,79240
あいなめ,広島,2023,1,14,15442
あいなめ,広島,2023,2,12,17199
あいなめ,広島,2023,3,50,87405
あいなめ,広島,2023,4,65,117157
あいなめ,広島,2023,5,102,137784
あいなめ,広島,2023,6,80,95155
あいなめ,広島,2023,7,22,20488
あいなめ,広島,2023,8,26,22853
あいなめ,広島,2023,9,63,57770
あいなめ,広島,2023,10,34,49673
あいなめ,広島,2023,11,23,35277
あいなめ,広島,2023,12,56,79240
おこぜ,合計,2023,1,118,261483
おこぜ,合計,2023,2,207,428445
おこぜ,合計,2023,3,288,618264
おこぜ,合計,2023,4,324,740965
おこぜ,合計,2023,5,949,2022310
おこぜ,合計,2023,6,495,1030602
おこぜ,合計,2023,7,249,595808
おこぜ,合計,2023,8,149,414759
おこぜ,合計,2023,9,269,690978
おこぜ,合計,2023,10,191,422863
おこぜ,合計,2023,11,67,159536
おこぜ,合計,2023,12,82,209631
おこぜ,広島,2023,1,109,245154
おこぜ,広島,2023,2,193,402740
おこぜ,広島,2023,3,253,557267
おこぜ,広島,2023,4,308,715763
おこぜ,広島,2023,5,934,1998928
おこぜ,広島,2023,6,489,1021206
おこぜ,広島,2023,7,249,595808
おこぜ,広島,2023,8,149,414759
おこぜ,広島,2023,9,269,690978
おこぜ,広島,2023,10,191,422863
おこぜ,広島,2023,11,67,159536
おこぜ,広島,2023,12,82,209631
おこぜ,愛媛,2023,1,9,16329
おこぜ,愛媛,2023,2,14,25705
おこぜ,愛媛,2023,3,35,60997
おこぜ,愛媛,2023,4,16,25202
おこぜ,愛媛,2023,5,16,23382
おこぜ,愛媛,2023,6,6,9396
こち,合計,2023,1,1134,566255
こち,合計,2023,2,1502,804419
こち,合計,2023,3,1782,1081814
こち,合計,2023,4,1887,1080183
こち,合計,2023,5,386,285680
こち,合計,2023,6,366,301911
こち,合計,2023,7,205,146448
こち,合計,2023,8,80,63077
こち,合計,2023,9,99,63824
こち,合計,2023,10,56,43151
こち,合計,2023,11,73,58847
こち,合計,2023,12,1105,526920
こち,広島,2023,1,1134,566255
こち,広島,2023,2,1502,804419
こち,広島,2023,3,1782,1081814
こち,広島,2023,4,1887,1080183
こち,広島,2023,5,386,285680
こち,広島,2023,6,365,301738
こち,広島,2023,7,205,146448
こち,広島,2023,8,80,63077
こち,広島,2023,9,99,63824
こち,広島,2023,10,56,43151
こち,広島,2023,11,73,58847
こち,広島,2023,12,1105,526920
こち,山口,2023,6,1,173
たなご,合計,2023,1,39,23021
たなご,合計,2023,2,104,80890
たなご,合計,2023,3,108,61443
たなご,合計,2023,4,218,150419
たなご,合計,2023,5,41,13273
たなご,合計,2023,6,40,22200
たなご,合計,2023,7,103,62713
たなご,合計,2023,8,99,56093
たなご,合計,2023,9,120,63895
たなご,合計,2023,10,127,80497
たなご,合計,2023,11,99,66436
たなご,合計,2023,12,34,23426
たなご,広島,2023,1,39,23021
たなご,広島,2023,2,104,80890
たなご,広島,2023,3,108,61443
たなご,広島,2023,4,218,150419
たなご,広島,2023,5,41,13273
たなご,広島,2023,6,40,22200
たなご,広島,2023,7,103,62713
たなご,広島,2023,8,99,56093
たなご,広島,2023,9,120,63895
たなご,広島,2023,10,127,80497
たなご,広島,2023,11,99,66436
たなご,広島,2023,12,34,23426
べら,合計,2023,3,2,1987
べら,合計,2023,4,33,56244
べら,合計,2023,5,55,122770
べら,合計,2023,6,92,187824
べら,合計,2023,7,45,90786
べら,合計,2023,8,44,87614
べら,合計,2023,9,30,57764
べら,合計,2023,10,211,361286
べら,合計,2023,11,104,175506
べら,合計,2023,12,5,10249
べら,広島,2023,3,2,1987
べら,広島,2023,4,20,36805
べら,広島,2023,5,53,118656
べら,広島,2023,6,77,163944
べら,広島,2023,7,36,76335
べら,広島,2023,8,36,76706
べら,広島,2023,9,24,51694
べら,広島,2023,10,111,204448
べら,広島,2023,11,63,114454
べら,広島,2023,12,5,10249
べら,山口,2023,4,13,19439
べら,山口,2023,5,3,4114
べら,山口,2023,6,13,20780
べら,山口,2023,10,100,156838
べら,山口,2023,11,41,61052
べら,愛媛,2023,6,2,3100
べら,愛媛,2023,7,10,14451
べら,愛媛,2023,8,8,10908
べら,愛媛,2023,9,6,6070
むつ,合計,2023,11,13,9325
むつ,広島,2023,11,13,9325
さごし,合計,2023,1,288,306395
さごし,合計,2023,2,94,107691
さごし,合計,2023,4,24,28595
さごし,合計,2023,5,24,21951
さごし,合計,2023,6,34,37292
さごし,合計,2023,7,34,40044
さごし,合計,2023,8,19,22911
さごし,合計,2023,9,100,64024
さごし,合計,2023,10,83,66299
さごし,合計,2023,11,206,144002
さごし,合計,2023,12,166,119460
さごし,広島,2023,1,182,193586
さごし,広島,2023,2,94,107691
さごし,広島,2023,4,24,28595
さごし,広島,2023,5,24,21951
さごし,広島,2023,6,34,37292
さごし,広島,2023,7,34,40044
さごし,広島,2023,8,19,22911
さごし,広島,2023,9,100,64024
さごし,広島,2023,10,82,64938
さごし,広島,2023,11,176,124357
さごし,広島,2023,12,162,116544
さごし,山口,2023,10,2,1361
さごし,山口,2023,11,30,19645
さごし,山口,2023,12,4,2916
さごし,愛媛,2023,1,106,112809
はも,合計,2023,1,118,25722
はも,合計,2023,2,5,928
はも,合計,2023,3,52,35227
はも,合計,2023,4,263,212284
はも,合計,2023,5,930,644363
はも,合計,2023,6,1791,1341493
はも,合計,2023,7,4063,2064568
はも,合計,2023,8,2955,1734712
はも,合計,2023,9,2662,1307942
はも,合計,2023,10,2711,1065851
はも,合計,2023,11,1784,497453
はも,合計,2023,12,1343,317269
はも,広島,2023,1,118,25722
はも,広島,2023,2,5,928
はも,広島,2023,3,52,35227
はも,広島,2023,4,263,212284
はも,広島,2023,5,930,644363
はも,広島,2023,6,1791,1341493
はも,広島,2023,7,4063,2064568
はも,広島,2023,8,2955,1734712
はも,広島,2023,9,2662,1307942
はも,広島,2023,10,2711,1065851
はも,広島,2023,11,1784,497453
はも,広島,2023,12,1343,317269
あなご,合計,2023,1,456,666365
あなご,合計,2023,2,239,413626
あなご,合計,2023,3,327,496271
あなご,合計,2023,4,369,577022
あなご,合計,2023,5,356,579469
あなご,合計,2023,6,172,228434
あなご,合計,2023,7,38,111240
あなご,合計,2023,8,241,479686
あなご,合計,2023,9,101,209668
あなご,合計,2023,10,203,398065
あなご,合計,2023,11,165,289432
あなご,合計,2023,12,327,940914
あなご,広島,2023,1,440,635823
あなご,広島,2023,2,239,413626
あなご,広島,2023,3,303,450634
あなご,広島,2023,4,369,577022
あなご,広島,2023,5,356,579469
あなご,広島,2023,6,172,228434
あなご,広島,2023,7,38,111240
あなご,広島,2023,8,225,450829
あなご,広島,2023,9,101,209668
あなご,広島,2023,10,203,398065
あなご,広島,2023,11,165,289432
あなご,広島,2023,12,327,940914
あなご,福岡,2023,1,16,30542
あなご,福岡,2023,3,24,45637
あなご,福岡,2023,8,16,28857
えい,合計,2023,1,267,48811
えい,合計,2023,2,363,60405
えい,合計,2023,3,443,65432
えい,合計,2023,4,293,40073
えい,合計,2023,5,43,5247
えい,合計,2023,6,83,11464
えい,合計,2023,7,95,21056
えい,合計,2023,8,47,14062
えい,合計,2023,9,21,4369
えい,合計,2023,10,29,7938
えい,合計,2023,11,85,14948
えい,合計,2023,12,500,97177
えい,広島,2023,1,267,48811
えい,広島,2023,2,363,60405
えい,広島,2023,3,443,65432
えい,広島,2023,4,293,40073
えい,広島,2023,5,43,5247
えい,広島,2023,6,83,11464
えい,広島,2023,7,95,21056
えい,広島,2023,8,47,14062
えい,広島,2023,9,21,4369
えい,広島,2023,10,29,7938
えい,広島,2023,11,85,14948
えい,広島,2023,12,500,97177
さけ,合計,2023,1,1129,2827712
さけ,合計,2023,2,1302,3338780
さけ,合計,2023,3,1333,3816224
さけ,合計,2023,4,1253,3797070
さけ,合計,2023,5,1034,3222597
さけ,合計,2023,6,1046,3172298
さけ,合計,2023,7,1008,2732884
さけ,合計,2023,8,1381,3761355
さけ,合計,2023,9,1205,3224532
さけ,合計,2023,10,1300,3431790
さけ,合計,2023,11,1168,3123157
さけ,合計,2023,12,2016,5628029
さけ,広島,2023,1,753,1841392
さけ,広島,2023,2,964,2455441
さけ,広島,2023,3,1200,3408556
さけ,広島,2023,4,976,2907605
さけ,広島,2023,5,706,2174565
さけ,広島,2023,6,643,1927009
さけ,広島,2023,7,552,1508926
さけ,広島,2023,8,764,2105337
さけ,広島,2023,9,711,1898681
さけ,広島,2023,10,796,2075201
さけ,広島,2023,11,693,1845738
さけ,広島,2023,12,1063,3062338
さけ,愛媛,2023,1,376,986320
さけ,愛媛,2023,2,338,883339
さけ,愛媛,2023,3,133,407668
さけ,愛媛,2023,4,278,889465
さけ,愛媛,2023,5,328,1048032
さけ,愛媛,2023,6,403,1245289
さけ,愛媛,2023,7,456,1223958
さけ,愛媛,2023,8,616,1656018
さけ,愛媛,2023,9,493,1325851
さけ,愛媛,2023,10,503,1356589
さけ,愛媛,2023,11,475,1277419
さけ,愛媛,2023,12,953,2565691
ふぐ,合計,2023,1,447,786318
ふぐ,合計,2023,2,686,825095
ふぐ,合計,2023,3,950,866293
ふぐ,合計,2023,4,317,295542
ふぐ,合計,2023,5,100,85422
ふぐ,合計,2023,6,54,61636
ふぐ,合計,2023,7,59,47292
ふぐ,合計,2023,8,58,135733
ふぐ,合計,2023,9,31,29149
ふぐ,合計,2023,10,155,187656
ふぐ,合計,2023,11,290,485988
ふぐ,合計,2023,12,481,852050
ふぐ,広島,2023,1,447,786318
ふぐ,広島,2023,2,686,825095
ふぐ,広島,2023,3,950,866293
ふぐ,広島,2023,4,317,295542
ふぐ,広島,2023,5,100,85422
ふぐ,広島,2023,6,54,61636
ふぐ,広島,2023,7,59,47292
ふぐ,広島,2023,8,58,135733
ふぐ,広島,2023,9,31,29149
ふぐ,広島,2023,10,155,187656
ふぐ,広島,2023,11,290,485988
ふぐ,広島,2023,12,481,852050
いか,合計,2023,1,2671,2951005
いか,合計,2023,2,1738,2342629
いか,合計,2023,3,1670,2731934
いか,合計,2023,4,1790,3015596
いか,合計,2023,5,2197,3112788
いか,合計,2023,6,2921,3369111
いか,合計,2023,7,3003,3326066
いか,合計,2023,8,1256,1915552
いか,合計,2023,9,2494,2876175
いか,合計,2023,10,2983,3346333
いか,合計,2023,11,3497,3527117
いか,合計,2023,12,6923,5884073
いか,広島,2023,1,2671,2951005
いか,広島,2023,2,1738,2342629
いか,広島,2023,3,1641,2689922
いか,広島,2023,4,1790,3015596
いか,広島,2023,5,2123,3067212
いか,広島,2023,6,2921,3369111
いか,広島,2023,7,2772,3020372
いか,広島,2023,8,1228,1878832
いか,広島,2023,9,2494,2876175
いか,広島,2023,10,2942,3312085
いか,広島,2023,11,3363,3411806
いか,広島,2023,12,6766,5718185
いか,山口,2023,5,45,22248
いか,愛媛,2023,3,14,19656
いか,愛媛,2023,7,231,305694
いか,愛媛,2023,8,28,36720
いか,愛媛,2023,10,41,34248
いか,愛媛,2023,11,134,115311
いか,愛媛,2023,12,157,165888
いか,大分,2023,3,15,22356
いか,大分,2023,5,30,23328
たこ,合計,2023,1,1649,3070326
たこ,合計,2023,2,1237,2273657
たこ,合計,2023,3,1372,2596947
たこ,合計,2023,4,2258,4156892
たこ,合計,2023,5,2901,5145593
たこ,合計,2023,6,3615,6507441
たこ,合計,2023,7,3711,6701532
たこ,合計,2023,8,2979,5565935
たこ,合計,2023,9,2336,3846915
たこ,合計,2023,10,483,1008054
たこ,合計,2023,11,940,2077516
たこ,合計,2023,12,1258,3219635
たこ,広島,2023,1,1649,3070326
たこ,広島,2023,2,1237,2273657
たこ,広島,2023,3,1372,2596947
たこ,広島,2023,4,2258,4156892
たこ,広島,2023,5,2795,4919052
たこ,広島,2023,6,3358,5962407
たこ,広島,2023,7,3642,6557174
たこ,広島,2023,8,2948,5507156
たこ,広島,2023,9,2336,3846915
たこ,広島,2023,10,483,1008054
たこ,広島,2023,11,940,2077516
たこ,広島,2023,12,1258,3219635
たこ,愛媛,2023,5,107,226541
たこ,愛媛,2023,6,257,545034
たこ,愛媛,2023,7,68,144358
たこ,愛媛,2023,8,31,58779
かに,合計,2023,1,56,164128
かに,合計,2023,2,74,244256
かに,合計,2023,3,79,231676
かに,合計,2023,4,106,239490
かに,合計,2023,5,23,32746
かに,合計,2023,6,46,70676
かに,合計,2023,7,155,276986
かに,合計,2023,8,89,165513
かに,合計,2023,9,264,563590
かに,合計,2023,10,215,311248
かに,合計,2023,11,43,67006
かに,合計,2023,12,42,164595
かに,広島,2023,1,56,164128
かに,広島,2023,2,74,244256
かに,広島,2023,3,79,231676
かに,広島,2023,4,106,239490
かに,広島,2023,5,23,32746
かに,広島,2023,6,46,70676
かに,広島,2023,7,155,276986
かに,広島,2023,8,89,165513
かに,広島,2023,9,264,563590
かに,広島,2023,10,215,311248
かに,広島,2023,11,43,67006
かに,広島,2023,12,42,164595
うに,合計,2023,1,5,136944
うに,合計,2023,2,3,101412
うに,合計,2023,3,2,77760
うに,合計,2023,4,3,170856
うに,合計,2023,5,2,77112
うに,合計,2023,6,2,82080
うに,合計,2023,7,3,93096
うに,合計,2023,8,1,62100
うに,合計,2023,9,2,121500
うに,合計,2023,10,1,47520
うに,合計,2023,11,1,79920
うに,合計,2023,12,2,133380
うに,東京,2023,1,4,91044
うに,東京,2023,2,2,41040
うに,広島,2023,1,1,45900
うに,広島,2023,2,1,60372
うに,広島,2023,3,2,77760
うに,広島,2023,4,3,170856
うに,広島,2023,5,2,77112
うに,広島,2023,6,2,82080
うに,広島,2023,7,3,93096
うに,広島,2023,8,1,62100
うに,広島,2023,9,2,121500
うに,広島,2023,10,1,47520
うに,広島,2023,11,1,79920
うに,広島,2023,12,2,133380
なまこ,合計,2023,1,896,1261612
なまこ,合計,2023,2,696,897165
なまこ,合計,2023,3,474,569833
なまこ,合計,2023,4,8,12852
なまこ,合計,2023,11,4,10962
なまこ,合計,2023,12,1156,2880935
なまこ,広島,2023,1,896,1261612
なまこ,広島,2023,2,696,897165
なまこ,広島,2023,3,474,569833
なまこ,広島,2023,4,8,12852
なまこ,広島,2023,11,4,10962
なまこ,広島,2023,12,1128,2772395
なまこ,愛媛,2023,12,28,108540
えび,合計,2023,1,590,1017353
えび,合計,2023,2,340,617931
えび,合計,2023,3,323,632356
えび,合計,2023,4,199,426725
えび,合計,2023,5,131,238321
えび,合計,2023,6,860,1761691
えび,合計,2023,7,4182,6797703
えび,合計,2023,8,1909,3509471
えび,合計,2023,9,1024,2050586
えび,合計,2023,10,2088,4276844
えび,合計,2023,11,1876,3710279
えび,合計,2023,12,908,2308955
えび,広島,2023,1,590,1017353
えび,広島,2023,2,340,617931
えび,広島,2023,3,323,632356
えび,広島,2023,4,199,426725
えび,広島,2023,5,131,238321
えび,広島,2023,6,860,1761691
えび,広島,2023,7,4182,6797703
えび,広島,2023,8,1909,3509471
えび,広島,2023,9,1024,2050586
えび,広島,2023,10,2088,4276844
えび,広島,2023,11,1876,3710279
えび,広島,2023,12,908,2308955
伊勢えび,合計,2023,2,1,19440
伊勢えび,合計,2023,4,1,12960
伊勢えび,合計,2023,5,2,20434
伊勢えび,合計,2023,6,2,24116
伊勢えび,合計,2023,7,1,5573
伊勢えび,合計,2023,9,3,34020
伊勢えび,合計,2023,10,2,18630
伊勢えび,合計,2023,12,3,29570
伊勢えび,広島,2023,2,1,19440
伊勢えび,広島,2023,4,1,12960
伊勢えび,広島,2023,5,2,20434
伊勢えび,広島,2023,6,2,24116
伊勢えび,広島,2023,7,1,5573
伊勢えび,広島,2023,9,3,34020
伊勢えび,広島,2023,10,2,18630
伊勢えび,広島,2023,12,3,29570
あさり,合計,2023,1,45,53460
あさり,合計,2023,2,50,59400
あさり,合計,2023,3,110,130680
あさり,合計,2023,4,178,212490
あさり,合計,2023,5,185,223020
あさり,合計,2023,6,200,311850
あさり,合計,2023,7,145,232470
あさり,合計,2023,9,40,68850
あさり,合計,2023,10,35,60480
あさり,合計,2023,11,35,60480
あさり,合計,2023,12,20,34560
あさり,広島,2023,1,45,53460
あさり,広島,2023,2,50,59400
あさり,広島,2023,3,110,130680
あさり,広島,2023,4,178,212490
あさり,広島,2023,5,185,223020
あさり,広島,2023,6,200,311850
あさり,広島,2023,7,145,232470
あさり,広島,2023,9,40,68850
あさり,広島,2023,10,35,60480
あさり,広島,2023,11,35,60480
あさり,広島,2023,12,20,34560
はまぐり,合計,2023,1,1,702
はまぐり,合計,2023,2,5,13932
はまぐり,合計,2023,3,125,203958
はまぐり,合計,2023,4,1,3564
はまぐり,合計,2023,10,1,4063
はまぐり,合計,2023,11,1,1512
はまぐり,合計,2023,12,264,392094
はまぐり,三重,2023,3,30,42120
はまぐり,三重,2023,12,66,91962
はまぐり,広島,2023,1,1,702
はまぐり,広島,2023,2,5,13932
はまぐり,広島,2023,3,95,161838
はまぐり,広島,2023,4,1,3564
はまぐり,広島,2023,10,1,4063
はまぐり,広島,2023,11,1,1512
はまぐり,広島,2023,12,199,300132
さざえ,合計,2023,1,720,737056
さざえ,合計,2023,2,252,286484
さざえ,合計,2023,3,291,360642
さざえ,合計,2023,4,377,525471
さざえ,合計,2023,5,884,1042743
さざえ,合計,2023,6,734,772316
さざえ,合計,2023,7,573,673647
さざえ,合計,2023,8,891,1159368
さざえ,合計,2023,9,1446,1641491
さざえ,合計,2023,10,1614,1652190
さざえ,合計,2023,11,2344,2265273
さざえ,合計,2023,12,3116,3049443
さざえ,広島,2023,1,662,682407
さざえ,広島,2023,2,252,286484
さざえ,広島,2023,3,291,360642
さざえ,広島,2023,4,377,525471
さざえ,広島,2023,5,884,1042743
さざえ,広島,2023,6,734,772316
さざえ,広島,2023,7,573,673647
さざえ,広島,2023,8,891,1159368
さざえ,広島,2023,9,1433,1630486
さざえ,広島,2023,10,1614,1652190
さざえ,広島,2023,11,2344,2265273
さざえ,広島,2023,12,3116,3049443
さざえ,愛媛,2023,1,58,54649
さざえ,愛媛,2023,9,13,11005
あわび,合計,2023,1,84,562809
あわび,合計,2023,2,38,259539
あわび,合計,2023,3,9,71615
あわび,合計,2023,4,8,106542
あわび,合計,2023,5,8,59303
あわび,合計,2023,6,5,47347
あわび,合計,2023,7,2,16740
あわび,合計,2023,8,4,36925
あわび,合計,2023,9,19,188006
あわび,合計,2023,10,8,65421
あわび,合計,2023,11,13,104058
あわび,合計,2023,12,44,331512
あわび,広島,2023,1,84,562809
あわび,広島,2023,2,38,259539
あわび,広島,2023,3,9,71615
あわび,広島,2023,4,8,106542
あわび,広島,2023,5,8,59303
あわび,広島,2023,6,5,47347
あわび,広島,2023,7,2,16740
あわび,広島,2023,8,4,36925
あわび,広島,2023,9,19,188006
あわび,広島,2023,10,8,65421
あわび,広島,2023,11,13,104058
あわび,広島,2023,12,44,331512
とり貝,合計,2023,2,16,16405
とり貝,合計,2023,3,66,80061
とり貝,合計,2023,4,16,45773
とり貝,合計,2023,10,1,4860
とり貝,合計,2023,12,1,12960
とり貝,広島,2023,2,16,16405
とり貝,広島,2023,3,66,80061
とり貝,広島,2023,4,16,45773
とり貝,広島,2023,10,1,4860
とり貝,広島,2023,12,1,12960
みる貝,合計,2023,1,56,163089
みる貝,合計,2023,2,85,227957
みる貝,合計,2023,3,130,301674
みる貝,合計,2023,4,66,162150
みる貝,合計,2023,5,20,92664
みる貝,合計,2023,6,27,99792
みる貝,合計,2023,7,25,74844
みる貝,合計,2023,8,42,123552
みる貝,合計,2023,9,28,83754
みる貝,合計,2023,10,32,95634
みる貝,合計,2023,11,29,85536
みる貝,合計,2023,12,47,141097
みる貝,広島,2023,1,25,25443
みる貝,広島,2023,2,25,32207
みる貝,広島,2023,3,46,53544
みる貝,広島,2023,4,19,22560
みる貝,広島,2023,12,7,22297
みる貝,山口,2023,1,31,137646
みる貝,山口,2023,2,60,195750
みる貝,山口,2023,3,84,248130
みる貝,山口,2023,4,47,139590
みる貝,山口,2023,5,20,92664
みる貝,山口,2023,6,27,99792
みる貝,山口,2023,7,25,74844
みる貝,山口,2023,8,42,123552
みる貝,山口,2023,9,28,83754
みる貝,山口,2023,10,32,95634
みる貝,山口,2023,11,29,85536
みる貝,山口,2023,12,40,118800
その他貝類,合計,2023,1,1172,1542987
その他貝類,合計,2023,2,2262,2479622
その他貝類,合計,2023,3,2405,2554830
その他貝類,合計,2023,4,1491,1626805
その他貝類,合計,2023,5,409,525975
その他貝類,合計,2023,6,517,608962
その他貝類,合計,2023,7,440,533001
その他貝類,合計,2023,8,277,363334
その他貝類,合計,2023,9,197,282776
その他貝類,合計,2023,10,221,361039
その他貝類,合計,2023,11,153,315085
その他貝類,合計,2023,12,479,691731
その他貝類,福井,2023,6,3,8748
その他貝類,福井,2023,7,3,9180
その他貝類,福井,2023,8,6,16524
その他貝類,福井,2023,9,9,29700
その他貝類,福井,2023,10,11,37368
その他貝類,福井,2023,11,5,17496
その他貝類,福井,2023,12,8,28944
その他貝類,広島,2023,1,1172,1542987
その他貝類,広島,2023,2,2262,2479622
その他貝類,広島,2023,3,2405,2554830
その他貝類,広島,2023,4,1490,1626373
その他貝類,広島,2023,5,409,525975
その他貝類,広島,2023,6,515,600214
その他貝類,広島,2023,7,438,523821
その他貝類,広島,2023,8,271,346810
その他貝類,広島,2023,9,188,253076
その他貝類,広島,2023,10,210,323671
その他貝類,広島,2023,11,148,297589
その他貝類,広島,2023,12,471,662787
その他貝類,山口,2023,4,1,432
あゆ,合計,2023,4,28,70286
あゆ,合計,2023,5,26,69618
あゆ,合計,2023,6,43,130139
あゆ,合計,2023,7,42,128564
あゆ,合計,2023,8,66,213408
あゆ,合計,2023,9,24,78192
あゆ,合計,2023,10,11,45360
あゆ,合計,2023,11,1,2700
あゆ,広島,2023,4,28,70286
あゆ,広島,2023,5,26,69618
あゆ,広島,2023,6,43,130139
あゆ,広島,2023,7,42,128564
あゆ,広島,2023,8,66,213408
あゆ,広島,2023,9,24,78192
あゆ,広島,2023,10,11,45360
あゆ,広島,2023,11,1,2700
うなぎ,合計,2023,1,16,103053
うなぎ,合計,2023,2,21,137733
うなぎ,合計,2023,3,31,214962
うなぎ,合計,2023,4,63,446565
うなぎ,合計,2023,5,37,254595
うなぎ,合計,2023,6,56,392368
うなぎ,合計,2023,7,620,4296074
うなぎ,合計,2023,8,91,638252
うなぎ,合計,2023,9,37,260024
うなぎ,合計,2023,10,29,201015
うなぎ,合計,2023,11,36,258240
うなぎ,合計,2023,12,36,239297
うなぎ,広島,2023,1,16,103053
うなぎ,広島,2023,2,21,137733
うなぎ,広島,2023,3,31,214962
うなぎ,広島,2023,4,63,446565
うなぎ,広島,2023,5,37,254595
うなぎ,広島,2023,6,56,392368
うなぎ,広島,2023,7,620,4296074
うなぎ,広島,2023,8,91,638252
うなぎ,広島,2023,9,37,260024
うなぎ,広島,2023,10,29,201015
うなぎ,広島,2023,11,36,258240
うなぎ,広島,2023,12,36,239297
その他淡水魚類,合計,2023,1,1,3802
その他淡水魚類,合計,2023,7,2,7431
その他淡水魚類,合計,2023,8,1,3542
その他淡水魚類,合計,2023,9,2,8938
その他淡水魚類,合計,2023,11,1,4061
その他淡水魚類,合計,2023,12,1,4568
その他淡水魚類,広島,2023,1,1,3802
その他淡水魚類,広島,2023,7,2,7431
その他淡水魚類,広島,2023,8,1,3542
その他淡水魚類,広島,2023,9,2,8938
その他淡水魚類,広島,2023,11,1,4061
その他淡水魚類,広島,2023,12,1,4568
その他鮮魚類,合計,2023,1,954,821655
その他鮮魚類,合計,2023,2,712,711915
その他鮮魚類,合計,2023,3,794,808636
その他鮮魚類,合計,2023,4,1023,940789
その他鮮魚類,合計,2023,5,1484,1554996
その他鮮魚類,合計,2023,6,2133,2053059
その他鮮魚類,合計,2023,7,2919,2631883
その他鮮魚類,合計,2023,8,2129,1741334
その他鮮魚類,合計,2023,9,2411,2451427
その他鮮魚類,合計,2023,10,1964,2158148
その他鮮魚類,合計,2023,11,1349,1359153
その他鮮魚類,合計,2023,12,1132,1495382
その他鮮魚類,広島,2023,1,714,608549
その他鮮魚類,広島,2023,2,484,527856
その他鮮魚類,広島,2023,3,502,550597
その他鮮魚類,広島,2023,4,705,684510
その他鮮魚類,広島,2023,5,1208,1338478
その他鮮魚類,広島,2023,6,1832,1837016
その他鮮魚類,広島,2023,7,2624,2389466
その他鮮魚類,広島,2023,8,1827,1430997
その他鮮魚類,広島,2023,9,2138,2209960
その他鮮魚類,広島,2023,10,1667,1907274
その他鮮魚類,広島,2023,11,1098,1143196
その他鮮魚類,広島,2023,12,881,1246096
その他鮮魚類,山口,2023,1,162,116154
その他鮮魚類,山口,2023,2,171,121824
その他鮮魚類,山口,2023,3,198,139320
その他鮮魚類,山口,2023,4,233,156881
その他鮮魚類,山口,2023,5,214,154872
その他鮮魚類,山口,2023,6,261,178178
その他鮮魚類,山口,2023,7,263,181440
その他鮮魚類,山口,2023,8,230,160034
その他鮮魚類,山口,2023,9,240,169128
その他鮮魚類,山口,2023,10,252,176904
その他鮮魚類,山口,2023,11,217,138780
その他鮮魚類,山口,2023,12,208,147744
その他鮮魚類,愛媛,2023,1,16,7474
その他鮮魚類,愛媛,2023,2,14,5697
その他鮮魚類,愛媛,2023,3,3,1971
